C1901d3TS003_1 C1901d3TS010_1 C1901d3TS010_2 C1901d3TS010_3 C1901d3TS010_4 C1901d3TS010_5 C1901d3TS049_1 C1901d3TS049_2 C1901d3TS049_3 C1901d3TS049_4 C1901d3TS049_5 C1901d3TS067_1 C1901d3TS067_2 C1901d3TS067_3 C1901d3TS067_4 C1901d3TS067_5 C1901d3TS103_1 C1901d3TS103_2 C1901d3TS123_1 C1901d3TS123_2 C1901d3TS123_3 C1901d3TS123_4 C1901d3TS123_5 C1901d3TS131_1 C1901d3TS131_2 C1901d3TS131_3 C1901d3TS131_4 C1901d3TS131_5 C1901d3TS210_1 C1901d3TS210_2 C1901d3TS210_3 C1901d3TS210_4 C1901d3TS210_5 C1901d3TS215_1 C1901d3TS215_2 C1901d3TS215_3 C1901d3TS215_4 C1901d3TS215_5 C1901d3TS228_1 C1901d3TS228_2 C1901d3TS228_3 C1901d3TS228_4 C1901d3TS228_5 C1901d3TS240_1 C1901d3TS240_2 C1901d3TS240_3 C1901d3TS240_4 C1901d3TS240_5 C1901d3TS258_1 C1901d3TS258_2 C1901d3TS258_3 C1901d3TS258_4 C1901d3TS258_5 C1901d3TS267_1 C1901d3TS267_2 C1901d3TS267_3 C1901d3TS267_4 C1901d3TS267_5 C1901d3TS273_1 C1901d3TS273_2 C1901d3TS273_3 C1901d3TS273_4 C1901d3TS273_5 C1901d3TS319_1 C1901d3TS319_2 C1901d3TS345_1 C1901d3TS345_2 C1901d3TS345_3 C1901d3TS345_4 C1901d3TS345_5 C1901d3TS347_1 C1901d3TS347_2 C1901d3TS347_3 C1901d3TS405_1 C1901d3TS405_2 C1901d3TS405_3 C1901d3TS405_4 C1901d3TS405_5 C1901d3TS432_1 C1901d3TS438_1 C1901d3TS438_2 C1901d3TS438_3 C1901d3TS438_4 C1901d3TS438_5
0.252922 0.280264 0.275087 0.303189 0.295155 0.29099 0.151122 0.111655 0.109204 0.123168 0.109026 0.24588 0.242815 0.255493 0.256941 0.24588 0.189768 0.262235 0.347769 0.317464 1 0.271103 0.259117 0.294021 0.293525 0.30563 0.290754 0.298462 0.308005 0.29601 0.279109 0.295789 0.279347 0.305846 0.295367 0.290374 0.297807 0.310622 0.281484 0.278192 0.276188 0.27942 0.28903 0.291571 0.289091 0.280433 0.309028 0.294778 0.302885 0.315306 0.285009 0.269087 0.275775 0.288062 0.302231 0.300659 0.303796 0.310891 0.30748 0.305994 0.312604 0.305345 0.302608 0.246621 0.236168 0.305793 0.311525 0.296457 0.281563 0.309506 0.255604 0.275435 0.277629 0.279109 0.295789 0.279347 0.293486 0.279076 0.233922 0.297045 0.276352 0.300179 0.29985 0.299916
0.247938 0.258927 0.274279 0.245833 0.266731 0.258179 0.158973 0.136558 0.120525 0.142854 0.144607 0.25065 0.258832 0.251835 0.246876 0.25065 0.17106 0.252661 0.262236 0.272526 0.28271 1 0.334709 0.289075 0.290573 0.290384 0.2966 0.27459 0.291788 0.294573 0.286191 0.289781 0.263265 0.305006 0.287269 0.291718 0.28355 0.279669 0.289116 0.293168 0.296566 0.289306 0.287516 0.293219 0.282584 0.289711 0.291991 0.293377 0.305643 0.294957 0.265141 0.262718 0.266325 0.25384 0.234341 0.262086 0.249898 0.258697 0.30544 0.310221 0.30421 0.305811 0.310232 0.234125 0.243959 0.254889 0.287089 0.265306 0.275717 0.282656 0.252933 0.250837 0.263135 0.286191 0.289781 0.263265 0.285606 0.277285 0.240781 0.299 0.27246 0.297431 0.296729 0.294144
0.248539 0.272614 0.268658 0.254417 0.252699 0.264794 0.15338 0.132866 0.125017 0.149726 0.139983 0.255806 0.265964 0.260995 0.260132 0.255806 0.176928 0.28246 0.26885 0.270436 0.26294 0.340915 1 0.297928 0.304427 0.30971 0.300577 0.29465 0.373503 0.353819 0.307238 0.301658 0.291542 0.330175 0.303882 0.30292 0.311504 0.317599 0.289004 0.284924 0.299499 0.290239 0.305055 0.29186 0.285613 0.287117 0.297816 0.293759 0.317364 0.285462 0.270659 0.280094 0.271651 0.273644 0.24035 0.259317 0.282685 0.279963 0.317013 0.329647 0.327029 0.332939 0.332024 0.242728 0.253657 0.263643 0.270491 0.255518 0.29975 0.301912 0.265598 0.261285 0.286698 0.307238 0.301658 0.291542 0.287882 0.300683 0.228156 0.295179 0.257838 0.297116 0.294583 0.298714
0.243122 0.315591 0.305238 0.305612 0.311446 0.335583 0.136461 0.101057 0.0812418 0.121099 0.0999398 0.253711 0.225042 0.22768 0.231176 0.253711 0.195146 0.281417 0.297081 0.284468 0.279142 0.263495 0.270101 1 0.728829 0.630948 0.662827 0.591113 0.324286 0.330238 0.334029 0.318822 0.328128 0.348677 0.318946 0.345009 0.323983 0.341118 0.335548 0.336242 0.343775 0.336525 0.325062 0.325624 0.311699 0.329577 0.343992 0.317168 0.355537 0.34324 0.298648 0.315613 0.31588 0.25999 0.262907 0.288227 0.287164 0.282286 0.34423 0.368356 0.35616 0.375334 0.370689 0.228992 0.221834 0.304518 0.333358 0.291426 0.2921 0.308357 0.257157 0.293458 0.29639 0.334029 0.318822 0.328128 0.327748 0.319337 0.276971 0.333446 0.285371 0.338164 0.338071 0.333322
0.253015 0.316708 0.315749 0.311003 0.317629 0.3395 0.152182 0.11503 0.0979615 0.134062 0.114741 0.262605 0.228447 0.239875 0.247218 0.262605 0.19829 0.29665 0.296374 0.28636 0.293042 0.277554 0.291954 0.743679 1 0.627686 0.666383 0.572317 0.336757 0.335992 0.332885 0.330285 0.343798 0.361804 0.330464 0.349524 0.340002 0.348416 0.352548 0.356579 0.36833 0.352266 0.344355 0.335619 0.319177 0.35274 0.353069 0.329339 0.359589 0.34819 0.318315 0.329784 0.326581 0.275418 0.267429 0.293382 0.293659 0.287253 0.34612 0.370821 0.361125 0.378985 0.375949 0.23601 0.228469 0.310462 0.349405 0.287308 0.30409 0.321978 0.259968 0.308566 0.308533 0.332885 0.330285 0.343798 0.326753 0.319066 0.27938 0.340454 0.291667 0.34636 0.344561 0.335337
0.25641 0.315674 0.314534 0.311708 0.317128 0.335457 0.129655 0.0945688 0.0974029 0.128459 0.107395 0.254265 0.231891 0.233445 0.23477 0.254265 0.196808 0.285994 0.301287 0.284423 0.292083 0.267464 0.287621 0.642671 0.620314 1 0.642755 0.52382 0.327681 0.342832 0.336383 0.32789 0.32932 0.355761 0.319525 0.349929 0.338761 0.357655 0.336416 0.336268 0.350762 0.337795 0.332398 0.322528 0.299439 0.331916 0.346638 0.322286 0.35586 0.343374 0.307959 0.325924 0.316775 0.269306 0.273601 0.274751 0.286366 0.297757 0.353219 0.370949 0.364102 0.381919 0.378288 0.23789 0.224579 0.301029 0.343496 0.28314 0.28983 0.311689 0.25808 0.296216 0.316174 0.336383 0.32789 0.32932 0.327363 0.331265 0.281855 0.336683 0.286127 0.334789 0.336766 0.325048
0.247663 0.317525 0.311242 0.306781 0.308242 0.34975 0.132523 0.10731 0.0962559 0.128413 0.108827 0.257962 0.223679 0.22748 0.240273 0.257962 0.200191 0.29131 0.299617 0.279791 0.287369 0.275578 0.286025 0.655751 0.659908 0.637313 1 0.546308 0.323183 0.333393 0.339561 0.330456 0.325338 0.340371 0.314756 0.334585 0.332844 0.335173 0.344463 0.338491 0.344533 0.346595 0.331038 0.330818 0.316028 0.341137 0.346037 0.314527 0.350056 0.342647 0.306871 0.320395 0.3054 0.274489 0.277481 0.272962 0.29515 0.290101 0.345094 0.361796 0.358778 0.369356 0.362111 0.232047 0.22555 0.307643 0.347937 0.299726 0.291036 0.317141 0.261726 0.29711 0.295925 0.339561 0.330456 0.325338 0.321148 0.322138 0.290184 0.341328 0.28372 0.345731 0.339205 0.334863
0.258467 0.317414 0.335939 0.334809 0.318841 0.334798 0.156055 0.110691 0.118255 0.136233 0.139194 0.268663 0.228047 0.242202 0.253371 0.268663 0.206361 0.298741 0.298004 0.299229 0.311728 0.27203 0.288659 0.617869 0.580288 0.54588 0.566023 1 0.336929 0.347646 0.352167 0.337569 0.342018 0.371445 0.342385 0.372315 0.346453 0.352471 0.348747 0.35301 0.368217 0.351498 0.336031 0.347185 0.329411 0.354708 0.373976 0.345413 0.376173 0.354045 0.318958 0.346567 0.336229 0.293601 0.302099 0.300816 0.307622 0.302821 0.373658 0.396821 0.385483 0.398673 0.400415 0.255292 0.255681 0.320379 0.354249 0.303889 0.312377 0.329528 0.273377 0.295569 0.301833 0.352167 0.337569 0.342018 0.322015 0.331623 0.280356 0.345144 0.28793 0.341345 0.343851 0.34159
0.248683 0.290748 0.305641 0.278527 0.290253 0.290766 0.119289 0.0966599 0.0749735 0.104933 0.0975811 0.245733 0.218757 0.242764 0.241432 0.245733 0.160118 0.288573 0.292242 0.276478 0.297731 0.276626 0.329221 0.327002 0.319915 0.3248 0.312746 0.318627 1 0.452413 0.302505 0.291918 0.320823 0.292848 0.282432 0.299598 0.290383 0.286093 0.318992 0.311567 0.315123 0.316094 0.326943 0.322381 0.314092 0.311305 0.326362 0.317632 0.321924 0.300826 0.272562 0.312965 0.282912 0.282072 0.259827 0.266894 0.273539 0.272649 0.297292 0.305063 0.298592 0.302391 0.30639 0.221713 0.240947 0.283283 0.284385 0.264694 0.255325 0.301023 0.253165 0.271059 0.267593 0.302505 0.291918 0.320823 0.282875 0.284046 0.243125 0.298682 0.266615 0.304269 0.299782 0.305185
0.227188 0.272308 0.282007 0.275976 0.275457 0.284817 0.109762 0.100713 0.0663717 0.0948223 0.0891778 0.219216 0.204506 0.216582 0.227256 0.219216 0.15794 0.268544 0.254225 0.265362 0.264388 0.258918 0.306722 0.318707 0.314742 0.320946 0.306341 0.31127 0.442815 1 0.285851 0.271136 0.289472 0.299809 0.279789 0.288849 0.278633 0.298504 0.274315 0.27904 0.282404 0.275936 0.291441 0.287296 0.282782 0.290401 0.29462 0.290131 0.303808 0.290665 0.24747 0.274186 0.26893 0.248506 0.258469 0.239092 0.270828 0.255976 0.302632 0.314542 0.305692 0.304012 0.309814 0.210728 0.225859 0.249949 0.305656 0.245884 0.254797 0.290697 0.235807 0.238779 0.265777 0.285851 0.271136 0.289472 0.268751 0.27554 0.248125 0.292287 0.251873 0.296496 0.29316 0.290706
0.247582 0.267825 0.285307 0.272406 0.264031 0.276749 0.137314 0.104195 0.0926855 0.12187 0.112215 0.253439 0.225909 0.24783 0.251234 0.253439 0.175792 0.275139 0.287064 0.289817 0.267375 0.275632 0.301955 0.333355 0.324392 0.329747 0.332394 0.331507 0.317278 0.313822 1 0.560681 0.449076 0.346185 0.339047 0.337823 0.33635 0.325535 0.378562 0.373314 0.37284 0.378686 0.400186 0.313413 0.289585 0.300052 0.317189 0.32229 0.347543 0.3398 0.289032 0.296694 0.306468 0.262735 0.266706 0.288758 0.279284 0.294988 0.363403 0.371285 0.357307 0.371412 0.366578 0.225057 0.225494 0.306845 0.31772 0.27844 0.317715 0.321731 0.256124 0.261149 0.280357 1 0.560681 0.449076 0.463921 0.488843 0.246807 0.354462 0.296947 0.357075 0.35493 0.353662
0.256283 0.279655 0.313724 0.295773 0.289231 0.3019 0.143918 0.117493 0.105863 0.138713 0.124947 0.269515 0.239156 0.252078 0.252327 0.269515 0.194872 0.283141 0.301152 0.294054 0.298626 0.294046 0.297283 0.330001 0.333096 0.330724 0.331509 0.328036 0.317734 0.299865 0.56555 1 0.465312 0.366203 0.368522 0.361983 0.354392 0.346423 0.392553 0.393043 0.391101 0.389662 0.412188 0.323047 0.303566 0.327469 0.331329 0.32668 0.3626 0.377245 0.302082 0.324604 0.317404 0.286976 0.275368 0.291034 0.288348 0.288536 0.390492 0.391069 0.381365 0.394734 0.385951 0.240597 0.244683 0.31362 0.336935 0.295395 0.335998 0.347385 0.255806 0.272306 0.280274 0.56555 1 0.465312 0.493818 0.518787 0.266665 0.354913 0.304354 0.356408 0.35805 0.351698
0.248225 0.278875 0.290118 0.258261 0.27269 0.268373 0.137353 0.106628 0.0979212 0.129039 0.118092 0.263871 0.224516 0.237607 0.248803 0.263871 0.179949 0.28393 0.278887 0.292116 0.274836 0.262519 0.289833 0.349945 0.343817 0.344214 0.333697 0.343883 0.347069 0.332669 0.456744 0.465195 1 0.343519 0.331483 0.357371 0.337587 0.342728 0.394433 0.376093 0.374723 0.391612 0.404058 0.327616 0.316662 0.317289 0.347455 0.331716 0.341515 0.344341 0.302988 0.322451 0.318196 0.261548 0.273745 0.281006 0.277674 0.298299 0.350339 0.364367 0.352459 0.360828 0.360597 0.226214 0.246216 0.285809 0.325896 0.253821 0.302106 0.308395 0.257188 0.260322 0.289737 0.456744 0.465195 1 0.55499 0.483374 0.256349 0.340931 0.306653 0.346344 0.346325 0.348262
0.257963 0.289372 0.280856 0.27908 0.271298 0.292244 0.141447 0.0988991 0.0937866 0.118275 0.11047 0.259962 0.228159 0.247834 0.257293 0.259962 0.191355 0.270121 0.298235 0.281316 0.302821 0.280605 0.296095 0.344733 0.346459 0.357198 0.337212 0.356484 0.297616 0.315772 0.330348 0.344204 0.322905 1 0.515905 0.49709 0.518257 0.503763 0.333576 0.335402 0.335333 0.331926 0.345581 0.325152 0.314719 0.320019 0.335065 0.326662 0.479907 0.429482 0.308292 0.336727 0.322336 0.287447 0.271191 0.28226 0.295072 0.280313 0.515022 0.534945 0.532377 0.51288 0.532988 0.241447 0.232428 0.329974 0.369021 0.306535 0.361506 0.400169 0.261762 0.28888 0.288596 0.330348 0.344204 0.322905 0.32795 0.342869 0.246334 0.368327 0.285465 0.364212 0.368581 0.361284
0.242812 0.276961 0.288452 0.267306 0.282149 0.266842 0.132218 0.0988988 0.0930861 0.113995 0.101583 0.252856 0.22146 0.236214 0.234662 0.252856 0.174845 0.250769 0.283834 0.274925 0.281617 0.263512 0.280284 0.326587 0.322055 0.328367 0.316291 0.332379 0.297512 0.301239 0.334055 0.350807 0.322657 0.505818 1 0.560597 0.535557 0.513144 0.333597 0.341152 0.337271 0.329997 0.345164 0.315183 0.315442 0.30605 0.30693 0.296446 0.504056 0.441991 0.299733 0.336465 0.312456 0.258772 0.268645 0.27081 0.272759 0.279636 0.599409 0.597257 0.624359 0.589733 0.589472 0.248751 0.220297 0.326343 0.349767 0.294508 0.372622 0.382564 0.269637 0.276722 0.266921 0.334055 0.350807 0.322657 0.329932 0.344084 0.245977 0.359185 0.264718 0.360103 0.361492 0.35467
0.257171 0.280318 0.29266 0.268074 0.279316 0.277877 0.14626 0.117584 0.116155 0.133377 0.119859 0.236978 0.221429 0.235351 0.243476 0.236978 0.206643 0.259003 0.29242 0.29017 0.294069 0.274496 0.276543 0.358314 0.344857 0.3671 0.340454 0.36673 0.309561 0.316445 0.339134 0.352253 0.349683 0.505347 0.577971 1 0.522974 0.522684 0.355934 0.347701 0.341884 0.352321 0.349706 0.336436 0.338234 0.325773 0.325668 0.31909 0.497627 0.45481 0.302465 0.331973 0.327208 0.265713 0.265576 0.280501 0.284383 0.284309 0.559076 0.637411 0.580901 0.617161 0.616004 0.252008 0.23456 0.318352 0.349538 0.293476 0.373228 0.390482 0.263277 0.283631 0.28103 0.339134 0.352253 0.349683 0.34234 0.343473 0.259023 0.366313 0.296834 0.363985 0.367482 0.362766
0.241021 0.286619 0.276785 0.263701 0.267536 0.268316 0.144293 0.108365 0.103676 0.126717 0.114335 0.243025 0.220542 0.229673 0.23313 0.243025 0.184076 0.248402 0.27593 0.278147 0.287747 0.255665 0.278139 0.317579 0.324484 0.339812 0.322843 0.329369 0.279641 0.296419 0.319136 0.327008 0.314614 0.509939 0.534462 0.50301 1 0.683217 0.315573 0.308462 0.305224 0.315701 0.312071 0.298666 0.300592 0.307601 0.298818 0.288904 0.442265 0.408075 0.29266 0.320469 0.301128 0.280041 0.269781 0.258804 0.266751 0.279521 0.499142 0.534142 0.524881 0.527054 0.534882 0.258945 0.230046 0.331574 0.358559 0.281163 0.345973 0.394426 0.276825 0.286962 0.275029 0.319136 0.327008 0.314614 0.319011 0.323829 0.236219 0.337971 0.269981 0.341772 0.339629 0.334424
0.23797 0.27158 0.268451 0.259963 0.256542 0.270111 0.137025 0.0997694 0.0947165 0.113818 0.104777 0.243646 0.209499 0.215726 0.225672 0.243646 0.187833 0.250051 0.274925 0.265775 0.293322 0.247917 0.28096 0.329155 0.327123 0.349295 0.323038 0.325935 0.277733 0.305767 0.310317 0.321013 0.322148 0.498231 0.515263 0.509599 0.684152 1 0.312184 0.306843 0.310417 0.31144 0.314059 0.304012 0.305267 0.300979 0.310609 0.288168 0.437589 0.411195 0.283908 0.317533 0.293548 0.27546 0.279284 0.26603 0.280738 0.281276 0.490478 0.523495 0.50291 0.524089 0.515605 0.258551 0.22908 0.339981 0.353697 0.279812 0.343085 0.406283 0.277021 0.28731 0.268623 0.310317 0.321013 0.322148 0.320747 0.320465 0.234333 0.338762 0.268609 0.34355 0.341561 0.340882
0.268853 0.311111 0.31757 0.297502 0.312486 0.306338 0.147598 0.117919 0.113268 0.130408 0.12029 0.266322 0.244515 0.25032 0.257386 0.266322 0.182456 0.281039 0.299777 0.299403 0.285058 0.281939 0.279218 0.349629 0.354573 0.349429 0.348053 0.341796 0.343285 0.314323 0.39333 0.400057 0.406558 0.345071 0.343568 0.367957 0.331619 0.338846 1 0.776932 0.672095 0.932882 0.530303 0.330018 0.347594 0.35419 0.352249 0.342192 0.36756 0.373994 0.307443 0.328433 0.334592 0.288304 0.269051 0.287262 0.271959 0.301791 0.374579 0.371236 0.371292 0.364038 0.376107 0.246731 0.233247 0.323785 0.351565 0.303107 0.323443 0.364815 0.276215 0.283653 0.289416 0.39333 0.400057 0.406558 0.375359 0.378786 0.266903 0.364968 0.293184 0.370977 0.368033 0.364122
0.291725 0.312603 0.330252 0.297663 0.31844 0.316288 0.158587 0.127324 0.12036 0.140704 0.137559 0.275965 0.257048 0.264472 0.270827 0.275965 0.188655 0.290991 0.3088 0.313322 0.292576 0.287256 0.282318 0.362141 0.369085 0.358741 0.358298 0.356239 0.348456 0.327901 0.403974 0.409722 0.399313 0.35144 0.365514 0.367737 0.336727 0.346003 0.790066 1 0.798489 0.774938 0.555461 0.350832 0.364324 0.360644 0.362021 0.339236 0.379172 0.379033 0.314175 0.353023 0.341706 0.292873 0.285445 0.2963 0.280372 0.308973 0.392361 0.384957 0.392224 0.376356 0.392185 0.254604 0.250467 0.336113 0.362609 0.311643 0.339176 0.373882 0.289702 0.29931 0.291846 0.403974 0.409722 0.399313 0.381726 0.382126 0.272425 0.37539 0.300753 0.38404 0.380132 0.380302
0.280872 0.31408 0.328893 0.29046 0.31871 0.309807 0.158593 0.131489 0.119218 0.149445 0.14247 0.274992 0.258973 0.26302 0.270239 0.274992 0.185575 0.289771 0.30703 0.303347 0.286037 0.290915 0.292944 0.36365 0.369706 0.362858 0.360712 0.364527 0.344312 0.323666 0.407564 0.400639 0.399835 0.352923 0.362579 0.360723 0.331046 0.3466 0.686728 0.795036 1 0.682533 0.562343 0.350676 0.352936 0.366613 0.360364 0.334391 0.371761 0.369112 0.315396 0.356326 0.339233 0.287857 0.284742 0.294349 0.284656 0.308254 0.386572 0.381787 0.38408 0.376513 0.383682 0.249968 0.248611 0.332623 0.360913 0.306466 0.340807 0.372604 0.290754 0.29673 0.30129 0.407564 0.400639 0.399835 0.383286 0.383213 0.27322 0.37545 0.301218 0.377833 0.375343 0.372219
0.263006 0.308718 0.314187 0.289978 0.309376 0.300443 0.143796 0.115672 0.113404 0.124871 0.118722 0.262681 0.241885 0.245689 0.255631 0.262681 0.181159 0.274879 0.29695 0.294059 0.279933 0.28117 0.277409 0.34457 0.349233 0.345034 0.345187 0.339734 0.337692 0.311302 0.389029 0.392008 0.400662 0.340565 0.338693 0.360012 0.327769 0.33329 0.930864 0.756547 0.660029 1 0.527755 0.32647 0.346018 0.350129 0.348392 0.338267 0.362714 0.366924 0.301278 0.323161 0.33642 0.28246 0.263909 0.280474 0.267176 0.296831 0.371544 0.364503 0.366282 0.358605 0.36918 0.242538 0.226191 0.324519 0.346292 0.297222 0.314874 0.361066 0.274416 0.278726 0.285519 0.389029 0.392008 0.400662 0.373861 0.375892 0.260329 0.362207 0.292882 0.367222 0.363555 0.360867
0.241594 0.288297 0.295856 0.275454 0.28485 0.279133 0.123606 0.0948773 0.0877014 0.108195 0.112104 0.243705 0.226871 0.237968 0.239803 0.243705 0.157821 0.269938 0.286648 0.285581 0.270235 0.257357 0.272171 0.311707 0.314431 0.31593 0.308475 0.301332 0.326897 0.304672 0.393385 0.394579 0.39153 0.32821 0.329764 0.331265 0.310743 0.31525 0.498358 0.510091 0.522181 0.49923 1 0.322372 0.326152 0.328631 0.346535 0.331684 0.336402 0.328597 0.291484 0.309183 0.328191 0.26357 0.249461 0.2699 0.25673 0.29096 0.331131 0.342787 0.339322 0.341923 0.334338 0.219367 0.216526 0.294151 0.304806 0.283125 0.318029 0.325231 0.26986 0.275616 0.272219 0.393385 0.394579 0.39153 0.383861 0.397387 0.239843 0.36141 0.284888 0.368019 0.364043 0.367883
0.29287 0.306071 0.321539 0.316871 0.310464 0.331526 0.175851 0.144487 0.127682 0.162555 0.156258 0.275337 0.253526 0.28695 0.292634 0.275337 0.19414 0.296837 0.334272 0.298849 0.327518 0.301207 0.300715 0.37549 0.373995 0.375546 0.371553 0.367698 0.360941 0.337652 0.345898 0.345804 0.352648 0.366752 0.350173 0.372861 0.343893 0.353253 0.359938 0.371275 0.373642 0.359615 0.363215 1 0.453188 0.457235 0.457142 0.483276 0.373842 0.362826 0.329514 0.365018 0.332092 0.304753 0.304007 0.325361 0.346064 0.345648 0.375484 0.397977 0.382821 0.387309 0.392672 0.28287 0.264983 0.327514 0.338657 0.323867 0.324376 0.342857 0.306567 0.320328 0.346381 0.345898 0.345804 0.352648 0.330757 0.328743 0.263695 0.368116 0.302324 0.374234 0.373095 0.363208
0.294734 0.287704 0.306117 0.302437 0.318098 0.30848 0.158483 0.152048 0.121628 0.146071 0.152083 0.261737 0.234169 0.259646 0.267265 0.261737 0.196013 0.296275 0.318352 0.296785 0.321546 0.297361 0.294774 0.35273 0.347308 0.343535 0.34681 0.343957 0.348157 0.336204 0.320281 0.327676 0.336692 0.350981 0.345692 0.363179 0.332754 0.336897 0.361845 0.370812 0.356501 0.362992 0.364891 0.444981 1 0.438059 0.415534 0.436648 0.366387 0.365714 0.308834 0.340792 0.3412 0.291418 0.312302 0.326224 0.311031 0.327311 0.384717 0.377989 0.373437 0.369002 0.368158 0.261751 0.260193 0.319284 0.326499 0.325485 0.341135 0.339046 0.286955 0.301193 0.327761 0.320281 0.327676 0.336692 0.330587 0.321881 0.277714 0.343626 0.290862 0.348133 0.342495 0.346188
0.277105 0.319133 0.335682 0.329375 0.340899 0.341971 0.176484 0.154155 0.137781 0.160245 0.163461 0.266965 0.252927 0.275036 0.288652 0.266965 0.20112 0.302771 0.316073 0.31378 0.323049 0.32112 0.305337 0.383854 0.393878 0.386941 0.383888 0.374423 0.359926 0.366243 0.35078 0.370238 0.349595 0.358611 0.348916 0.368597 0.352804 0.353018 0.379608 0.375519 0.384952 0.377753 0.375736 0.46679 0.455948 1 0.477398 0.455929 0.371532 0.381803 0.350377 0.368949 0.342961 0.303037 0.302534 0.323214 0.327959 0.327777 0.384592 0.387157 0.387036 0.377382 0.379453 0.274171 0.27403 0.320876 0.359109 0.32354 0.344795 0.346293 0.298466 0.320872 0.3403 0.35078 0.370238 0.349595 0.348345 0.345843 0.289584 0.366423 0.313141 0.372445 0.367424 0.362967
0.286156 0.325096 0.315586 0.326343 0.327759 0.328955 0.162927 0.135895 0.131702 0.149513 0.140985 0.281547 0.250274 0.28631 0.286853 0.281547 0.20233 0.305874 0.319232 0.302313 0.338946 0.302717 0.305056 0.389793 0.381985 0.392886 0.376902 0.387895 0.363086 0.354313 0.346422 0.361379 0.368235 0.372069 0.343764 0.361616 0.33682 0.357108 0.368194 0.372785 0.375571 0.368104 0.370082 0.442829 0.410507 0.459841 1 0.470152 0.368533 0.371665 0.345243 0.37115 0.339384 0.308803 0.303083 0.329854 0.31862 0.320226 0.375635 0.391437 0.376106 0.372349 0.383739 0.27898 0.262819 0.332771 0.338386 0.323392 0.331389 0.330085 0.291709 0.293351 0.346232 0.346422 0.361379 0.368235 0.354537 0.35083 0.295689 0.356219 0.309359 0.358976 0.360867 0.352231
0.283906 0.296637 0.302354 0.315933 0.326524 0.312411 0.154828 0.135745 0.119229 0.145957 0.152795 0.2697 0.22769 0.266173 0.274604 0.2697 0.196699 0.298143 0.30389 0.287253 0.326251 0.302506 0.288885 0.357117 0.350279 0.35706 0.341722 0.364365 0.354694 0.336879 0.338352 0.342595 0.340962 0.350391 0.318827 0.340618 0.313798 0.31593 0.351191 0.344113 0.345878 0.351766 0.354981 0.466186 0.426124 0.432753 0.466228 1 0.341538 0.328833 0.322982 0.342222 0.319303 0.281176 0.289114 0.317734 0.311898 0.312204 0.367808 0.349997 0.357473 0.336148 0.346767 0.253113 0.248498 0.307074 0.318234 0.31458 0.309093 0.310303 0.284528 0.284458 0.324094 0.338352 0.342595 0.340962 0.328135 0.326317 0.274505 0.346973 0.294581 0.345859 0.344549 0.340909
0.272647 0.300769 0.319377 0.283586 0.304049 0.298391 0.136487 0.106286 0.0958436 0.108746 0.105537 0.262881 0.233396 0.234572 0.239925 0.262881 0.18947 0.269362 0.301184 0.286865 0.298394 0.2872 0.30029 0.353781 0.351518 0.360354 0.343723 0.363672 0.326691 0.327162 0.348017 0.355842 0.331529 0.484128 0.515565 0.504686 0.45829 0.45752 0.360122 0.360876 0.354621 0.356737 0.358844 0.340212 0.338319 0.331452 0.332984 0.322828 1 0.539911 0.3358 0.370566 0.355268 0.280837 0.271239 0.279341 0.301021 0.280568 0.571181 0.596969 0.587655 0.588112 0.594273 0.242967 0.239947 0.338631 0.363138 0.318628 0.352579 0.384714 0.275995 0.295272 0.276159 0.348017 0.355842 0.331529 0.332928 0.336736 0.260371 0.382129 0.293534 0.387842 0.385154 0.382074
0.269009 0.302665 0.30897 0.299515 0.314511 0.315747 0.147048 0.115568 0.105747 0.124692 0.117969 0.258016 0.229284 0.244962 0.240824 0.258016 0.189596 0.276444 0.310945 0.293068 0.305796 0.286729 0.275449 0.350091 0.346702 0.353785 0.342013 0.341453 0.30552 0.323304 0.345776 0.373897 0.335995 0.44492 0.445257 0.457472 0.418764 0.417945 0.373566 0.36596 0.362894 0.371073 0.351178 0.336612 0.337209 0.347842 0.330525 0.316544 0.542926 1 0.336995 0.388016 0.35533 0.306678 0.277775 0.288744 0.307974 0.284951 0.502169 0.50349 0.499895 0.491277 0.496972 0.244053 0.237807 0.352864 0.365715 0.322108 0.339746 0.396557 0.260127 0.292276 0.286653 0.345776 0.373897 0.335995 0.338438 0.346612 0.261802 0.402855 0.296223 0.406652 0.40786 0.396339
0.277252 0.312849 0.312652 0.314091 0.314673 0.312993 0.163244 0.140526 0.134559 0.147788 0.141504 0.27648 0.255775 0.255002 0.254696 0.27648 0.194833 0.302778 0.315233 0.283718 0.306953 0.265831 0.275555 0.330826 0.334667 0.329505 0.331126 0.331289 0.306284 0.298324 0.317925 0.324245 0.323794 0.339493 0.334313 0.314294 0.322861 0.318054 0.328351 0.325101 0.323097 0.325562 0.326789 0.326535 0.313442 0.329769 0.338608 0.326469 0.355232 0.360072 1 0.364953 0.357363 0.278552 0.291643 0.295336 0.306162 0.297342 0.357832 0.35119 0.364685 0.342285 0.347265 0.253743 0.250632 0.298941 0.328724 0.30039 0.311672 0.306012 0.278014 0.295908 0.29805 0.317925 0.324245 0.323794 0.321498 0.310082 0.249517 0.319893 0.273892 0.322275 0.324482 0.319924
