C1901d3TS003_1 C1901d3TS010_1 C1901d3TS010_2 C1901d3TS010_3 C1901d3TS010_4 C1901d3TS010_5 C1901d3TS049_1 C1901d3TS049_2 C1901d3TS049_3 C1901d3TS049_4 C1901d3TS049_5 C1901d3TS067_1 C1901d3TS067_2 C1901d3TS067_3 C1901d3TS067_4 C1901d3TS067_5 C1901d3TS103_1 C1901d3TS103_2 C1901d3TS123_1 C1901d3TS123_2 C1901d3TS123_3 C1901d3TS123_4 C1901d3TS123_5 C1901d3TS131_1 C1901d3TS131_2 C1901d3TS131_3 C1901d3TS131_4 C1901d3TS131_5 C1901d3TS210_1 C1901d3TS210_2 C1901d3TS210_3 C1901d3TS210_4 C1901d3TS210_5 C1901d3TS215_1 C1901d3TS215_2 C1901d3TS215_3 C1901d3TS215_4 C1901d3TS215_5 C1901d3TS228_1 C1901d3TS228_2 C1901d3TS228_3 C1901d3TS228_4 C1901d3TS228_5 C1901d3TS240_1 C1901d3TS240_2 C1901d3TS240_3 C1901d3TS240_4 C1901d3TS240_5 C1901d3TS258_1 C1901d3TS258_2 C1901d3TS258_3 C1901d3TS258_4 C1901d3TS258_5 C1901d3TS267_1 C1901d3TS267_2 C1901d3TS267_3 C1901d3TS267_4 C1901d3TS267_5 C1901d3TS273_1 C1901d3TS273_2 C1901d3TS273_3 C1901d3TS273_4 C1901d3TS273_5 C1901d3TS319_1 C1901d3TS319_2 C1901d3TS345_1 C1901d3TS345_2 C1901d3TS345_3 C1901d3TS345_4 C1901d3TS345_5 C1901d3TS347_1 C1901d3TS347_2 C1901d3TS347_3 C1901d3TS405_1 C1901d3TS405_2 C1901d3TS405_3 C1901d3TS405_4 C1901d3TS405_5 C1901d3TS432_1 C1901d3TS438_1 C1901d3TS438_2 C1901d3TS438_3 C1901d3TS438_4 C1901d3TS438_5
0.308863 0.338057 0.352635 0.33936 0.332502 0.345406 0.178826 0.13239 0.134765 0.155583 0.139982 0.292314 0.259092 0.294205 0.289687 0.292314 0.193533 0.300102 0.325064 0.300077 0.30995 0.291615 0.30167 0.363709 0.371967 0.383493 0.359627 0.384976 0.368041 0.348021 0.349262 0.363332 0.353507 0.39935 0.388987 0.375802 0.379325 0.377235 0.358645 0.377454 0.389223 0.358066 0.371676 0.380199 0.365926 0.382601 0.39349 0.380226 0.425014 0.419388 0.380029 1 0.407145 0.316208 0.315349 0.321406 0.329944 0.332064 0.416149 0.408863 0.411225 0.410611 0.419223 0.277759 0.285694 0.324356 0.35778 0.333766 0.340258 0.355452 0.294233 0.324995 0.308775 0.349262 0.363332 0.353507 0.335053 0.352128 0.285816 0.349991 0.31614 0.351898 0.353723 0.350729
0.283661 0.315059 0.311515 0.334397 0.319488 0.332553 0.162925 0.144692 0.125449 0.155701 0.158183 0.287688 0.245853 0.272284 0.277845 0.287688 0.217828 0.29308 0.305796 0.306774 0.310277 0.282929 0.280361 0.343777 0.345583 0.346761 0.335405 0.356482 0.324302 0.313911 0.336242 0.341591 0.33807 0.36231 0.356764 0.363279 0.348179 0.337672 0.375355 0.370035 0.364083 0.378916 0.376302 0.327901 0.33813 0.338601 0.34367 0.329927 0.389372 0.380541 0.367711 0.398188 1 0.310352 0.299668 0.317552 0.324461 0.309709 0.377955 0.381681 0.381411 0.378653 0.382111 0.271368 0.270853 0.323805 0.335656 0.317964 0.332764 0.329682 0.293747 0.294619 0.299374 0.336242 0.341591 0.33807 0.349212 0.33871 0.280524 0.344934 0.310967 0.33976 0.344455 0.333575
0.269573 0.329057 0.304779 0.30444 0.295714 0.303481 0.168128 0.136883 0.13507 0.14354 0.130127 0.273387 0.256824 0.244695 0.259104 0.273387 0.184773 0.278663 0.31477 0.350349 0.321218 0.270109 0.276113 0.284634 0.290667 0.295418 0.292828 0.305047 0.312805 0.299498 0.285985 0.295052 0.274384 0.308122 0.285201 0.278148 0.295649 0.30689 0.299754 0.297237 0.297067 0.295692 0.293636 0.291593 0.287373 0.290013 0.307231 0.289143 0.303822 0.315962 0.274608 0.299428 0.302889 1 0.337648 0.337697 0.361187 0.302963 0.304302 0.308519 0.300293 0.310857 0.306063 0.271426 0.253394 0.326942 0.292991 0.308796 0.269409 0.313418 0.277467 0.294894 0.276701 0.285985 0.295052 0.274384 0.278798 0.286703 0.241845 0.287818 0.250549 0.292955 0.288962 0.288271
0.299205 0.327203 0.300174 0.324506 0.322601 0.314428 0.193951 0.175283 0.168894 0.185046 0.171136 0.251104 0.260254 0.270966 0.294473 0.251104 0.198907 0.295084 0.340246 0.31763 0.346289 0.269973 0.276491 0.313026 0.315314 0.325648 0.323313 0.336499 0.31874 0.321439 0.315555 0.309815 0.304778 0.315102 0.312782 0.298448 0.318612 0.326795 0.310621 0.318948 0.316684 0.309006 0.309574 0.322449 0.335508 0.306596 0.323971 0.324143 0.303808 0.306 0.303339 0.316423 0.314949 0.352146 1 0.364438 0.363154 0.352156 0.332031 0.329273 0.321103 0.334759 0.317728 0.275002 0.266972 0.341829 0.318689 0.31965 0.295805 0.327834 0.30519 0.301206 0.28821 0.315555 0.309815 0.304778 0.299311 0.308718 0.245147 0.309856 0.271818 0.312426 0.307306 0.311865
0.300049 0.295033 0.297835 0.315996 0.301838 0.308326 0.187825 0.160142 0.142078 0.175379 0.157037 0.270728 0.276118 0.275087 0.272936 0.270728 0.197754 0.285567 0.331713 0.343479 0.337644 0.290761 0.27144 0.320395 0.31744 0.303179 0.3066 0.312462 0.314696 0.299638 0.315408 0.311161 0.300907 0.31965 0.306465 0.305364 0.299852 0.30413 0.320779 0.322167 0.315333 0.316442 0.314257 0.332966 0.330029 0.322313 0.332834 0.330727 0.313329 0.320407 0.300581 0.320994 0.316138 0.349469 0.354405 1 0.373026 0.353162 0.323474 0.323346 0.317536 0.316015 0.321515 0.272337 0.269834 0.328238 0.32045 0.315824 0.28898 0.308205 0.294964 0.308757 0.299111 0.315408 0.311161 0.300907 0.297521 0.300497 0.265214 0.305821 0.267505 0.303486 0.306069 0.312088
0.289142 0.318299 0.302679 0.303456 0.305077 0.305088 0.17784 0.142947 0.132146 0.139464 0.133985 0.25872 0.254184 0.254237 0.265714 0.25872 0.194728 0.291236 0.343025 0.335828 0.33091 0.270417 0.286028 0.316164 0.319513 0.313003 0.314004 0.312528 0.314797 0.318328 0.297409 0.302996 0.297149 0.319439 0.300579 0.303665 0.286964 0.308258 0.296711 0.297662 0.297972 0.292273 0.298436 0.339306 0.32153 0.317702 0.321561 0.316394 0.325934 0.331264 0.292457 0.317837 0.309234 0.348191 0.339922 0.354653 1 0.346066 0.32145 0.330594 0.323427 0.325351 0.331603 0.254563 0.250968 0.310072 0.313428 0.32324 0.289936 0.321771 0.277663 0.297447 0.295161 0.297409 0.302996 0.297149 0.297732 0.300867 0.235646 0.303071 0.264698 0.301487 0.299938 0.307557
0.274544 0.309513 0.289438 0.305819 0.309065 0.290014 0.170851 0.136282 0.126017 0.156341 0.144152 0.264674 0.260231 0.258889 0.261883 0.264674 0.185985 0.283188 0.336586 0.318306 0.327273 0.273987 0.288236 0.30091 0.300381 0.314903 0.302271 0.300392 0.30909 0.308525 0.316419 0.305191 0.310876 0.306769 0.301896 0.298275 0.30733 0.308591 0.314471 0.313942 0.319712 0.313796 0.327849 0.331805 0.319352 0.312213 0.313366 0.3102 0.305636 0.308952 0.28861 0.310361 0.297106 0.30319 0.334106 0.335617 0.350417 1 0.313956 0.316428 0.314772 0.307557 0.310795 0.258452 0.248837 0.308842 0.302774 0.312945 0.293706 0.32158 0.27396 0.288293 0.28453 0.316419 0.305191 0.310876 0.305413 0.31197 0.238951 0.296655 0.281264 0.297888 0.300394 0.29634
0.268201 0.285612 0.301232 0.28095 0.298082 0.297467 0.150972 0.114766 0.111713 0.126586 0.116977 0.261326 0.238596 0.249034 0.261614 0.261326 0.196535 0.264056 0.303751 0.291905 0.303453 0.291919 0.293693 0.356963 0.345849 0.364859 0.357061 0.366959 0.311587 0.331686 0.370382 0.393613 0.357252 0.517472 0.612598 0.546692 0.515176 0.495624 0.369216 0.374707 0.369536 0.367219 0.353382 0.341626 0.358003 0.33957 0.341019 0.345438 0.558989 0.494373 0.334067 0.360344 0.336766 0.288863 0.290775 0.288727 0.294106 0.299827 1 0.688336 0.765916 0.668104 0.704347 0.250792 0.246965 0.343553 0.387935 0.331698 0.357883 0.407641 0.276574 0.276334 0.287075 0.370382 0.393613 0.357252 0.359523 0.357391 0.315813 0.39398 0.301594 0.39659 0.390625 0.385868
0.26692 0.291982 0.316029 0.286067 0.305398 0.294452 0.143718 0.100531 0.0982939 0.127831 0.101763 0.261365 0.23002 0.248393 0.258612 0.261365 0.200703 0.269435 0.309109 0.29889 0.304697 0.291444 0.293007 0.378517 0.371183 0.383289 0.367969 0.38467 0.31815 0.342 0.369406 0.378065 0.362329 0.536291 0.604695 0.634267 0.547017 0.533752 0.37154 0.371535 0.371432 0.368366 0.363456 0.36236 0.356926 0.346614 0.353757 0.334833 0.590439 0.502894 0.329996 0.35791 0.347454 0.295817 0.296699 0.295784 0.308491 0.302269 0.684941 1 0.745455 0.80757 0.796811 0.256867 0.243991 0.341499 0.39816 0.319428 0.374521 0.410969 0.274704 0.292703 0.311859 0.369406 0.378065 0.362329 0.366042 0.368088 0.286809 0.400692 0.309238 0.405348 0.402084 0.397664
0.255329 0.281173 0.29269 0.274169 0.281893 0.291065 0.139781 0.0959708 0.0969757 0.117267 0.0981133 0.250393 0.231456 0.242166 0.255808 0.250393 0.188852 0.256153 0.291965 0.283957 0.29985 0.287838 0.2941 0.356592 0.351334 0.367147 0.357001 0.366665 0.307387 0.332968 0.360456 0.370096 0.349475 0.523837 0.625216 0.566314 0.530241 0.501047 0.364396 0.369045 0.364937 0.360247 0.352971 0.338607 0.342676 0.336964 0.334264 0.331816 0.57376 0.492294 0.327742 0.351221 0.333986 0.278014 0.276381 0.276786 0.294835 0.287212 0.761636 0.738157 1 0.716949 0.76935 0.246186 0.239165 0.339045 0.384713 0.317688 0.362433 0.415485 0.268498 0.279652 0.295204 0.360456 0.370096 0.349475 0.352707 0.3493 0.297081 0.388114 0.305645 0.393908 0.388236 0.382988
0.267709 0.29183 0.305226 0.280715 0.298057 0.29246 0.148652 0.105229 0.0915093 0.12611 0.102401 0.273095 0.239458 0.245398 0.261447 0.273095 0.199596 0.274453 0.309881 0.293642 0.299312 0.283135 0.30077 0.3863 0.377184 0.392236 0.373599 0.398135 0.318261 0.331778 0.376059 0.388244 0.358429 0.526926 0.598782 0.617846 0.548961 0.536399 0.365597 0.364908 0.36706 0.365256 0.35946 0.35266 0.350749 0.332567 0.344164 0.326517 0.571847 0.490074 0.327211 0.364367 0.340689 0.297621 0.29323 0.284126 0.298543 0.288437 0.66485 0.810835 0.725409 1 0.768373 0.25293 0.245329 0.34865 0.395361 0.323609 0.379205 0.419325 0.272687 0.298171 0.312273 0.376059 0.388244 0.358429 0.368723 0.367554 0.283734 0.392636 0.304596 0.394438 0.388061 0.387923
0.271591 0.302975 0.3125 0.281644 0.301771 0.301133 0.152085 0.114263 0.108177 0.131623 0.109973 0.262927 0.247273 0.251105 0.262196 0.262927 0.196243 0.277491 0.308451 0.297119 0.304455 0.296589 0.304 0.376905 0.369589 0.390723 0.36764 0.387627 0.319683 0.34255 0.372873 0.38004 0.36035 0.538264 0.600379 0.616535 0.55581 0.535685 0.376689 0.378951 0.371792 0.373557 0.35582 0.358922 0.348988 0.343464 0.350522 0.328208 0.581771 0.494139 0.331332 0.369274 0.34814 0.298146 0.288095 0.294995 0.313763 0.299277 0.707818 0.802417 0.780487 0.76785 1 0.255945 0.245759 0.34594 0.390749 0.32387 0.372022 0.412226 0.276033 0.300332 0.306388 0.372873 0.38004 0.36035 0.361687 0.364928 0.295102 0.388979 0.309597 0.39407 0.391169 0.384265
0.227827 0.226646 0.212364 0.225209 0.222309 0.223823 0.135842 0.116104 0.119643 0.12825 0.112772 0.215636 0.204738 0.224955 0.215088 0.215636 0.155539 0.223443 0.210247 0.230345 0.226147 0.217272 0.216222 0.231568 0.222456 0.236707 0.221569 0.234578 0.228696 0.222962 0.217793 0.221592 0.214953 0.232461 0.236612 0.231064 0.25203 0.256908 0.232302 0.233774 0.232922 0.229248 0.225887 0.236791 0.233599 0.227538 0.242077 0.22587 0.226338 0.23247 0.215038 0.231644 0.23042 0.231786 0.218906 0.2291 0.223154 0.219729 0.242394 0.241185 0.245351 0.240697 0.241783 1 0.256818 0.230895 0.230013 0.238371 0.22425 0.223691 0.246421 0.234668 0.246081 0.217793 0.221592 0.214953 0.210192 0.222134 0.18851 0.234115 0.197644 0.238447 0.233405 0.235039
0.243462 0.244672 0.23692 0.246638 0.229568 0.244508 0.159321 0.133686 0.120281 0.13929 0.130614 0.237441 0.238785 0.23504 0.239309 0.237441 0.155011 0.230487 0.232186 0.230774 0.2366 0.229649 0.238791 0.228988 0.235061 0.231908 0.229847 0.243242 0.252852 0.249412 0.223006 0.228227 0.233135 0.231947 0.221302 0.224792 0.230246 0.235177 0.230871 0.236171 0.235444 0.228013 0.230253 0.240328 0.24078 0.239225 0.235808 0.230449 0.23641 0.234491 0.233349 0.24574 0.244362 0.221861 0.229437 0.242238 0.234242 0.234489 0.241318 0.240797 0.245244 0.244662 0.23621 0.276935 1 0.236492 0.237044 0.255468 0.228285 0.23222 0.245 0.244451 0.222313 0.223006 0.228227 0.233135 0.236365 0.228933 0.195052 0.229138 0.2101 0.231192 0.22923 0.22943
0.2361 0.302584 0.292626 0.298449 0.303128 0.308029 0.129605 0.10036 0.0881231 0.114353 0.094332 0.255398 0.236722 0.229221 0.233462 0.255398 0.176469 0.26315 0.305421 0.27944 0.281458 0.239005 0.235962 0.287084 0.285205 0.294086 0.281754 0.281348 0.264614 0.252629 0.288124 0.289805 0.263244 0.315505 0.303748 0.291031 0.31633 0.330276 0.294941 0.293016 0.290409 0.29878 0.289697 0.287475 0.272191 0.270063 0.286588 0.274488 0.312316 0.32744 0.260037 0.263986 0.27 0.283406 0.279453 0.271517 0.269265 0.271089 0.316235 0.314425 0.319965 0.314641 0.314208 0.232709 0.221922 1 0.323871 0.347344 0.280253 0.348413 0.25819 0.260703 0.254035 0.288124 0.289805 0.263244 0.263997 0.274734 0.220727 0.307273 0.257104 0.309947 0.308491 0.304695
0.237665 0.278554 0.302644 0.28035 0.274016 0.270509 0.131134 0.0939389 0.0846998 0.118388 0.104583 0.249406 0.205829 0.225832 0.221434 0.249406 0.181353 0.241346 0.284336 0.280786 0.284868 0.256218 0.23693 0.315891 0.320485 0.317499 0.318851 0.308734 0.277446 0.315682 0.310796 0.319199 0.320343 0.358838 0.349416 0.329337 0.348489 0.348102 0.317623 0.317741 0.321535 0.31588 0.304982 0.29033 0.282922 0.307841 0.29096 0.284367 0.349936 0.347722 0.277531 0.290609 0.278642 0.253518 0.26454 0.258317 0.268305 0.264889 0.369537 0.376034 0.374584 0.371457 0.365458 0.217406 0.231456 0.329575 1 0.304693 0.320701 0.373789 0.242877 0.266681 0.265662 0.310796 0.319199 0.320343 0.311424 0.294537 0.234385 0.338031 0.269716 0.34401 0.339815 0.333064
0.244688 0.307572 0.285969 0.309051 0.292256 0.309549 0.13125 0.104122 0.0819857 0.113365 0.102608 0.236708 0.248945 0.242928 0.231741 0.236708 0.157925 0.261417 0.290094 0.277761 0.281028 0.239666 0.216568 0.272827 0.268334 0.262103 0.270739 0.261317 0.251827 0.256251 0.265014 0.268853 0.239979 0.288844 0.283157 0.263334 0.262032 0.267357 0.283484 0.280663 0.274849 0.280952 0.274576 0.281177 0.285831 0.262788 0.271753 0.27953 0.297538 0.292391 0.259771 0.264262 0.269267 0.265598 0.252751 0.262566 0.285931 0.273753 0.297131 0.298242 0.29063 0.291628 0.292652 0.237366 0.241273 0.342398 0.302228 1 0.269519 0.304277 0.296569 0.262544 0.246744 0.265014 0.268853 0.239979 0.261136 0.26095 0.219899 0.293359 0.273785 0.291078 0.294236 0.295619
0.233553 0.264003 0.269632 0.274733 0.270852 0.262816 0.137406 0.109882 0.0963614 0.126387 0.111357 0.232333 0.209416 0.232469 0.242648 0.232333 0.188241 0.246487 0.269894 0.272193 0.277109 0.256318 0.273466 0.293666 0.292296 0.286252 0.282491 0.292947 0.260364 0.271653 0.30041 0.312073 0.287211 0.355943 0.36909 0.360431 0.339255 0.346031 0.310677 0.313872 0.314319 0.306771 0.315071 0.276862 0.297787 0.29302 0.283258 0.273384 0.338944 0.331004 0.278273 0.281385 0.278055 0.232319 0.239 0.251189 0.255863 0.270012 0.356995 0.361519 0.364792 0.366431 0.354301 0.226967 0.222011 0.291729 0.328618 0.285879 1 0.355426 0.246733 0.274396 0.263943 0.30041 0.312073 0.287211 0.291055 0.305976 0.220725 0.344716 0.24609 0.349904 0.353687 0.344891
0.228187 0.291395 0.298117 0.302667 0.284828 0.318175 0.125914 0.100507 0.0856103 0.110303 0.101988 0.243216 0.224641 0.224796 0.233696 0.243216 0.174235 0.248608 0.277283 0.264242 0.286473 0.247427 0.261852 0.285544 0.293125 0.284869 0.283061 0.295753 0.286878 0.299342 0.306474 0.320076 0.282874 0.394616 0.382082 0.369627 0.382936 0.395303 0.336288 0.337388 0.34255 0.334568 0.321098 0.291992 0.295622 0.290997 0.27804 0.28208 0.369935 0.362095 0.263654 0.290678 0.275044 0.262327 0.261468 0.261699 0.27817 0.280184 0.402964 0.399481 0.403982 0.394604 0.394072 0.217231 0.213698 0.356462 0.36906 0.309731 0.343812 1 0.247908 0.269327 0.276251 0.306474 0.320076 0.282874 0.280368 0.287294 0.231152 0.354829 0.259762 0.352889 0.357182 0.35198
0.252428 0.287294 0.273511 0.275917 0.263229 0.270154 0.128997 0.110541 0.0999194 0.122589 0.105379 0.257903 0.27517 0.256848 0.252311 0.257903 0.146705 0.281425 0.251268 0.274973 0.257433 0.228413 0.245937 0.260887 0.258567 0.265439 0.263699 0.257233 0.261397 0.25597 0.248854 0.248464 0.245528 0.254112 0.265553 0.250393 0.277714 0.276847 0.267038 0.269211 0.264581 0.268809 0.285154 0.272379 0.256277 0.265938 0.263773 0.270066 0.270851 0.256936 0.250291 0.256149 0.261722 0.253173 0.262659 0.25892 0.255249 0.248246 0.268656 0.266549 0.265964 0.265658 0.263738 0.246842 0.239871 0.273089 0.2602 0.291875 0.255864 0.260986 1 0.342401 0.254315 0.248854 0.248464 0.245528 0.245323 0.258207 0.206476 0.2717 0.232249 0.272065 0.26931 0.263168
0.262087 0.312345 0.297149 0.300014 0.290351 0.291559 0.145437 0.110868 0.103568 0.129556 0.121289 0.286467 0.263522 0.266235 0.265379 0.286467 0.172247 0.280397 0.267108 0.294661 0.277036 0.242905 0.239865 0.288049 0.294214 0.287129 0.28628 0.274453 0.282904 0.262593 0.268356 0.262889 0.254798 0.277404 0.276386 0.273309 0.288531 0.285705 0.276098 0.278007 0.272821 0.2717 0.285611 0.27938 0.282556 0.278272 0.273267 0.273104 0.290945 0.279135 0.265115 0.275306 0.2671 0.2637 0.262805 0.272095 0.271345 0.261053 0.2663 0.27964 0.281698 0.286629 0.279521 0.233676 0.236241 0.290212 0.288347 0.284803 0.292789 0.276995 0.33142 1 0.267666 0.268356 0.262889 0.254798 0.247931 0.25548 0.198551 0.2789 0.231472 0.275103 0.280748 0.273212
0.236584 0.272121 0.247098 0.272924 0.274925 0.281589 0.1415 0.136723 0.114121 0.123492 0.116174 0.26151 0.224444 0.25736 0.266167 0.26151 0.186582 0.275085 0.265056 0.244385 0.281577 0.2383 0.248632 0.30144 0.297487 0.31471 0.293863 0.292334 0.272417 0.279395 0.27875 0.265882 0.275045 0.285836 0.260853 0.273974 0.272738 0.274864 0.289351 0.284599 0.287784 0.288606 0.283384 0.305719 0.289427 0.288002 0.309864 0.297026 0.271649 0.285771 0.275214 0.261217 0.267414 0.247553 0.239851 0.254095 0.274653 0.257496 0.280574 0.303948 0.290746 0.302655 0.292154 0.253752 0.217802 0.267489 0.283119 0.267143 0.262544 0.284483 0.258489 0.266458 1 0.27875 0.265882 0.275045 0.27112 0.27174 0.210951 0.301511 0.24002 0.302831 0.30543 0.300534
0.247582 0.267825 0.285307 0.272406 0.264031 0.276749 0.137314 0.104195 0.0926855 0.12187 0.112215 0.253439 0.225909 0.24783 0.251234 0.253439 0.175792 0.275139 0.287064 0.289817 0.267375 0.275632 0.301955 0.333355 0.324392 0.329747 0.332394 0.331507 0.317278 0.313822 1 0.560681 0.449076 0.346185 0.339047 0.337823 0.33635 0.325535 0.378562 0.373314 0.37284 0.378686 0.400186 0.313413 0.289585 0.300052 0.317189 0.32229 0.347543 0.3398 0.289032 0.296694 0.306468 0.262735 0.266706 0.288758 0.279284 0.294988 0.363403 0.371285 0.357307 0.371412 0.366578 0.225057 0.225494 0.306845 0.31772 0.27844 0.317715 0.321731 0.256124 0.261149 0.280357 1 0.560681 0.449076 0.463921 0.488843 0.246807 0.354462 0.296947 0.357075 0.35493 0.353662
0.256283 0.279655 0.313724 0.295773 0.289231 0.3019 0.143918 0.117493 0.105863 0.138713 0.124947 0.269515 0.239156 0.252078 0.252327 0.269515 0.194872 0.283141 0.301152 0.294054 0.298626 0.294046 0.297283 0.330001 0.333096 0.330724 0.331509 0.328036 0.317734 0.299865 0.56555 1 0.465312 0.366203 0.368522 0.361983 0.354392 0.346423 0.392553 0.393043 0.391101 0.389662 0.412188 0.323047 0.303566 0.327469 0.331329 0.32668 0.3626 0.377245 0.302082 0.324604 0.317404 0.286976 0.275368 0.291034 0.288348 0.288536 0.390492 0.391069 0.381365 0.394734 0.385951 0.240597 0.244683 0.31362 0.336935 0.295395 0.335998 0.347385 0.255806 0.272306 0.280274 0.56555 1 0.465312 0.493818 0.518787 0.266665 0.354913 0.304354 0.356408 0.35805 0.351698
0.248225 0.278875 0.290118 0.258261 0.27269 0.268373 0.137353 0.106628 0.0979212 0.129039 0.118092 0.263871 0.224516 0.237607 0.248803 0.263871 0.179949 0.28393 0.278887 0.292116 0.274836 0.262519 0.289833 0.349945 0.343817 0.344214 0.333697 0.343883 0.347069 0.332669 0.456744 0.465195 1 0.343519 0.331483 0.357371 0.337587 0.342728 0.394433 0.376093 0.374723 0.391612 0.404058 0.327616 0.316662 0.317289 0.347455 0.331716 0.341515 0.344341 0.302988 0.322451 0.318196 0.261548 0.273745 0.281006 0.277674 0.298299 0.350339 0.364367 0.352459 0.360828 0.360597 0.226214 0.246216 0.285809 0.325896 0.253821 0.302106 0.308395 0.257188 0.260322 0.289737 0.456744 0.465195 1 0.55499 0.483374 0.256349 0.340931 0.306653 0.346344 0.346325 0.348262
0.238966 0.261416 0.274385 0.261443 0.264813 0.270476 0.143929 0.108023 0.0970343 0.131116 0.122092 0.258929 0.227576 0.22292 0.233965 0.258929 0.187689 0.261929 0.289011 0.284947 0.286372 0.286113 0.272554 0.333554 0.31993 0.32442 0.320151 0.312928 0.307839 0.30311 0.463278 0.489567 0.555272 0.339911 0.336446 0.343186 0.334081 0.329561 0.366133 0.357582 0.358641 0.368237 0.388437 0.305871 0.308902 0.319014 0.327817 0.313407 0.336015 0.346571 0.297756 0.305862 0.321881 0.26552 0.25859 0.278006 0.276293 0.286911 0.354449 0.369535 0.357519 0.366529 0.359577 0.222107 0.242686 0.280573 0.316448 0.268174 0.304043 0.301995 0.246644 0.258579 0.278043 0.463278 0.489567 0.555272 1 0.510816 0.24986 0.339859 0.300772 0.337441 0.337375 0.332024
0.251548 0.271734 0.280776 0.263014 0.275868 0.271888 0.139308 0.0903074 0.0814411 0.118428 0.106814 0.254024 0.2257 0.237041 0.238673 0.254024 0.177276 0.266197 0.285127 0.286075 0.271107 0.265348 0.280807 0.327813 0.315985 0.331122 0.31968 0.319735 0.299686 0.30105 0.490389 0.518444 0.486592 0.34686 0.339374 0.342353 0.338298 0.331784 0.369109 0.354454 0.357092 0.370151 0.397568 0.294169 0.292695 0.303858 0.316218 0.309637 0.335758 0.348747 0.28014 0.306607 0.307705 0.261841 0.267382 0.270129 0.278364 0.281855 0.34461 0.367599 0.345877 0.361303 0.355658 0.234319 0.231293 0.278525 0.305233 0.259677 0.318652 0.299648 0.256856 0.250078 0.282779 0.490389 0.518444 0.486592 0.518191 1 0.243637 0.3312 0.278844 0.337303 0.334631 0.329303
0.253739 0.305575 0.29851 0.318364 0.311396 0.323678 0.149166 0.117734 0.109864 0.146931 0.134654 0.263855 0.260969 0.27194 0.266641 0.263855 0.227773 0.260927 0.286223 0.305762 0.287305 0.30014 0.30304 0.349205 0.341483 0.354746 0.349566 0.336323 0.339083 0.343482 0.314908 0.328811 0.315563 0.321832 0.336428 0.328918 0.317632 0.322366 0.311034 0.312308 0.320402 0.305325 0.316689 0.309359 0.315266 0.311668 0.333539 0.310669 0.329949 0.330076 0.277972 0.313696 0.310107 0.286263 0.267457 0.296871 0.291527 0.284777 0.399898 0.365256 0.38307 0.36205 0.369928 0.251788 0.261489 0.302749 0.309695 0.31865 0.278385 0.312073 0.275641 0.255339 0.275139 0.314908 0.328811 0.315563 0.301023 0.3103 1 0.333776 0.270623 0.335051 0.336153 0.329769
0.215504 0.286841 0.287843 0.276838 0.295712 0.29155 0.127233 0.0936565 0.0858612 0.109113 0.0967672 0.237184 0.215619 0.250071 0.243768 0.237184 0.175461 0.248945 0.271411 0.278753 0.281701 0.270073 0.261736 0.319205 0.31463 0.322795 0.312908 0.316307 0.295266 0.300437 0.346197 0.339687 0.329074 0.366913 0.359533 0.350314 0.336216 0.344488 0.335597 0.333997 0.337262 0.334192 0.358992 0.316273 0.300319 0.301177 0.320085 0.315259 0.375193 0.384213 0.283829 0.290055 0.292884 0.260091 0.251307 0.258637 0.258521 0.261474 0.384125 0.383993 0.380064 0.370496 0.368236 0.225599 0.20515 0.310842 0.332379 0.299136 0.335201 0.361752 0.257407 0.259755 0.280447 0.346197 0.339687 0.329074 0.328028 0.316909 0.246229 1 0.278398 0.867066 0.896263 0.873419
0.219694 0.271372 0.256571 0.254578 0.257673 0.258269 0.138382 0.110849 0.104114 0.137088 0.120881 0.21238 0.211014 0.226928 0.224911 0.21238 0.172361 0.234191 0.270531 0.253892 0.271336 0.252594 0.243622 0.295854 0.29365 0.295241 0.278344 0.272122 0.276132 0.280202 0.305048 0.292845 0.302957 0.287948 0.277421 0.293659 0.280005 0.280013 0.297986 0.295802 0.299861 0.302802 0.305509 0.285674 0.270732 0.281351 0.286142 0.288118 0.302597 0.295704 0.251389 0.278315 0.279505 0.226809 0.237365 0.254001 0.249141 0.273029 0.3031 0.312429 0.315863 0.306645 0.308406 0.198992 0.202146 0.271473 0.281089 0.285464 0.255399 0.272346 0.243874 0.233177 0.242405 0.305048 0.292845 0.302957 0.307589 0.297935 0.221281 0.293116 1 0.302625 0.299892 0.293029
0.216054 0.288452 0.287599 0.277126 0.296893 0.288311 0.126583 0.0958891 0.0861955 0.108759 0.0950484 0.235198 0.207844 0.23954 0.235004 0.235198 0.176076 0.25183 0.269487 0.281536 0.279936 0.268641 0.266379 0.319417 0.318276 0.318773 0.316488 0.307796 0.296723 0.302267 0.344225 0.341046 0.332668 0.359886 0.358265 0.341885 0.335955 0.343266 0.342765 0.342072 0.340129 0.3399 0.366117 0.315198 0.297664 0.303415 0.315165 0.313795 0.37794 0.381172 0.281981 0.291547 0.285042 0.260413 0.250277 0.252505 0.254081 0.260514 0.380178 0.382841 0.381344 0.370115 0.36998 0.228328 0.204397 0.310413 0.329287 0.296311 0.340025 0.359161 0.259335 0.252885 0.284939 0.344225 0.341046 0.332668 0.322961 0.323073 0.243845 0.863683 0.281753 1 0.877622 0.858309
