C1904TS003_1 C1904TS003_2 C1904TS003_3 C1904TS044_1 C1904TS066_1 C1904TS067_1 C1904TS067_2 C1904TS067_3 C1904TS067_4 C1904TS067_5 C1904TS087_1 C1904TS087_2 C1904TS102_1 C1904TS103_1 C1904TS123_1 C1904TS123_2 C1904TS123_3 C1904TS123_4 C1904TS123_5 C1904TS131_1 C1904TS131_2 C1904TS131_3 C1904TS131_4 C1904TS131_5 C1904TS152_1 C1904TS152_2 C1904TS152_3 C1904TS152_4 C1904TS152_5 C1904TS156_1 C1904TS156_2 C1904TS156_3 C1904TS156_4 C1904TS156_5 C1904TS158_1 C1904TS158_2 C1904TS158_3 C1904TS158_4 C1904TS158_5 C1904TS182_1 C1904TS182_2 C1904TS182_3 C1904TS182_4 C1904TS182_5 C1904TS196_1 C1904TS200_1 C1904TS210_1 C1904TS210_2 C1904TS210_3 C1904TS210_4 C1904TS210_5 C1904TS211_1 C1904TS211_2 C1904TS211_3 C1904TS211_4 C1904TS211_5 C1904TS213_1 C1904TS213_2 C1904TS213_3 C1904TS213_4 C1904TS213_5 C1904TS215_1 C1904TS215_2 C1904TS215_3 C1904TS215_4 C1904TS215_5 C1904TS228_1 C1904TS230_1 C1904TS230_2 C1904TS230_3 C1904TS230_4 C1904TS230_5 C1904TS240_1 C1904TS240_2 C1904TS240_3 C1904TS240_4 C1904TS240_5 C1904TS247_1 C1904TS247_2 C1904TS247_3 C1904TS247_4 C1904TS247_5 C1904TS258_1 C1904TS258_2 C1904TS258_3 C1904TS258_4 C1904TS258_5 C1904TS273_1 C1904TS273_2 C1904TS273_3 C1904TS273_4 C1904TS273_5 C1904TS278_1 C1904TS278_2 C1904TS278_3 C1904TS278_4 C1904TS278_5 C1904TS299_1 C1904TS299_2 C1904TS299_3 C1904TS299_4 C1904TS299_5 C1904TS309_1 C1904TS309_2 C1904TS309_3 C1904TS309_4 C1904TS309_5 C1904TS347_1 C1904TS359_1 C1904TS369_1 C1904TS369_2 C1904TS369_3 C1904TS369_4 C1904TS369_5 C1904TS389_1 C1904TS389_2 C1904TS389_3 C1904TS389_4 C1904TS389_5 C1904TS401_1 C1904TS404_1 C1904TS404_2 C1904TS404_3 C1904TS404_4 C1904TS404_5 C1904TS405_1 C1904TS405_2 C1904TS405_3 C1904TS405_4 C1904TS405_5 C1904TS413_1 C1904TS413_2 C1904TS413_3 C1904TS413_4 C1904TS413_5 C1904TS414_1 C1904TS414_2 C1904TS414_3 C1904TS414_4 C1904TS414_5 C1904TS438_1 C1904TS438_2 C1904TS438_3 C1904TS438_4 C1904TS438_5 C1904TS490_1
0.256814 0.256098 0.25221 0.393814 0.259627 0.259426 0.255717 0.259426 0.247143 0.156935 0.400919 0.409944 0.141794 0.280581 0.292808 0.28781 0.28781 0.286568 0.290383 0.428555 0.433788 0.433486 0.43063 0.424329 0.419738 0.396291 0.408868 0.303227 0.33162 0.414503 0.414172 0.416677 0.418931 0.414042 0.274751 0.260413 0.1592 0.16781 0.144492 0.320806 0.241226 0.323532 0.2469 0.314754 0.360927 0.306689 0.400657 0.398909 0.39725 0.391743 0.349204 0.405104 0.317218 0.309119 0.310558 0.315359 0.390492 0.387535 0.387833 0.388656 0.388809 0.365732 0.366892 0.360767 0.370068 0.36454 0.382432 0.301035 0.304222 0.301788 0.299318 0.296313 1 0.471752 0.497418 0.502909 0.417791 0.359212 0.357551 0.359723 0.347458 0.346401 0.32343 0.310969 0.321924 0.327953 0.28843 0.393611 0.411429 0.360023 0.196045 0.19278 0.374242 0.373636 0.358695 0.355884 0.353601 0.374242 0.373636 0.358695 0.355884 0.353601 0.371009 0.286254 0.287854 0.347963 0.315264 0.303339 0.369245 0.416231 0.41221 0.406981 0.412135 0.412627 0.335276 0.332636 0.322215 0.24749 0.237036 0.222966 0.294023 0.292107 0.291596 0.29233 0.291936 0.349198 0.350928 0.341604 0.355909 0.348592 0.421035 0.417144 0.412633 0.410737 0.406879 0.417534 0.422869 0.430509 0.424759 0.428615 0.405228 0.400502 0.402263 0.404903 0.402015 0.246906
0.267153 0.272025 0.26303 0.394588 0.263822 0.262216 0.264293 0.262216 0.254033 0.162963 0.392099 0.407792 0.142631 0.290947 0.29413 0.300769 0.300769 0.2868 0.29748 0.421051 0.426845 0.426078 0.421679 0.42533 0.421143 0.396167 0.416546 0.310974 0.338327 0.407577 0.406148 0.407035 0.407483 0.408213 0.277341 0.266208 0.162956 0.175222 0.151805 0.31526 0.245078 0.317765 0.247435 0.310506 0.365326 0.311169 0.39562 0.40161 0.406564 0.399366 0.353311 0.407636 0.310958 0.315922 0.315144 0.31988 0.392825 0.392608 0.392559 0.392144 0.394862 0.369745 0.367158 0.358629 0.366527 0.363081 0.387111 0.30694 0.306738 0.300972 0.300435 0.306106 0.474545 1 0.498457 0.488013 0.430307 0.360957 0.354932 0.36717 0.36485 0.346823 0.332076 0.318183 0.316866 0.325495 0.293283 0.397026 0.418371 0.363061 0.199208 0.191582 0.383764 0.379542 0.370056 0.357835 0.368534 0.383764 0.379542 0.370056 0.357835 0.368534 0.3745 0.290097 0.289465 0.34434 0.320129 0.305497 0.378545 0.418264 0.422733 0.40266 0.427044 0.425348 0.339349 0.341314 0.327447 0.260346 0.245762 0.215143 0.299055 0.297313 0.2966 0.296728 0.296869 0.353316 0.356942 0.348968 0.364592 0.360211 0.417125 0.424915 0.417916 0.421381 0.410711 0.42091 0.423001 0.427215 0.423468 0.424309 0.419715 0.411799 0.416765 0.415194 0.416527 0.248864
0.25694 0.265895 0.258545 0.380569 0.259007 0.258212 0.2526 0.258212 0.251691 0.158719 0.390684 0.4045 0.13692 0.282287 0.294026 0.295397 0.295397 0.28634 0.294989 0.413324 0.420055 0.416793 0.411864 0.410237 0.407548 0.379279 0.399851 0.304969 0.33232 0.398441 0.397125 0.403267 0.403621 0.399785 0.272677 0.269262 0.167312 0.176188 0.154803 0.317021 0.240283 0.319597 0.25225 0.31258 0.35308 0.3074 0.388117 0.394217 0.388438 0.383615 0.346134 0.392304 0.311296 0.308801 0.306741 0.313986 0.378166 0.376038 0.378237 0.376945 0.378999 0.363946 0.356393 0.355221 0.364378 0.355848 0.376809 0.309761 0.299259 0.303155 0.299826 0.305431 0.497391 0.491843 1 0.498547 0.421162 0.354772 0.351352 0.356402 0.345487 0.341873 0.318583 0.306169 0.306394 0.316181 0.285778 0.381658 0.405213 0.356453 0.20244 0.200395 0.367471 0.371161 0.351237 0.349436 0.360659 0.367471 0.371161 0.351237 0.349436 0.360659 0.364336 0.285356 0.283598 0.340281 0.321599 0.30832 0.363174 0.402652 0.403119 0.408226 0.407085 0.405271 0.331487 0.324572 0.321933 0.249976 0.237703 0.209726 0.291236 0.289469 0.288857 0.289182 0.28902 0.346128 0.351173 0.335211 0.356606 0.346341 0.40821 0.402892 0.406752 0.405647 0.39713 0.413532 0.415354 0.415164 0.411591 0.415224 0.400346 0.400215 0.401218 0.396503 0.399598 0.241766
0.27908 0.29011 0.274391 0.411774 0.275671 0.273599 0.273412 0.273599 0.270648 0.167279 0.425708 0.437465 0.149467 0.295001 0.312824 0.308604 0.308604 0.305722 0.30955 0.446404 0.451283 0.450378 0.449051 0.445091 0.435748 0.415257 0.43484 0.32658 0.357245 0.439116 0.437382 0.44222 0.438744 0.43459 0.294572 0.285981 0.178824 0.18889 0.166709 0.339255 0.256856 0.33912 0.264344 0.329843 0.391231 0.331056 0.425453 0.418632 0.423942 0.418573 0.378595 0.433749 0.33049 0.331751 0.327309 0.335852 0.412809 0.409607 0.412911 0.410701 0.409591 0.380513 0.381823 0.378599 0.385884 0.375396 0.406855 0.327682 0.319952 0.324319 0.317555 0.322057 0.525646 0.515563 0.53209 1 0.445398 0.382019 0.372376 0.384279 0.381148 0.37384 0.346897 0.334149 0.330985 0.343026 0.313094 0.413792 0.43269 0.385865 0.209464 0.205487 0.399148 0.393277 0.37816 0.379337 0.38565 0.399148 0.393277 0.37816 0.379337 0.38565 0.391353 0.295179 0.307251 0.367128 0.332906 0.318799 0.391525 0.440891 0.440985 0.429587 0.442545 0.443082 0.358384 0.362724 0.34105 0.269667 0.253583 0.227292 0.314882 0.313826 0.313265 0.313848 0.313428 0.378589 0.377979 0.369751 0.378939 0.377517 0.432788 0.442253 0.430574 0.438054 0.432277 0.428331 0.441136 0.445099 0.446627 0.451011 0.438291 0.431639 0.435109 0.43 0.433349 0.268599
0.27561 0.285199 0.270889 0.391996 0.271925 0.265219 0.262319 0.265219 0.265514 0.168266 0.397637 0.410394 0.145912 0.293704 0.296158 0.302161 0.302161 0.288061 0.301759 0.414719 0.42108 0.420202 0.423406 0.420461 0.419542 0.391944 0.411869 0.306679 0.34683 0.420199 0.418613 0.419443 0.422036 0.417634 0.287177 0.276676 0.16799 0.188995 0.16 0.331498 0.247856 0.335142 0.255845 0.329468 0.371757 0.31848 0.406896 0.411904 0.403574 0.396602 0.341833 0.396403 0.311596 0.307409 0.314715 0.312084 0.38989 0.387762 0.388489 0.388609 0.38869 0.359814 0.362554 0.355625 0.363079 0.356577 0.381254 0.306099 0.311302 0.304911 0.303746 0.305822 0.430746 0.441602 0.437959 0.440809 1 0.361985 0.355852 0.361124 0.361409 0.341007 0.327517 0.316367 0.310552 0.326235 0.290629 0.392168 0.415833 0.363392 0.205803 0.201037 0.392724 0.379933 0.372596 0.353604 0.364939 0.392724 0.379933 0.372596 0.353604 0.364939 0.384259 0.294688 0.290376 0.347064 0.320824 0.310378 0.374256 0.418546 0.41446 0.405459 0.415496 0.414302 0.336966 0.350442 0.332455 0.26047 0.242822 0.209775 0.296068 0.296033 0.295576 0.295476 0.295382 0.341826 0.344017 0.340124 0.350818 0.348802 0.424348 0.418167 0.415268 0.423471 0.409596 0.404741 0.427905 0.42263 0.419703 0.414007 0.41888 0.409391 0.422006 0.413708 0.416793 0.255544
0.265384 0.259851 0.265878 0.384774 0.25768 0.252234 0.265131 0.252234 0.250658 0.146494 0.402793 0.410074 0.130959 0.277646 0.29335 0.302867 0.302867 0.279387 0.289222 0.402343 0.400589 0.405672 0.398811 0.398504 0.406668 0.388381 0.399656 0.308493 0.331912 0.408784 0.40702 0.406321 0.407839 0.40274 0.270783 0.259976 0.174352 0.179345 0.158915 0.314543 0.244397 0.316767 0.242648 0.308705 0.36022 0.310284 0.395986 0.393426 0.392845 0.390914 0.325959 0.411271 0.301389 0.314215 0.305163 0.317145 0.388431 0.381466 0.384253 0.384444 0.385394 0.365299 0.375582 0.357534 0.360722 0.367767 0.377349 0.301551 0.294498 0.294914 0.296237 0.295557 0.370414 0.375913 0.367239 0.376999 0.362011 1 0.392876 0.388103 0.387753 0.373664 0.328075 0.316348 0.320364 0.327754 0.292453 0.387274 0.393498 0.848838 0.194931 0.193588 0.391766 0.376066 0.366104 0.362306 0.351445 0.391766 0.376066 0.366104 0.362306 0.351445 0.382462 0.288551 0.282526 0.346606 0.30997 0.305131 0.363198 0.400025 0.396265 0.385857 0.394858 0.397557 0.326654 0.332573 0.321919 0.258836 0.233136 0.225209 0.297277 0.296117 0.295834 0.296343 0.295764 0.325964 0.335436 0.333159 0.334889 0.335422 0.404442 0.402975 0.395425 0.395229 0.393105 0.388891 0.395729 0.401286 0.40163 0.403584 0.39746 0.394 0.396021 0.396374 0.395007 0.246868
0.263766 0.263564 0.267634 0.375583 0.25846 0.25221 0.266805 0.25221 0.250504 0.153849 0.391501 0.410519 0.124491 0.269565 0.289552 0.291815 0.291815 0.283575 0.289424 0.390765 0.403182 0.398379 0.397957 0.39532 0.400369 0.375559 0.397751 0.298421 0.325118 0.394798 0.397104 0.396282 0.397019 0.395699 0.270515 0.251363 0.168048 0.17822 0.155023 0.313749 0.245901 0.311898 0.250473 0.303349 0.366197 0.306472 0.385063 0.377083 0.398119 0.389396 0.331612 0.403498 0.302343 0.302787 0.299194 0.30616 0.377829 0.376678 0.375407 0.37769 0.375009 0.358912 0.356101 0.340349 0.367189 0.35439 0.371804 0.302073 0.291686 0.287773 0.291051 0.295545 0.372868 0.370099 0.365201 0.362174 0.355004 0.392791 1 0.387581 0.376748 0.374106 0.316104 0.313926 0.308422 0.316737 0.279023 0.375862 0.392748 0.390897 0.194822 0.196102 0.389759 0.374462 0.358453 0.360399 0.354285 0.389759 0.374462 0.358453 0.360399 0.354285 0.37014 0.28145 0.279234 0.337759 0.315301 0.299745 0.361967 0.398824 0.388617 0.372245 0.395631 0.397224 0.323211 0.32993 0.321444 0.25474 0.233596 0.221268 0.29213 0.291341 0.290678 0.291617 0.291046 0.331612 0.337165 0.331025 0.335378 0.335783 0.404021 0.394218 0.389188 0.401994 0.385743 0.388793 0.393115 0.39509 0.400376 0.392793 0.387053 0.383748 0.384365 0.38728 0.38709 0.243645
0.284832 0.279347 0.279232 0.395785 0.27318 0.268896 0.27878 0.268896 0.263939 0.15744 0.400229 0.428082 0.135865 0.287174 0.310884 0.313213 0.313213 0.297754 0.306966 0.409934 0.412926 0.415112 0.413468 0.40823 0.404985 0.396377 0.402222 0.323505 0.350143 0.40832 0.4078 0.408605 0.410218 0.40358 0.284335 0.270928 0.180461 0.187527 0.166617 0.329865 0.247636 0.326326 0.255694 0.324613 0.376536 0.322452 0.409221 0.408705 0.423764 0.410491 0.350503 0.417361 0.31932 0.327861 0.316786 0.33173 0.394382 0.394348 0.394935 0.391578 0.395656 0.366714 0.374406 0.36727 0.371557 0.373936 0.389596 0.318045 0.310008 0.314191 0.309276 0.319377 0.389972 0.39983 0.391503 0.39696 0.381666 0.405976 0.407836 1 0.396187 0.400639 0.33091 0.329462 0.325152 0.329341 0.307849 0.400989 0.3949 0.405461 0.209829 0.207016 0.403469 0.392607 0.385192 0.380644 0.384337 0.403469 0.392607 0.385192 0.380644 0.384337 0.396849 0.302332 0.304385 0.353849 0.327362 0.321961 0.373112 0.411793 0.415671 0.398486 0.408706 0.407556 0.347618 0.351703 0.335661 0.279891 0.253017 0.219625 0.318647 0.318789 0.317852 0.319082 0.318291 0.350509 0.350338 0.350282 0.354153 0.356388 0.405399 0.404226 0.396928 0.41233 0.399834 0.408832 0.419236 0.420083 0.413634 0.414101 0.409138 0.400231 0.407534 0.405426 0.406927 0.266484
0.264138 0.273833 0.273735 0.388906 0.262859 0.261115 0.268089 0.261115 0.256493 0.151818 0.394361 0.406035 0.131075 0.28703 0.293772 0.304128 0.304128 0.29315 0.295724 0.40679 0.410654 0.409492 0.40935 0.406173 0.402466 0.390821 0.396877 0.313184 0.337781 0.409689 0.406119 0.4059 0.406749 0.402988 0.282794 0.267918 0.173177 0.18222 0.164734 0.323348 0.247052 0.318359 0.25026 0.310409 0.368247 0.311483 0.404603 0.394725 0.394831 0.400719 0.340682 0.411825 0.30717 0.318472 0.315971 0.320336 0.384976 0.387698 0.387492 0.387867 0.389131 0.359154 0.363998 0.354405 0.356567 0.357253 0.38462 0.309383 0.316958 0.302056 0.302933 0.304981 0.371151 0.385159 0.3706 0.383854 0.365645 0.39055 0.388337 0.385766 1 0.381125 0.32794 0.309584 0.340154 0.324304 0.295324 0.392276 0.396124 0.392218 0.205539 0.203209 0.395889 0.377248 0.377018 0.37558 0.366456 0.395889 0.377248 0.377018 0.37558 0.366456 0.384095 0.292453 0.287679 0.347389 0.318947 0.312085 0.371317 0.403529 0.399928 0.387059 0.400221 0.407998 0.329153 0.336399 0.320379 0.258522 0.238342 0.22751 0.299597 0.300369 0.299481 0.299779 0.30019 0.340682 0.338019 0.331361 0.33707 0.34009 0.401108 0.401586 0.396503 0.404737 0.394659 0.395156 0.396164 0.410106 0.404107 0.399207 0.404869 0.393604 0.404433 0.402093 0.402508 0.251365
0.280019 0.280605 0.282139 0.377769 0.262335 0.265823 0.281603 0.265823 0.263163 0.154212 0.384043 0.401932 0.134347 0.285126 0.299432 0.30546 0.30546 0.292816 0.299908 0.392593 0.395918 0.396375 0.394372 0.392528 0.399653 0.379081 0.39095 0.313715 0.332287 0.398961 0.398801 0.396982 0.396689 0.389352 0.284658 0.272236 0.188266 0.191221 0.173431 0.33042 0.249881 0.328693 0.261054 0.320925 0.355783 0.320115 0.387297 0.390541 0.394906 0.395485 0.3475 0.40346 0.312332 0.316392 0.307794 0.317311 0.38061 0.38002 0.380429 0.378625 0.381393 0.353474 0.363361 0.352918 0.364308 0.354637 0.373963 0.310117 0.306273 0.312317 0.304651 0.305455 0.374895 0.373611 0.371696 0.379509 0.357136 0.384778 0.387297 0.396685 0.38884 1 0.3216 0.329887 0.322804 0.317495 0.29625 0.381964 0.389751 0.383808 0.206818 0.207885 0.383598 0.364577 0.359316 0.360964 0.35441 0.383598 0.364577 0.359316 0.360964 0.35441 0.383315 0.296318 0.293097 0.347238 0.315195 0.307361 0.359359 0.412539 0.400676 0.382882 0.405171 0.402072 0.335344 0.332052 0.328114 0.264952 0.249757 0.221865 0.304516 0.303198 0.303022 0.303137 0.303143 0.347493 0.344066 0.340089 0.341125 0.345546 0.400994 0.402357 0.392638 0.394846 0.389476 0.389351 0.402112 0.401525 0.410001 0.402567 0.396022 0.394796 0.396892 0.399203 0.395152 0.263446
0.230202 0.223651 0.220262 0.322123 0.218539 0.221136 0.22092 0.221136 0.215214 0.128622 0.342705 0.341349 0.107185 0.228724 0.259556 0.24873 0.24873 0.237747 0.250409 0.345369 0.336635 0.338946 0.341687 0.336967 0.347558 0.319999 0.365187 0.257053 0.280475 0.340299 0.336902 0.341146 0.338235 0.337433 0.223093 0.223396 0.132451 0.143503 0.12275 0.270587 0.199363 0.268334 0.202999 0.26506 0.306148 0.257409 0.327783 0.3314 0.322112 0.328351 0.283573 0.319147 0.271617 0.263725 0.255649 0.260122 0.320847 0.320125 0.322113 0.321732 0.318311 0.313989 0.317897 0.310755 0.317298 0.327816 0.314318 0.253981 0.246831 0.257975 0.253002 0.255644 0.314661 0.316942 0.311514 0.312613 0.297133 0.29209 0.290757 0.286979 0.290194 0.281795 1 0.326083 0.339056 0.353845 0.300082 0.321722 0.345891 0.293733 0.171403 0.166168 0.307252 0.306645 0.296703 0.289186 0.291762 0.307252 0.306645 0.296703 0.289186 0.291762 0.308828 0.239709 0.227775 0.287346 0.267655 0.26379 0.314502 0.330232 0.328029 0.321054 0.327056 0.330335 0.282821 0.274979 0.267499 0.210438 0.199434 0.195591 0.255501 0.253791 0.253709 0.253554 0.25346 0.283573 0.274692 0.276534 0.28279 0.281267 0.349816 0.358187 0.34507 0.352479 0.365218 0.32175 0.343776 0.326428 0.334017 0.331325 0.361471 0.358435 0.356369 0.357358 0.358085 0.195137
0.209827 0.205796 0.206071 0.288563 0.205867 0.20891 0.20918 0.20891 0.194652 0.110565 0.293523 0.300898 0.0940541 0.208369 0.235315 0.228521 0.228521 0.209936 0.232941 0.302903 0.303061 0.298279 0.301986 0.298049 0.308471 0.291203 0.298834 0.241157 0.251334 0.29978 0.299818 0.299466 0.299894 0.297539 0.203228 0.203252 0.12497 0.134369 0.117673 0.237239 0.186519 0.237787 0.193555 0.237864 0.269993 0.236546 0.286493 0.292796 0.288858 0.290855 0.262471 0.285379 0.24452 0.244357 0.241275 0.24187 0.288063 0.285305 0.289106 0.287575 0.286916 0.274535 0.281897 0.273116 0.283844 0.272017 0.285467 0.230006 0.225698 0.227189 0.228788 0.231127 0.284129 0.285654 0.282332 0.284588 0.276363 0.27168 0.273494 0.266421 0.264184 0.274294 0.311796 1 0.302473 0.304143 0.274909 0.287728 0.297558 0.274297 0.154387 0.151291 0.283401 0.279147 0.269168 0.267147 0.263113 0.283401 0.279147 0.269168 0.267147 0.263113 0.281037 0.222539 0.20707 0.253192 0.240784 0.24586 0.275562 0.29827 0.296311 0.279241 0.29759 0.293224 0.2537 0.24609 0.243098 0.201183 0.183721 0.173407 0.23077 0.229934 0.229996 0.229839 0.229854 0.26247 0.257437 0.254509 0.26625 0.260607 0.305017 0.315438 0.295634 0.305231 0.297629 0.295694 0.299596 0.295461 0.299279 0.29518 0.306372 0.302505 0.304779 0.302639 0.300971 0.185828
0.216878 0.216463 0.210322 0.30106 0.208331 0.204588 0.213539 0.204588 0.195753 0.11506 0.305878 0.311287 0.0938877 0.211527 0.237485 0.238904 0.238904 0.217402 0.23324 0.321721 0.318722 0.318217 0.320745 0.317134 0.313157 0.297332 0.314055 0.237381 0.261383 0.312806 0.31327 0.311632 0.312668 0.307227 0.205087 0.203998 0.124195 0.13308 0.115737 0.244731 0.195066 0.245196 0.19225 0.242905 0.283075 0.238024 0.29832 0.300883 0.295268 0.303866 0.258771 0.300101 0.243107 0.242029 0.242885 0.245845 0.298672 0.298725 0.302366 0.299589 0.297706 0.28865 0.288373 0.279955 0.290579 0.295317 0.297605 0.234107 0.233061 0.241415 0.233608 0.235366 0.297908 0.288313 0.283907 0.287527 0.268826 0.27984 0.278622 0.269336 0.293756 0.272267 0.328016 0.310851 1 0.312952 0.285159 0.30127 0.30801 0.280423 0.164658 0.159136 0.286937 0.287464 0.27636 0.275629 0.274212 0.286937 0.287464 0.27636 0.275629 0.274212 0.290706 0.224584 0.215797 0.258548 0.248142 0.243631 0.283655 0.309502 0.305942 0.29234 0.305822 0.300542 0.262846 0.247555 0.249986 0.201695 0.185621 0.186967 0.226816 0.226346 0.226424 0.226849 0.226415 0.258771 0.261917 0.261743 0.263172 0.266272 0.312972 0.311852 0.307235 0.314435 0.314545 0.301894 0.307983 0.305077 0.305577 0.30754 0.318191 0.313633 0.313993 0.315656 0.313514 0.188245
0.2115 0.209011 0.214555 0.309426 0.210198 0.214011 0.218175 0.214011 0.201118 0.120867 0.318705 0.325775 0.0998494 0.212398 0.237288 0.240883 0.240883 0.221216 0.22986 0.326651 0.324003 0.326576 0.328035 0.322515 0.343669 0.305606 0.335314 0.244493 0.270066 0.327569 0.327308 0.330295 0.328103 0.328374 0.211585 0.211299 0.129853 0.136487 0.116794 0.259726 0.192526 0.257916 0.198559 0.257734 0.282553 0.244158 0.310016 0.309502 0.304761 0.304179 0.265747 0.302229 0.243359 0.249689 0.242759 0.249239 0.306455 0.308779 0.30985 0.310837 0.308786 0.301973 0.298098 0.290757 0.302541 0.297776 0.304491 0.238839 0.23857 0.245219 0.238164 0.240205 0.301216 0.291483 0.288476 0.294265 0.281883 0.287518 0.282421 0.275048 0.277395 0.265758 0.340075 0.308009 0.313957 1 0.292706 0.308624 0.352434 0.291041 0.161731 0.155287 0.30519 0.290404 0.282119 0.285911 0.282682 0.30519 0.290404 0.282119 0.285911 0.282682 0.295917 0.229298 0.219579 0.264673 0.254359 0.247177 0.29619 0.320911 0.315451 0.309225 0.311881 0.309667 0.273314 0.261764 0.257999 0.204667 0.189489 0.186433 0.237504 0.238394 0.237732 0.238018 0.237975 0.265752 0.265718 0.262049 0.267214 0.262913 0.34459 0.341644 0.352547 0.34052 0.334515 0.307087 0.322942 0.314376 0.315999 0.31584 0.334698 0.335415 0.332435 0.335459 0.333198 0.187576
0.212362 0.214457 0.205535 0.282827 0.200704 0.205748 0.221102 0.205748 0.194933 0.11452 0.289351 0.291027 0.0952499 0.219554 0.23692 0.238768 0.238768 0.216647 0.229929 0.294095 0.289202 0.29321 0.294155 0.28875 0.281018 0.280973 0.287413 0.252824 0.247569 0.290871 0.289467 0.289306 0.291419 0.286567 0.207498 0.20731 0.145771 0.150176 0.134972 0.246932 0.192051 0.252672 0.193615 0.240859 0.259845 0.235056 0.278574 0.280833 0.276185 0.276302 0.260754 0.285457 0.243025 0.257572 0.248831 0.262473 0.282782 0.283005 0.280425 0.279319 0.281631 0.272987 0.269852 0.271905 0.27296 0.27157 0.279443 0.232693 0.229128 0.234854 0.238683 0.231677 0.273712 0.268836 0.27266 0.27671 0.260126 0.261369 0.253848 0.261497 0.257927 0.249927 0.295129 0.284168 0.292004 0.299891 1 0.283246 0.281455 0.265558 0.164025 0.158988 0.267187 0.25929 0.254429 0.256942 0.261588 0.267187 0.25929 0.254429 0.256942 0.261588 0.26497 0.221896 0.209036 0.246076 0.240893 0.241032 0.273685 0.281117 0.279965 0.277342 0.284426 0.283778 0.25169 0.243304 0.242613 0.204604 0.189128 0.172463 0.232382 0.230617 0.230423 0.231517 0.230589 0.260753 0.25794 0.251824 0.259471 0.258587 0.284784 0.283816 0.282287 0.292143 0.290466 0.281582 0.288168 0.277094 0.287619 0.283359 0.293232 0.290863 0.29103 0.291716 0.294507 0.188859
0.264384 0.268164 0.274845 0.877998 0.263533 0.260956 0.264175 0.260956 0.256065 0.152616 0.436986 0.442395 0.135013 0.283666 0.302274 0.304773 0.304773 0.290946 0.303086 0.453946 0.452762 0.449091 0.44911 0.451583 0.445553 0.831248 0.433487 0.312153 0.35034 0.469677 0.463589 0.468603 0.469218 0.468897 0.285854 0.267974 0.168759 0.181595 0.160933 0.335257 0.255269 0.337471 0.260522 0.322965 0.386196 0.323671 0.413038 0.42595 0.41545 0.426221 0.350976 0.440806 0.315518 0.315333 0.315321 0.31611 0.793194 0.79443 0.796825 0.801532 0.794241 0.492474 0.507782 0.495988 0.497849 0.5203 0.76294 0.308096 0.311475 0.313741 0.3107 0.310691 0.399637 0.39932 0.389188 0.393962 0.383236 0.382957 0.370398 0.376177 0.381542 0.359205 0.345294 0.325722 0.337823 0.345472 0.305001 1 0.437666 0.390871 0.203064 0.199567 0.424113 0.401846 0.392611 0.383342 0.390397 0.424113 0.401846 0.392611 0.383342 0.390397 0.400804 0.309054 0.299268 0.360494 0.333201 0.313872 0.393688 0.452518 0.437354 0.419174 0.45155 0.45059 0.349417 0.334393 0.330883 0.268293 0.247799 0.277739 0.312451 0.311762 0.310448 0.311308 0.311218 0.350969 0.355498 0.351618 0.35795 0.355719 0.449662 0.44696 0.435387 0.442383 0.430598 0.444893 0.444552 0.433763 0.432781 0.437299 0.442182 0.440417 0.439907 0.448217 0.443081 0.259043
0.245684 0.248051 0.254321 0.416846 0.247746 0.254483 0.265211 0.254483 0.241375 0.155277 0.433514 0.446859 0.127679 0.26331 0.282742 0.290009 0.290009 0.27656 0.287471 0.442342 0.437042 0.444822 0.446623 0.439969 0.513376 0.418754 0.515223 0.299404 0.337587 0.456873 0.456403 0.461079 0.457651 0.454558 0.269136 0.261357 0.13755 0.150048 0.127605 0.317053 0.232441 0.317815 0.235321 0.308426 0.361262 0.298566 0.429224 0.430968 0.41961 0.415053 0.34385 0.416958 0.3037 0.303529 0.29686 0.308261 0.412359 0.41578 0.415528 0.413038 0.41493 0.383907 0.388801 0.37759 0.39076 0.387989 0.404008 0.301541 0.304607 0.301272 0.300385 0.295752 0.400342 0.402836 0.395098 0.399406 0.387145 0.368932 0.361476 0.345728 0.360298 0.35051 0.348348 0.310647 0.320438 0.368987 0.288689 0.416998 1 0.372259 0.190605 0.184729 0.40403 0.387559 0.369009 0.367133 0.366883 0.40403 0.387559 0.369009 0.367133 0.366883 0.389737 0.283864 0.278551 0.343058 0.31641 0.305017 0.380722 0.451193 0.431454 0.428478 0.437885 0.434684 0.328534 0.333635 0.316162 0.250119 0.225205 0.244606 0.283649 0.281852 0.281807 0.281509 0.281878 0.343844 0.339197 0.337746 0.350544 0.344854 0.516248 0.53256 0.902225 0.540198 0.508835 0.420563 0.460821 0.437257 0.445621 0.443338 0.523287 0.526559 0.520038 0.519556 0.522741 0.236007
