C1904TS003_1 C1904TS003_2 C1904TS003_3 C1904TS044_1 C1904TS066_1 C1904TS067_1 C1904TS067_2 C1904TS067_3 C1904TS067_4 C1904TS067_5 C1904TS087_1 C1904TS087_2 C1904TS102_1 C1904TS103_1 C1904TS123_1 C1904TS123_2 C1904TS123_3 C1904TS123_4 C1904TS123_5 C1904TS131_1 C1904TS131_2 C1904TS131_3 C1904TS131_4 C1904TS131_5 C1904TS152_1 C1904TS152_2 C1904TS152_3 C1904TS152_4 C1904TS152_5 C1904TS156_1 C1904TS156_2 C1904TS156_3 C1904TS156_4 C1904TS156_5 C1904TS158_1 C1904TS158_2 C1904TS158_3 C1904TS158_4 C1904TS158_5 C1904TS182_1 C1904TS182_2 C1904TS182_3 C1904TS182_4 C1904TS182_5 C1904TS196_1 C1904TS200_1 C1904TS210_1 C1904TS210_2 C1904TS210_3 C1904TS210_4 C1904TS210_5 C1904TS211_1 C1904TS211_2 C1904TS211_3 C1904TS211_4 C1904TS211_5 C1904TS213_1 C1904TS213_2 C1904TS213_3 C1904TS213_4 C1904TS213_5 C1904TS215_1 C1904TS215_2 C1904TS215_3 C1904TS215_4 C1904TS215_5 C1904TS228_1 C1904TS230_1 C1904TS230_2 C1904TS230_3 C1904TS230_4 C1904TS230_5 C1904TS240_1 C1904TS240_2 C1904TS240_3 C1904TS240_4 C1904TS240_5 C1904TS247_1 C1904TS247_2 C1904TS247_3 C1904TS247_4 C1904TS247_5 C1904TS258_1 C1904TS258_2 C1904TS258_3 C1904TS258_4 C1904TS258_5 C1904TS273_1 C1904TS273_2 C1904TS273_3 C1904TS273_4 C1904TS273_5 C1904TS278_1 C1904TS278_2 C1904TS278_3 C1904TS278_4 C1904TS278_5 C1904TS299_1 C1904TS299_2 C1904TS299_3 C1904TS299_4 C1904TS299_5 C1904TS309_1 C1904TS309_2 C1904TS309_3 C1904TS309_4 C1904TS309_5 C1904TS347_1 C1904TS359_1 C1904TS369_1 C1904TS369_2 C1904TS369_3 C1904TS369_4 C1904TS369_5 C1904TS389_1 C1904TS389_2 C1904TS389_3 C1904TS389_4 C1904TS389_5 C1904TS401_1 C1904TS404_1 C1904TS404_2 C1904TS404_3 C1904TS404_4 C1904TS404_5 C1904TS405_1 C1904TS405_2 C1904TS405_3 C1904TS405_4 C1904TS405_5 C1904TS413_1 C1904TS413_2 C1904TS413_3 C1904TS413_4 C1904TS413_5 C1904TS414_1 C1904TS414_2 C1904TS414_3 C1904TS414_4 C1904TS414_5 C1904TS438_1 C1904TS438_2 C1904TS438_3 C1904TS438_4 C1904TS438_5 C1904TS490_1
0.296112 0.284488 0.282822 0.323202 0.263183 0.278941 0.283897 0.278941 0.288279 0.17447 0.322415 0.339083 0.154252 0.302146 0.310605 0.304344 0.304344 0.296212 0.301004 0.333735 0.333327 0.34467 0.332719 0.33748 0.333412 0.327595 0.331051 0.310854 0.32344 0.335243 0.333778 0.333756 0.331645 0.330254 0.313215 1 0.22378 0.237921 0.220929 0.303959 0.256368 0.304417 0.255096 0.298671 0.317548 0.292592 0.318137 0.320727 0.322135 0.314538 0.30596 0.335602 0.306203 0.312097 0.30247 0.309905 0.322027 0.321505 0.324065 0.323726 0.325044 0.30443 0.306721 0.307477 0.300808 0.302626 0.316197 0.30045 0.309425 0.309088 0.302124 0.297895 0.317932 0.324934 0.32665 0.327986 0.322593 0.313886 0.303292 0.310225 0.316042 0.306214 0.290377 0.280831 0.279171 0.28819 0.27338 0.325891 0.332876 0.317639 0.216204 0.21715 0.317397 0.303485 0.307442 0.302861 0.31353 0.317397 0.303485 0.307442 0.302861 0.31353 0.315694 0.265842 0.278459 0.300208 0.297396 0.300666 0.307405 0.331176 0.329244 0.318886 0.331662 0.321463 0.318803 0.321963 0.308622 0.283932 0.278715 0.156864 0.310549 0.311012 0.311015 0.31147 0.311148 0.305953 0.297562 0.292741 0.305557 0.305753 0.333755 0.337948 0.330075 0.335469 0.333202 0.333333 0.340719 0.339283 0.340795 0.343639 0.34088 0.334607 0.337951 0.337408 0.339485 0.291625
0.435303 0.430619 0.440811 0.404585 0.378906 0.37374 0.392982 0.37374 0.382951 0.212939 0.388715 0.392759 0.189053 0.413059 0.384539 0.391826 0.391826 0.409411 0.394761 0.39371 0.397859 0.399365 0.389799 0.394181 0.388145 0.413525 0.379067 0.405594 0.416669 0.38587 0.388463 0.385549 0.386222 0.381661 0.413707 0.418857 1 0.578179 0.603765 0.39956 0.383177 0.402538 0.392209 0.393968 0.409868 0.399964 0.376927 0.382093 0.38752 0.38823 0.383426 0.421134 0.406075 0.397279 0.392023 0.398556 0.403635 0.403876 0.404129 0.404618 0.405551 0.395341 0.386962 0.387127 0.386899 0.392387 0.397192 0.368401 0.367245 0.374332 0.382088 0.377184 0.403827 0.413276 0.41549 0.419184 0.415945 0.414687 0.409979 0.415144 0.405502 0.417696 0.379473 0.37106 0.373397 0.374861 0.391876 0.412399 0.380361 0.421284 0.336506 0.34963 0.403311 0.386532 0.422135 0.419138 0.42151 0.403311 0.386532 0.422135 0.419138 0.42151 0.396603 0.365444 0.403658 0.425643 0.386079 0.363233 0.393015 0.399095 0.390102 0.41354 0.390828 0.392357 0.403367 0.403592 0.398585 0.401383 0.43914 0.219567 0.434392 0.435949 0.435919 0.434517 0.435885 0.383425 0.385971 0.376863 0.378862 0.384318 0.389807 0.383692 0.378071 0.378543 0.379743 0.3973 0.403446 0.410719 0.410762 0.409284 0.387807 0.389738 0.387359 0.387351 0.38356 0.455324
0.36853 0.363942 0.36311 0.350095 0.334566 0.324242 0.349589 0.324242 0.322657 0.19173 0.339702 0.339297 0.171038 0.348097 0.347031 0.340146 0.340146 0.341883 0.346737 0.345581 0.347922 0.346844 0.341812 0.345492 0.341931 0.355172 0.331421 0.344476 0.360169 0.339963 0.339635 0.337637 0.337771 0.334482 0.351045 0.370016 0.500638 1 0.48702 0.349715 0.324532 0.344613 0.325461 0.341905 0.340959 0.34769 0.327245 0.337751 0.335417 0.335732 0.336941 0.362315 0.348815 0.334677 0.338382 0.342035 0.349493 0.346935 0.349053 0.350498 0.353486 0.338167 0.330648 0.340662 0.341832 0.340074 0.344538 0.319902 0.322218 0.330393 0.333206 0.329755 0.350376 0.357013 0.354051 0.362657 0.36506 0.352271 0.342968 0.355471 0.345426 0.35518 0.325982 0.3131 0.315053 0.322616 0.327319 0.356378 0.329888 0.358789 0.284444 0.292406 0.349661 0.337419 0.359642 0.359277 0.35932 0.349661 0.337419 0.359642 0.359277 0.35932 0.341729 0.312142 0.347407 0.365458 0.339226 0.322373 0.337665 0.347026 0.338533 0.356077 0.339888 0.339563 0.349088 0.34919 0.335364 0.345849 0.385412 0.176633 0.367122 0.36662 0.365508 0.365011 0.365851 0.33694 0.34259 0.327224 0.333765 0.336765 0.342774 0.336284 0.327404 0.33561 0.33483 0.338836 0.346014 0.351758 0.346002 0.349741 0.340262 0.345843 0.341771 0.338325 0.339751 0.382597
0.450961 0.441918 0.454076 0.406226 0.391115 0.37532 0.400825 0.37532 0.394244 0.215497 0.399035 0.400916 0.190352 0.414181 0.405666 0.407893 0.407893 0.41363 0.401888 0.392123 0.402241 0.400886 0.391851 0.394214 0.385256 0.416858 0.381832 0.409738 0.41573 0.387729 0.390652 0.387636 0.388169 0.382916 0.428124 0.434758 0.624519 0.582508 1 0.405009 0.401284 0.402783 0.405661 0.39968 0.403273 0.407905 0.374916 0.386507 0.394271 0.384134 0.386063 0.423092 0.412106 0.400105 0.395226 0.400219 0.40268 0.401954 0.403049 0.404853 0.404693 0.39481 0.392898 0.393855 0.385304 0.400247 0.398077 0.379083 0.374304 0.381656 0.384312 0.390533 0.403493 0.414134 0.417545 0.420662 0.414847 0.413 0.403301 0.410884 0.41035 0.420314 0.378911 0.366287 0.370917 0.369335 0.385111 0.416321 0.384802 0.421158 0.349924 0.364814 0.409581 0.390428 0.431966 0.425523 0.424488 0.409581 0.390428 0.431966 0.425523 0.424488 0.394776 0.375052 0.420505 0.42882 0.3932 0.367007 0.400424 0.398733 0.393341 0.410028 0.395962 0.396543 0.405155 0.404792 0.402421 0.414502 0.446736 0.220416 0.443993 0.445138 0.44507 0.443336 0.44546 0.386062 0.389645 0.379386 0.380137 0.38468 0.387305 0.380494 0.381504 0.38119 0.38306 0.395715 0.407963 0.412131 0.411792 0.411247 0.391125 0.396234 0.39239 0.389004 0.386958 0.468744
0.262967 0.256406 0.262481 0.345481 0.245258 0.252263 0.260382 0.252263 0.25049 0.145247 0.345405 0.354633 0.133993 0.28259 0.284875 0.281184 0.281184 0.268735 0.279235 0.35101 0.345315 0.351883 0.349068 0.350979 0.353072 0.348591 0.350414 0.287896 0.314903 0.35241 0.354944 0.351564 0.350622 0.350902 0.268417 0.261608 0.163474 0.184106 0.161514 1 0.247958 0.766197 0.253354 0.66865 0.31283 0.300952 0.343219 0.342593 0.340968 0.334911 0.310087 0.348961 0.292923 0.287888 0.288292 0.290155 0.343755 0.344355 0.344413 0.345184 0.342425 0.32928 0.326561 0.328716 0.324016 0.329351 0.34118 0.287073 0.294652 0.291894 0.291674 0.297006 0.333355 0.329469 0.332715 0.331538 0.329499 0.321983 0.316635 0.322772 0.319949 0.313594 0.294099 0.278869 0.284894 0.296922 0.280155 0.346123 0.342106 0.324523 0.198058 0.197439 0.338148 0.327659 0.324556 0.319568 0.321075 0.338148 0.327659 0.324556 0.319568 0.321075 0.32834 0.271254 0.26727 0.309616 0.300471 0.29295 0.319824 0.361729 0.351992 0.340746 0.355882 0.353077 0.317178 0.311408 0.312043 0.252408 0.237576 0.190833 0.28888 0.287834 0.287078 0.287749 0.287568 0.310081 0.303353 0.31001 0.307581 0.309643 0.351741 0.349618 0.341445 0.352982 0.353672 0.349516 0.357331 0.358878 0.355584 0.364862 0.355924 0.350321 0.351421 0.35183 0.355281 0.245945
0.239764 0.235624 0.244579 0.271273 0.227277 0.230707 0.229076 0.230707 0.226216 0.122665 0.266387 0.268222 0.105397 0.240474 0.255677 0.255625 0.255625 0.245097 0.24717 0.27901 0.276722 0.277581 0.27234 0.27194 0.268891 0.272828 0.270698 0.246049 0.252799 0.264595 0.266464 0.264482 0.265678 0.266455 0.238955 0.224628 0.182605 0.179088 0.178932 0.25768 1 0.256177 0.471917 0.255973 0.262209 0.252192 0.264328 0.263633 0.270581 0.263261 0.257975 0.271739 0.260872 0.242508 0.240208 0.244442 0.264854 0.267428 0.267713 0.266289 0.269063 0.260644 0.259796 0.255831 0.262045 0.259106 0.262136 0.241579 0.240669 0.236729 0.237526 0.236478 0.265449 0.269058 0.265247 0.264982 0.258917 0.260496 0.268179 0.256563 0.256716 0.256862 0.240825 0.236813 0.247991 0.241901 0.233823 0.274194 0.268981 0.265539 0.189183 0.189278 0.265683 0.251379 0.264973 0.260277 0.26162 0.265683 0.251379 0.264973 0.260277 0.26162 0.260373 0.233222 0.234752 0.260037 0.242656 0.256102 0.258638 0.267309 0.266898 0.265186 0.266063 0.267579 0.251484 0.244249 0.251307 0.226912 0.226162 0.153316 0.238045 0.236472 0.236404 0.236927 0.236281 0.257974 0.257601 0.255763 0.258883 0.261526 0.269563 0.263204 0.268866 0.259089 0.266892 0.277319 0.283129 0.279452 0.270976 0.273753 0.2634 0.267605 0.261149 0.265515 0.262516 0.209239
0.26066 0.254344 0.259647 0.344766 0.24151 0.246971 0.255544 0.246971 0.247746 0.146178 0.344406 0.348948 0.131535 0.277717 0.280999 0.280604 0.280604 0.270018 0.274313 0.348877 0.33838 0.347812 0.344039 0.347639 0.350053 0.345249 0.349588 0.288721 0.31107 0.348793 0.352073 0.348847 0.348858 0.347767 0.265512 0.259335 0.16454 0.175073 0.15717 0.756654 0.24292 1 0.25004 0.620682 0.305116 0.294326 0.342325 0.343171 0.337183 0.336285 0.31019 0.345765 0.292862 0.289758 0.293479 0.291171 0.344215 0.34601 0.346534 0.344987 0.344064 0.327936 0.325951 0.328456 0.326292 0.330426 0.341764 0.285473 0.288624 0.289418 0.28838 0.28983 0.330745 0.328336 0.333547 0.327553 0.326529 0.320581 0.312128 0.315254 0.313236 0.309582 0.287673 0.276283 0.280866 0.289503 0.277186 0.344831 0.341191 0.321724 0.194812 0.193348 0.336483 0.329256 0.319586 0.312566 0.319478 0.336483 0.329256 0.319586 0.312566 0.319478 0.330696 0.270917 0.26247 0.305171 0.299082 0.288652 0.321771 0.359287 0.354208 0.338889 0.35144 0.351444 0.312095 0.304287 0.307754 0.252113 0.234662 0.1893 0.283994 0.283169 0.282097 0.282877 0.282809 0.31019 0.303655 0.308519 0.309079 0.307816 0.349507 0.352019 0.340368 0.347842 0.35119 0.350968 0.355096 0.351825 0.35184 0.356491 0.349859 0.347226 0.34478 0.348505 0.350264 0.244857
0.248843 0.241299 0.246779 0.277265 0.227945 0.239144 0.244549 0.239144 0.235567 0.129768 0.276044 0.27913 0.107352 0.244556 0.2598 0.259962 0.259962 0.25227 0.250204 0.280935 0.286899 0.282402 0.281109 0.275208 0.281426 0.281562 0.275784 0.245355 0.255493 0.271541 0.272539 0.271283 0.269071 0.273159 0.234859 0.23185 0.189778 0.186391 0.181998 0.263096 0.479974 0.264285 1 0.261613 0.260555 0.252823 0.271335 0.272159 0.271992 0.273277 0.266587 0.279394 0.270237 0.243535 0.242364 0.242883 0.272631 0.273286 0.272383 0.273243 0.274097 0.268056 0.268428 0.263175 0.277211 0.264302 0.270141 0.243766 0.248222 0.244752 0.243613 0.242069 0.276128 0.272331 0.277363 0.27463 0.269921 0.266995 0.271013 0.266857 0.261915 0.265634 0.24783 0.249312 0.248455 0.251193 0.235846 0.279939 0.273082 0.269257 0.19375 0.194405 0.271296 0.264382 0.264917 0.267969 0.262517 0.271296 0.264382 0.264917 0.267969 0.262517 0.26432 0.239389 0.240065 0.268592 0.249148 0.26359 0.262108 0.277635 0.275645 0.269984 0.27452 0.279126 0.249083 0.247578 0.250677 0.239411 0.23245 0.157049 0.244901 0.245125 0.245118 0.24572 0.245011 0.266587 0.271816 0.270058 0.268388 0.266999 0.28142 0.278648 0.274702 0.2762 0.275259 0.285431 0.283536 0.282678 0.278218 0.28005 0.273662 0.273047 0.27213 0.27369 0.272962 0.215861
0.257932 0.256718 0.253233 0.335797 0.246725 0.250915 0.259565 0.250915 0.254019 0.146712 0.339324 0.345728 0.132543 0.281583 0.280038 0.283238 0.283238 0.267158 0.282105 0.342689 0.338755 0.344356 0.340679 0.3451 0.350471 0.340502 0.343579 0.286419 0.315032 0.341402 0.342986 0.341104 0.34101 0.34053 0.263539 0.257373 0.162754 0.178878 0.162156 0.673963 0.249168 0.633198 0.25252 1 0.312239 0.30639 0.32823 0.335831 0.332553 0.330217 0.303574 0.341695 0.289951 0.2853 0.281785 0.289303 0.333948 0.334916 0.334232 0.334758 0.335868 0.325985 0.323813 0.318129 0.320081 0.324403 0.327503 0.281155 0.283916 0.289352 0.290798 0.291314 0.329948 0.335726 0.33193 0.331823 0.332457 0.313668 0.310594 0.320879 0.312285 0.312203 0.292779 0.285988 0.289492 0.29834 0.273974 0.338845 0.339306 0.318931 0.194309 0.195147 0.331652 0.321665 0.321961 0.312429 0.31446 0.331652 0.321665 0.321961 0.312429 0.31446 0.321038 0.268818 0.26619 0.308051 0.291138 0.291497 0.318854 0.350026 0.347362 0.331378 0.345429 0.342572 0.312535 0.306863 0.309071 0.255714 0.23901 0.183503 0.282111 0.282336 0.282289 0.282586 0.282451 0.303577 0.300466 0.303068 0.304091 0.310538 0.348311 0.347136 0.33976 0.347162 0.348101 0.342272 0.349077 0.349238 0.347876 0.351257 0.345998 0.3455 0.346735 0.34624 0.346356 0.248056
0.256828 0.263237 0.263251 0.385639 0.256613 0.249094 0.255872 0.249094 0.252839 0.15403 0.397924 0.410679 0.130518 0.270733 0.289045 0.292664 0.292664 0.27751 0.274266 0.392977 0.397599 0.395508 0.403387 0.394201 0.396881 0.385157 0.397753 0.300226 0.336906 0.394042 0.393097 0.394095 0.394247 0.391727 0.268065 0.261873 0.170605 0.171807 0.157274 0.30926 0.242221 0.30379 0.239201 0.305524 1 0.304843 0.399005 0.401934 0.387054 0.393828 0.337238 0.387877 0.294565 0.305681 0.302539 0.309556 0.384258 0.383264 0.385036 0.38597 0.386363 0.349574 0.356485 0.349308 0.357966 0.357882 0.38169 0.301756 0.292584 0.301386 0.295476 0.294896 0.363401 0.371563 0.358871 0.369602 0.356085 0.355207 0.356412 0.350003 0.355136 0.340319 0.32404 0.308514 0.31314 0.318062 0.283107 0.386518 0.382358 0.357403 0.202793 0.193539 0.378621 0.369862 0.357845 0.353937 0.35283 0.378621 0.369862 0.357845 0.353937 0.35283 0.376631 0.285432 0.2721 0.329331 0.310691 0.295418 0.377753 0.406603 0.397679 0.387964 0.408449 0.402065 0.331347 0.33506 0.322173 0.256235 0.234065 0.218469 0.294282 0.294358 0.294351 0.293951 0.294272 0.337231 0.336685 0.338693 0.3412 0.330828 0.39968 0.394412 0.383139 0.40344 0.399059 0.384721 0.397113 0.39591 0.386841 0.385418 0.399563 0.395584 0.399526 0.397705 0.399922 0.25589
0.248257 0.245052 0.247084 0.321334 0.245738 0.239427 0.247014 0.239427 0.233076 0.132744 0.330966 0.334392 0.117191 0.25721 0.265127 0.269907 0.269907 0.247398 0.263693 0.325401 0.337554 0.330542 0.330741 0.334332 0.32691 0.323831 0.322351 0.27448 0.292896 0.326964 0.326201 0.327422 0.326121 0.323676 0.253394 0.238158 0.171147 0.183895 0.163441 0.292059 0.236627 0.291465 0.237504 0.295054 0.300719 1 0.3204 0.32407 0.321968 0.317419 0.305174 0.33383 0.272247 0.271575 0.273043 0.274816 0.318164 0.318318 0.318065 0.316646 0.319632 0.304581 0.303647 0.297364 0.308866 0.306243 0.313043 0.274918 0.279864 0.274974 0.26917 0.266038 0.315134 0.320217 0.314546 0.318371 0.313425 0.306562 0.306634 0.307172 0.299083 0.30482 0.283135 0.279401 0.274844 0.283348 0.264539 0.324038 0.317789 0.30493 0.184812 0.182725 0.317253 0.317595 0.313669 0.302402 0.303277 0.317253 0.317595 0.313669 0.302402 0.303277 0.313573 0.267174 0.252753 0.302522 0.28105 0.275847 0.305003 0.324585 0.32554 0.315891 0.327315 0.320931 0.2918 0.288158 0.289004 0.24597 0.226245 0.178192 0.267661 0.266582 0.265665 0.265965 0.266372 0.305174 0.301779 0.288421 0.303839 0.30046 0.324703 0.331522 0.319768 0.331305 0.322916 0.32931 0.33241 0.329892 0.334905 0.328148 0.331016 0.330025 0.32984 0.330536 0.331448 0.222667
0.245202 0.249878 0.250834 0.395374 0.243821 0.243561 0.251687 0.243561 0.236093 0.145724 0.444763 0.459746 0.130331 0.263234 0.282471 0.282761 0.282761 0.267676 0.27549 0.440221 0.440361 0.444622 0.439984 0.436227 0.430826 0.388369 0.441634 0.297798 0.334649 0.425343 0.42038 0.425583 0.422736 0.419806 0.258298 0.246016 0.138345 0.148708 0.12472 0.314029 0.226849 0.314425 0.23423 0.297577 0.379769 0.302174 1 0.498776 0.494574 0.485324 0.342071 0.410517 0.296778 0.306749 0.307872 0.306755 0.392284 0.392721 0.393717 0.38974 0.391599 0.361762 0.36508 0.355957 0.361893 0.362776 0.390114 0.30627 0.300988 0.299277 0.301603 0.30471 0.384815 0.37865 0.377153 0.390316 0.378115 0.368283 0.357676 0.368737 0.371882 0.350724 0.331606 0.303137 0.312318 0.324147 0.281911 0.392721 0.423611 0.368574 0.185747 0.180409 0.412085 0.406448 0.389461 0.367493 0.382857 0.412085 0.406448 0.389461 0.367493 0.382857 0.404629 0.282073 0.273068 0.346198 0.31298 0.294962 0.380668 0.445743 0.436231 0.415431 0.442173 0.441383 0.333511 0.325855 0.320418 0.241269 0.216861 0.219982 0.281902 0.279948 0.280005 0.279697 0.280117 0.342077 0.343054 0.338682 0.34351 0.340098 0.435433 0.430265 0.424068 0.433895 0.440172 0.408241 0.433275 0.419746 0.43187 0.431108 0.437299 0.437734 0.434857 0.435489 0.435557 0.230983
0.257868 0.256685 0.263283 0.416923 0.252784 0.255629 0.259569 0.255629 0.251928 0.158594 0.440069 0.463802 0.12904 0.272467 0.290107 0.301953 0.301953 0.283546 0.287959 0.451202 0.444257 0.455481 0.447512 0.444618 0.440264 0.411598 0.444419 0.306378 0.340229 0.437674 0.43536 0.434599 0.437049 0.432618 0.269571 0.258141 0.14301 0.15975 0.132807 0.3228 0.231801 0.325524 0.237469 0.313742 0.387935 0.314638 0.503158 1 0.501796 0.50192 0.350876 0.4219 0.30933 0.312304 0.313714 0.30961 0.412896 0.411167 0.411294 0.408422 0.412134 0.37653 0.378901 0.37096 0.380043 0.379214 0.406593 0.306802 0.311447 0.305868 0.303757 0.305047 0.394869 0.391557 0.387712 0.390691 0.391291 0.371755 0.357259 0.367555 0.368422 0.358131 0.342527 0.317419 0.320795 0.329712 0.290302 0.413227 0.438408 0.373048 0.196591 0.189817 0.419713 0.43098 0.402649 0.394375 0.373702 0.419713 0.43098 0.402649 0.394375 0.373702 0.403928 0.296806 0.28629 0.355405 0.329187 0.305442 0.398097 0.459517 0.456007 0.434626 0.450221 0.456098 0.346085 0.342094 0.328728 0.247651 0.229756 0.23464 0.295725 0.293182 0.29282 0.293266 0.2931 0.35087 0.34794 0.345752 0.357089 0.353799 0.436847 0.447756 0.439106 0.451291 0.437673 0.429882 0.450503 0.434562 0.437094 0.442495 0.451885 0.447122 0.448846 0.447239 0.448103 0.246859
0.251062 0.261803 0.261159 0.401316 0.256158 0.258428 0.254276 0.258428 0.244664 0.152672 0.440608 0.460181 0.129472 0.268027 0.290423 0.295346 0.295346 0.281696 0.285006 0.450849 0.447104 0.451595 0.44206 0.446096 0.431524 0.399138 0.436408 0.302992 0.334869 0.431802 0.428577 0.429783 0.428873 0.426722 0.268196 0.260593 0.148454 0.160641 0.141436 0.319815 0.242193 0.322102 0.23909 0.305133 0.376064 0.309459 0.501904 0.501675 1 0.492455 0.352693 0.422866 0.300079 0.306784 0.31109 0.308868 0.400553 0.398736 0.402938 0.397156 0.399259 0.364818 0.368585 0.362675 0.3624 0.365337 0.393753 0.315127 0.309176 0.300884 0.305892 0.303476 0.395513 0.400085 0.384532 0.396909 0.38149 0.370597 0.373643 0.379799 0.373018 0.3589 0.329678 0.308843 0.312661 0.325503 0.289035 0.398477 0.426138 0.370938 0.192257 0.182313 0.416593 0.417187 0.402375 0.395296 0.38821 0.416593 0.417187 0.402375 0.395296 0.38821 0.41097 0.293661 0.282692 0.350973 0.320522 0.305195 0.392312 0.456292 0.443739 0.427029 0.448442 0.453677 0.333804 0.344162 0.328874 0.250519 0.223846 0.22783 0.293353 0.292241 0.291599 0.292096 0.292203 0.352693 0.346365 0.344667 0.349864 0.359446 0.432191 0.425678 0.428847 0.442041 0.434001 0.421295 0.441822 0.429282 0.432715 0.44211 0.439005 0.431992 0.437283 0.436784 0.43689 0.243918
0.247578 0.247179 0.259431 0.411723 0.255159 0.254729 0.255455 0.254729 0.242809 0.152409 0.434079 0.449803 0.12899 0.263276 0.284568 0.289771 0.289771 0.269487 0.280767 0.436546 0.434206 0.441128 0.431784 0.432486 0.431707 0.408914 0.432452 0.293416 0.326521 0.427946 0.422021 0.42312 0.422957 0.423082 0.265654 0.249817 0.148403 0.157388 0.135592 0.309988 0.228392 0.314613 0.241855 0.301912 0.375248 0.302872 0.481492 0.495628 0.486715 1 0.340598 0.410341 0.301526 0.295882 0.296197 0.300481 0.408801 0.407379 0.408217 0.40934 0.407358 0.371655 0.376158 0.360264 0.370648 0.371975 0.400421 0.30708 0.302474 0.306262 0.297668 0.298467 0.381001 0.387725 0.373281 0.38582 0.370239 0.362664 0.358978 0.357736 0.369982 0.353754 0.331917 0.312514 0.317928 0.322373 0.284879 0.409449 0.419852 0.362141 0.189396 0.180664 0.410684 0.416946 0.399119 0.39136 0.390496 0.410684 0.416946 0.399119 0.39136 0.390496 0.399846 0.288374 0.278179 0.34631 0.321949 0.300753 0.37803 0.445004 0.437195 0.413925 0.4431 0.443472 0.326697 0.330391 0.326727 0.242588 0.219592 0.23151 0.2866 0.285695 0.285433 0.286386 0.285437 0.340591 0.343409 0.335748 0.342321 0.339456 0.431015 0.438622 0.420953 0.436424 0.428368 0.414472 0.437383 0.427446 0.420257 0.429122 0.437727 0.432589 0.432376 0.439408 0.434969 0.236545
0.231522 0.227564 0.237583 0.322497 0.2284 0.22925 0.238672 0.22925 0.220236 0.132825 0.324918 0.348613 0.122187 0.250842 0.268605 0.262725 0.262725 0.251414 0.261498 0.35024 0.351072 0.351515 0.353813 0.345305 0.337987 0.32408 0.335496 0.27571 0.287214 0.340656 0.339881 0.341898 0.33944 0.336956 0.241407 0.234811 0.137373 0.154516 0.129577 0.276646 0.217117 0.278238 0.225648 0.270294 0.314812 0.277361 0.333348 0.338103 0.332165 0.329522 1 0.331745 0.28316 0.281224 0.277068 0.280115 0.326342 0.321415 0.322711 0.32396 0.325125 0.313777 0.313605 0.313267 0.311226 0.314046 0.321066 0.275147 0.270334 0.278449 0.275592 0.273038 0.328011 0.328258 0.329193 0.332026 0.306612 0.295796 0.301529 0.299219 0.300056 0.294104 0.279432 0.2719 0.269974 0.275411 0.260555 0.323043 0.333496 0.298629 0.185449 0.183002 0.320054 0.320222 0.309448 0.308142 0.301652 0.320054 0.320222 0.309448 0.308142 0.301652 0.315334 0.251971 0.251932 0.292216 0.282931 0.278156 0.314762 0.339301 0.34169 0.327832 0.334949 0.336632 0.287771 0.289285 0.276909 0.228352 0.211344 0.179742 0.25623 0.255463 0.254863 0.254817 0.254542 0.999782 0.535994 0.373491 0.545772 0.521261 0.336503 0.339872 0.332658 0.336031 0.339137 0.336009 0.341969 0.340997 0.338996 0.33742 0.341056 0.337029 0.337994 0.339725 0.339873 0.220943
0.31985 0.318761 0.333003 0.503241 0.311058 0.305848 0.317726 0.305848 0.303777 0.181586 0.524264 0.534393 0.154373 0.334919 0.355508 0.353331 0.353331 0.337786 0.351715 0.531764 0.524133 0.534728 0.528126 0.533548 0.526078 0.505637 0.51433 0.375377 0.414346 0.538279 0.539245 0.535774 0.538935 0.533323 0.333139 0.32122 0.195497 0.208426 0.184117 0.390039 0.28656 0.391941 0.295757 0.379966 0.443466 0.379434 0.498263 0.50576 0.505721 0.49359 0.416716 1 0.371786 0.379528 0.385847 0.386975 0.506891 0.501405 0.500924 0.499996 0.500788 0.449764 0.456034 0.438862 0.450852 0.455561 0.489371 0.370309 0.371667 0.375428 0.37329 0.372671 0.478811 0.476221 0.465722 0.479549 0.44581 0.465085 0.45459 0.451613 0.460765 0.443867 0.391492 0.376442 0.381468 0.390312 0.357959 0.505535 0.509824 0.465049 0.241646 0.237098 0.494509 0.481943 0.468753 0.452193 0.460178 0.494509 0.481943 0.468753 0.452193 0.460178 0.469839 0.354857 0.350066 0.430853 0.395598 0.363061 0.455103 0.520257 0.506247 0.493946 0.521203 0.522629 0.413277 0.417913 0.404418 0.31477 0.279213 0.299626 0.369254 0.369216 0.369116 0.368228 0.369293 0.416709 0.412084 0.412825 0.410068 0.419288 0.528774 0.514501 0.510271 0.51339 0.509252 0.52119 0.525682 0.53446 0.548717 0.531217 0.51691 0.51305 0.515259 0.514562 0.513948 0.308174
