C1902TS003_1 C1902TS003_2 C1902TS003_3 C1902TS044_1 C1902TS066_1 C1902TS067_1 C1902TS067_2 C1902TS067_3 C1902TS067_4 C1902TS067_5 C1902TS087_1 C1902TS087_2 C1902TS087_4 C1902TS087_5 C1902TS102_1 C1902TS103_1 C1902TS103_2 C1902TS123_1 C1902TS123_2 C1902TS123_3 C1902TS123_4 C1902TS123_5 C1902TS131_1 C1902TS131_2 C1902TS131_3 C1902TS131_4 C1902TS131_5 C1902TS152_1 C1902TS152_2 C1902TS152_3 C1902TS152_4 C1902TS152_5 C1902TS156_1 C1902TS156_2 C1902TS156_3 C1902TS156_4 C1902TS156_5 C1902TS158_1 C1902TS158_2 C1902TS158_3 C1902TS158_4 C1902TS158_5 C1902TS182_1 C1902TS182_2 C1902TS182_3 C1902TS182_4 C1902TS182_5 C1902TS196_1 C1902TS200_1 C1902TS210_1 C1902TS210_2 C1902TS210_3 C1902TS210_4 C1902TS210_5 C1902TS211_1 C1902TS211_2 C1902TS211_3 C1902TS211_4 C1902TS211_5 C1902TS213_1 C1902TS213_2 C1902TS213_3 C1902TS213_4 C1902TS213_5 C1902TS215_1 C1902TS215_2 C1902TS215_3 C1902TS215_4 C1902TS215_5 C1902TS228_1 C1902TS230_1 C1902TS230_2 C1902TS230_3 C1902TS230_4 C1902TS230_5 C1902TS240_1 C1902TS240_2 C1902TS240_3 C1902TS240_4 C1902TS240_5 C1902TS247_1 C1902TS247_2 C1902TS247_3 C1902TS247_4 C1902TS247_5 C1902TS258_1 C1902TS258_2 C1902TS258_3 C1902TS258_4 C1902TS258_5 C1902TS270_1 C1902TS270_2 C1902TS273_1 C1902TS273_2 C1902TS273_3 C1902TS273_4 C1902TS273_5 C1902TS278_1 C1902TS278_2 C1902TS278_3 C1902TS278_4 C1902TS278_5 C1902TS299_1 C1902TS299_2 C1902TS299_3 C1902TS301_1 C1902TS309_1 C1902TS309_2 C1902TS309_3 C1902TS309_4 C1902TS309_5 C1902TS347_1 C1902TS359_1 C1902TS369_1 C1902TS369_2 C1902TS369_3 C1902TS369_4 C1902TS369_5 C1902TS389_1 C1902TS389_2 C1902TS389_3 C1902TS389_4 C1902TS389_5 C1902TS401_1 C1902TS404_1 C1902TS404_2 C1902TS404_3 C1902TS404_4 C1902TS404_5 C1902TS405_1 C1902TS405_2 C1902TS405_3 C1902TS405_4 C1902TS405_5 C1902TS413_1 C1902TS413_2 C1902TS413_3 C1902TS413_4 C1902TS413_5 C1902TS414_1 C1902TS414_2 C1902TS414_3 C1902TS414_4 C1902TS414_5 C1902TS438_1 C1902TS438_2 C1902TS438_3 C1902TS438_4 C1902TS438_5 C1902TS490_1
0.220891 0.22116 0.214988 0.261177 0.212941 0.219587 0.218187 0.220678 0.216644 0.213656 0.274299 0.277928 0.279581 0.25792 0.180015 0.222933 0.230221 0.236199 0.239688 0.250755 0.239322 0.239322 0.270803 0.269977 0.272139 0.268974 0.268771 0.272444 0.269897 0.276313 0.268448 0.269355 0.280306 0.280015 0.278018 0.277458 0.276211 0.190699 0.165972 0.203549 0.15098 0.156498 0.247432 0.201817 0.250246 0.2051 0.247997 0.261702 0.255055 0.260407 0.269264 0.265225 0.260319 0.250697 0.277308 0.246674 0.259048 0.261946 0.260336 0.274646 0.271658 0.272046 0.270586 0.272472 0.267455 0.2602 0.272152 0.265271 0.265828 0.25836 0.272903 0.275282 0.262322 1 0.267894 0.25821 0.269795 0.268526 0.274644 0.26698 0.261267 0.252892 0.267195 0.260808 0.252725 0.26823 0.260747 0.267916 0.270947 0.266852 0.104418 0.10093 0.260089 0.277721 0.261051 0.173394 0.201496 0.190699 0.165972 0.203549 0.15098 0.156498 0.269376 0.270081 0.244088 0.261177 0.257539 0.264936 0.246865 0.266503 0.266227 0.250787 0.265604 0.277098 0.273045 0.274952 0.269365 0.275324 0.251224 0.192985 0.253055 0.245239 0.200377 0.269443 0.248296 0.237298 0.240603 0.250506 0.251196 0.260292 0.261515 0.258504 0.250705 0.255985 0.275878 0.271643 0.280016 0.270732 0.267292 0.273578 0.275653 0.277757 0.27982 0.279729 0.26757 0.271954 0.272858 0.269654 0.270217 0.252893
0.224852 0.213722 0.218574 0.287872 0.217667 0.228849 0.221794 0.221513 0.221913 0.222041 0.290162 0.289143 0.284489 0.281733 0.17315 0.234548 0.230879 0.246072 0.25628 0.267824 0.248666 0.248666 0.291347 0.2803 0.288301 0.283211 0.280625 0.27965 0.286114 0.279571 0.27987 0.282591 0.277268 0.276112 0.278661 0.274212 0.278126 0.188543 0.174071 0.205282 0.153921 0.163478 0.248063 0.212733 0.249057 0.208697 0.235001 0.2817 0.25566 0.275095 0.27791 0.278601 0.272909 0.266766 0.289932 0.245126 0.26384 0.264191 0.265267 0.282524 0.283337 0.282145 0.283232 0.279225 0.270864 0.268128 0.27072 0.269969 0.277246 0.28384 0.268198 0.27147 0.286197 0.261528 1 0.269883 0.279869 0.269192 0.274374 0.268349 0.262174 0.266019 0.274778 0.26949 0.270877 0.275525 0.282971 0.284066 0.283527 0.281455 0.0946981 0.102672 0.283215 0.276084 0.266562 0.17633 0.190854 0.188543 0.174071 0.205282 0.153921 0.163478 0.277924 0.282774 0.249672 0.287872 0.263854 0.265483 0.2585 0.265725 0.285152 0.254343 0.267978 0.281976 0.286691 0.280676 0.278786 0.276583 0.248672 0.19618 0.264006 0.245991 0.20318 0.272113 0.258876 0.243913 0.250572 0.248789 0.247502 0.272883 0.27883 0.270288 0.266757 0.266576 0.285745 0.277062 0.278361 0.278495 0.281583 0.270059 0.289571 0.282143 0.290971 0.286278 0.274221 0.27676 0.276512 0.27693 0.276019 0.257098
0.254972 0.244693 0.240473 0.359709 0.249095 0.24176 0.223718 0.239502 0.22282 0.223975 0.392372 0.359843 0.36474 0.373519 0.195706 0.267735 0.255219 0.279996 0.273592 0.303661 0.28335 0.28335 0.388217 0.383367 0.393909 0.379791 0.382673 0.398261 0.400804 0.396038 0.393767 0.386123 0.387588 0.390045 0.390575 0.390394 0.390553 0.227307 0.189436 0.233601 0.160648 0.167411 0.281726 0.222395 0.286935 0.22647 0.276157 0.360654 0.300561 0.357743 0.388186 0.351965 0.343416 0.345872 0.382449 0.300629 0.306589 0.307536 0.311909 0.387962 0.390468 0.386732 0.388559 0.38771 0.331105 0.333946 0.33224 0.344204 0.338778 0.34892 0.290835 0.29034 0.293611 0.273481 0.29957 1 0.447657 0.449991 0.42238 0.415347 0.334913 0.332663 0.337625 0.335221 0.326867 0.33094 0.334054 0.330798 0.318511 0.332822 0.12773 0.133662 0.35581 0.389305 0.307527 0.190913 0.216249 0.227307 0.189436 0.233601 0.160648 0.167411 0.383118 0.38217 0.336775 0.359709 0.32681 0.33158 0.316652 0.328362 0.351652 0.289541 0.349715 0.400638 0.398137 0.407124 0.392022 0.391 0.313942 0.208036 0.333417 0.311339 0.228398 0.374243 0.296204 0.291359 0.293041 0.294039 0.290647 0.343387 0.363416 0.337326 0.345881 0.324517 0.398135 0.39135 0.394768 0.391925 0.38614 0.376757 0.378423 0.38692 0.384091 0.388051 0.385867 0.388189 0.392957 0.386846 0.386673 0.301449
0.264893 0.249967 0.245463 0.380525 0.260829 0.244215 0.232091 0.244086 0.230999 0.235837 0.408394 0.371964 0.378317 0.397074 0.206899 0.278037 0.271884 0.293873 0.293824 0.30744 0.293571 0.293571 0.40513 0.401581 0.407829 0.394072 0.408315 0.417126 0.421011 0.409211 0.412823 0.423105 0.419912 0.420558 0.421217 0.418286 0.420338 0.231152 0.196126 0.237295 0.168578 0.174308 0.303016 0.221047 0.305472 0.227936 0.292731 0.382187 0.322531 0.360708 0.39131 0.358927 0.356498 0.369576 0.406954 0.314244 0.31814 0.310536 0.316132 0.413081 0.41064 0.411654 0.409463 0.40676 0.353438 0.345701 0.350689 0.35717 0.358508 0.374342 0.300113 0.300133 0.305675 0.293898 0.31712 0.452552 1 0.447895 0.433645 0.412043 0.348152 0.348874 0.34656 0.359784 0.357219 0.341476 0.338905 0.33516 0.330636 0.340177 0.128816 0.134765 0.375973 0.402451 0.309415 0.192443 0.215902 0.231152 0.196126 0.237295 0.168578 0.174308 0.382451 0.397383 0.342326 0.380525 0.33243 0.338162 0.331109 0.351183 0.364868 0.297196 0.356913 0.419547 0.421534 0.418725 0.406737 0.41042 0.334677 0.219944 0.355117 0.325398 0.23883 0.405588 0.321518 0.310649 0.310773 0.311453 0.307773 0.356469 0.384815 0.350174 0.369586 0.330414 0.416125 0.410505 0.408695 0.410272 0.415955 0.393816 0.40066 0.401747 0.404157 0.405084 0.40512 0.414887 0.40983 0.409902 0.408776 0.303569
0.272118 0.252787 0.252625 0.393142 0.26185 0.246863 0.231689 0.246265 0.229714 0.231915 0.408874 0.38404 0.39217 0.40774 0.209951 0.284954 0.277844 0.300458 0.294838 0.320069 0.304621 0.304621 0.410797 0.406477 0.411651 0.399214 0.410787 0.42081 0.42248 0.419389 0.417556 0.417316 0.434563 0.42804 0.43353 0.43132 0.430046 0.242807 0.19778 0.240991 0.163406 0.172998 0.317748 0.227547 0.314876 0.239978 0.310352 0.392481 0.326485 0.380258 0.402553 0.382526 0.364856 0.374176 0.41414 0.32393 0.322222 0.322398 0.324685 0.412329 0.4085 0.408445 0.404134 0.408524 0.354727 0.364439 0.362646 0.367283 0.360567 0.38224 0.312147 0.313024 0.305306 0.294427 0.3126 0.47023 0.465868 1 0.466338 0.447221 0.35247 0.345923 0.350549 0.366002 0.352902 0.353094 0.353402 0.355292 0.349709 0.349959 0.130285 0.137795 0.382861 0.41108 0.324498 0.201472 0.226761 0.242807 0.19778 0.240991 0.163406 0.172998 0.399402 0.415456 0.351277 0.393142 0.348178 0.356973 0.345767 0.365609 0.372921 0.303069 0.375402 0.443887 0.442625 0.440097 0.420785 0.41677 0.348599 0.227057 0.358141 0.325166 0.239193 0.413452 0.31932 0.318964 0.316723 0.319679 0.314969 0.364886 0.393182 0.355536 0.374185 0.344591 0.419509 0.413315 0.416632 0.413405 0.408041 0.405012 0.407274 0.406376 0.421057 0.426407 0.411147 0.415392 0.415122 0.411938 0.413087 0.319177
0.266926 0.245229 0.254643 0.364565 0.263193 0.245317 0.23454 0.245312 0.23245 0.235401 0.389901 0.369745 0.372892 0.377956 0.211519 0.278798 0.271434 0.292602 0.291049 0.304701 0.293407 0.293407 0.387404 0.385827 0.38905 0.387778 0.38816 0.393349 0.401552 0.398685 0.393695 0.393451 0.399105 0.397864 0.401737 0.399182 0.402273 0.238255 0.20476 0.242345 0.170011 0.177785 0.29544 0.221117 0.297163 0.222311 0.294391 0.372665 0.316905 0.353862 0.386324 0.362255 0.349121 0.347913 0.392186 0.310963 0.318129 0.310347 0.31276 0.393299 0.389216 0.388725 0.389315 0.3884 0.341017 0.342467 0.338851 0.345497 0.345089 0.356743 0.311534 0.30845 0.298549 0.294061 0.313204 0.43586 0.442259 0.45422 1 0.414643 0.343005 0.337935 0.341771 0.339886 0.339297 0.339433 0.344231 0.35128 0.341502 0.351823 0.129579 0.13397 0.360668 0.390552 0.309716 0.204484 0.215796 0.238255 0.20476 0.242345 0.170011 0.177785 0.377467 0.370257 0.33832 0.364565 0.32831 0.344131 0.336724 0.339033 0.360542 0.301002 0.363907 0.407458 0.425599 0.408509 0.395423 0.403275 0.337701 0.21521 0.35276 0.321825 0.233876 0.391584 0.317683 0.312144 0.307607 0.311198 0.303825 0.34915 0.369531 0.348147 0.347922 0.337908 0.403949 0.39348 0.39549 0.395364 0.390862 0.385185 0.391062 0.396776 0.40779 0.402412 0.391153 0.398908 0.390965 0.394872 0.39626 0.318451
0.293885 0.262973 0.265455 0.38588 0.270845 0.255501 0.237041 0.249725 0.238039 0.23758 0.399731 0.369917 0.38412 0.388674 0.214736 0.285459 0.276094 0.301277 0.292396 0.325065 0.307523 0.307523 0.396592 0.399821 0.402168 0.388033 0.397212 0.401694 0.400024 0.392025 0.393272 0.393878 0.40054 0.398667 0.401822 0.400828 0.40138 0.24746 0.219812 0.249427 0.188191 0.190975 0.302767 0.242043 0.302929 0.241175 0.295342 0.386548 0.328147 0.36941 0.385357 0.363554 0.352714 0.358471 0.393194 0.326339 0.326055 0.328693 0.332495 0.402786 0.3999 0.395508 0.398552 0.397342 0.35232 0.355571 0.360402 0.360377 0.362542 0.380603 0.312638 0.320022 0.311266 0.306466 0.316176 0.439471 0.431054 0.44799 0.428498 1 0.345371 0.349957 0.351015 0.353722 0.348472 0.357605 0.351296 0.35647 0.359911 0.349595 0.134614 0.138341 0.381839 0.394338 0.328942 0.212087 0.231898 0.24746 0.219812 0.249427 0.188191 0.190975 0.395129 0.401782 0.352983 0.38588 0.344964 0.351965 0.346603 0.346099 0.371184 0.302168 0.37147 0.412293 0.417406 0.411902 0.402152 0.403428 0.341326 0.233621 0.355831 0.334584 0.24977 0.388971 0.330495 0.324689 0.323463 0.327446 0.318337 0.352684 0.373148 0.355823 0.35848 0.340337 0.402865 0.399006 0.396725 0.399592 0.393552 0.403404 0.405977 0.407573 0.403402 0.405598 0.391494 0.397994 0.399405 0.39211 0.396756 0.325336
0.255902 0.248024 0.252279 0.361489 0.24464 0.248262 0.238902 0.246683 0.240181 0.238143 0.38274 0.336584 0.357621 0.362359 0.182919 0.264558 0.252402 0.278207 0.274449 0.283169 0.274121 0.274121 0.370958 0.371766 0.377596 0.369799 0.377519 0.373682 0.37514 0.376699 0.362582 0.373101 0.356887 0.353828 0.355819 0.353626 0.356382 0.214311 0.197938 0.224453 0.17521 0.185777 0.283513 0.235461 0.28446 0.235204 0.276124 0.361716 0.304311 0.333114 0.371961 0.334144 0.324974 0.320559 0.36198 0.289062 0.295642 0.295527 0.297016 0.368177 0.363636 0.361983 0.36311 0.35996 0.327215 0.341092 0.328608 0.343026 0.329247 0.352734 0.287158 0.300052 0.290092 0.275215 0.298154 0.335558 0.338035 0.339208 0.338255 0.329245 1 0.41224 0.398211 0.363606 0.363765 0.308003 0.316824 0.319275 0.316259 0.313529 0.120305 0.123996 0.358758 0.373845 0.296859 0.193809 0.216176 0.214311 0.197938 0.224453 0.17521 0.185777 0.351657 0.360373 0.310533 0.361489 0.309299 0.322046 0.311014 0.321578 0.352065 0.290396 0.367255 0.374879 0.376259 0.371209 0.378626 0.373428 0.309675 0.222879 0.330797 0.305505 0.231591 0.353355 0.298033 0.296312 0.296068 0.289762 0.288004 0.324945 0.334327 0.315101 0.320568 0.301089 0.376973 0.371624 0.376448 0.361392 0.369343 0.360632 0.361322 0.358289 0.377165 0.353043 0.364272 0.365695 0.365578 0.36558 0.368552 0.279641
0.249461 0.242975 0.248244 0.359749 0.255282 0.25087 0.238912 0.24793 0.242015 0.241991 0.372348 0.341717 0.365945 0.367378 0.190239 0.273212 0.260138 0.277877 0.277297 0.290909 0.26807 0.26807 0.363023 0.364768 0.366145 0.365225 0.364372 0.363666 0.371728 0.366812 0.367721 0.371973 0.362336 0.359762 0.362414 0.357611 0.357142 0.214358 0.209487 0.221167 0.181843 0.184959 0.278492 0.243176 0.283375 0.243441 0.272774 0.366797 0.308307 0.340847 0.393842 0.333809 0.308758 0.318137 0.355794 0.291541 0.296029 0.293306 0.296179 0.373324 0.369411 0.370242 0.375854 0.36907 0.33457 0.336824 0.33327 0.341722 0.335946 0.348189 0.289094 0.293389 0.295938 0.271676 0.294326 0.336874 0.345531 0.336086 0.338979 0.333856 0.413124 1 0.403927 0.351792 0.36259 0.31184 0.313277 0.313222 0.312181 0.311019 0.118476 0.120308 0.35618 0.367554 0.293061 0.199925 0.218458 0.214358 0.209487 0.221167 0.181843 0.184959 0.365287 0.363867 0.319917 0.359749 0.315019 0.318491 0.320327 0.326218 0.342457 0.289421 0.364406 0.376286 0.387583 0.36843 0.383624 0.37968 0.30911 0.225718 0.321022 0.306586 0.235074 0.357638 0.289833 0.293768 0.288121 0.299742 0.2955 0.308729 0.341574 0.318079 0.318147 0.301901 0.377917 0.362577 0.374086 0.374494 0.364936 0.364028 0.366369 0.369717 0.369589 0.372218 0.364108 0.368069 0.366415 0.370584 0.362396 0.277513
0.265388 0.249506 0.249033 0.369948 0.248253 0.253754 0.238578 0.248622 0.237313 0.238098 0.386787 0.33435 0.363944 0.369098 0.192896 0.272393 0.259876 0.282166 0.279769 0.288575 0.281967 0.281967 0.372321 0.36693 0.369637 0.365557 0.37282 0.373402 0.37429 0.379348 0.374796 0.375866 0.363785 0.363774 0.3662 0.363232 0.36648 0.216915 0.202181 0.226768 0.171207 0.180996 0.289298 0.236361 0.287617 0.233549 0.279504 0.363447 0.314982 0.338706 0.38356 0.337508 0.322299 0.328423 0.37017 0.292105 0.298155 0.292659 0.298219 0.372595 0.372988 0.371905 0.370971 0.371955 0.335758 0.341656 0.335367 0.338685 0.33488 0.355371 0.285964 0.294046 0.296721 0.283313 0.302126 0.342632 0.346338 0.344009 0.346163 0.33512 0.401718 0.402527 1 0.363584 0.363113 0.317989 0.314881 0.32056 0.314256 0.315896 0.128068 0.132951 0.367451 0.376339 0.292274 0.193585 0.218323 0.216915 0.202181 0.226768 0.171207 0.180996 0.358128 0.360031 0.331759 0.369948 0.314119 0.327016 0.314787 0.329746 0.359812 0.292681 0.358357 0.386492 0.377679 0.376982 0.380026 0.389263 0.306396 0.21538 0.32761 0.309569 0.230409 0.359238 0.296315 0.289731 0.290562 0.296176 0.295514 0.32227 0.355315 0.316363 0.328432 0.315235 0.374708 0.36983 0.382145 0.374316 0.376839 0.357363 0.369416 0.376809 0.383699 0.370642 0.370071 0.367513 0.369431 0.368843 0.368529 0.278768
0.257786 0.247808 0.249966 0.342858 0.241489 0.240463 0.228855 0.237269 0.229296 0.227448 0.379197 0.324677 0.34971 0.364206 0.188874 0.267422 0.248094 0.268945 0.266324 0.275893 0.268797 0.268797 0.358618 0.354655 0.35988 0.355948 0.364348 0.351565 0.368237 0.364261 0.358605 0.363412 0.353444 0.355086 0.35643 0.356101 0.353867 0.217563 0.204322 0.219644 0.175329 0.182772 0.282826 0.214387 0.281707 0.230479 0.270719 0.354588 0.304995 0.328903 0.3617 0.32805 0.312955 0.317028 0.365551 0.281701 0.293258 0.291689 0.29184 0.354444 0.354252 0.351006 0.355295 0.350545 0.330042 0.323841 0.324104 0.325445 0.324152 0.336636 0.295393 0.295214 0.287554 0.2749 0.296815 0.332797 0.352499 0.35303 0.333032 0.330102 0.357648 0.343156 0.359632 1 0.372051 0.30086 0.307538 0.311019 0.304831 0.303812 0.12362 0.128668 0.3404 0.355804 0.292153 0.189851 0.213645 0.217563 0.204322 0.219644 0.175329 0.182772 0.359147 0.369459 0.310663 0.342858 0.308997 0.304025 0.311541 0.322765 0.342917 0.282993 0.34264 0.373362 0.361812 0.373938 0.362783 0.37665 0.308399 0.220868 0.325923 0.295935 0.229476 0.339282 0.294281 0.287534 0.291672 0.290161 0.291537 0.312926 0.338319 0.32203 0.317037 0.301366 0.364334 0.349325 0.359141 0.35712 0.355217 0.344808 0.350373 0.354508 0.372887 0.359965 0.349709 0.349512 0.349776 0.351138 0.350503 0.287138
0.272636 0.252195 0.263065 0.374263 0.247768 0.252387 0.235843 0.250833 0.23848 0.237083 0.397284 0.340075 0.374927 0.394875 0.19955 0.273907 0.267947 0.28563 0.288876 0.292893 0.292637 0.292637 0.372277 0.374142 0.37688 0.370097 0.36575 0.373638 0.374609 0.371364 0.367348 0.375878 0.370789 0.371991 0.374 0.373789 0.372038 0.232646 0.218015 0.237168 0.188503 0.190392 0.289982 0.241391 0.289995 0.23824 0.28344 0.367107 0.324826 0.350454 0.38312 0.344915 0.333966 0.338019 0.380308 0.298434 0.306089 0.301297 0.305033 0.368356 0.370186 0.369736 0.374205 0.367776 0.338608 0.332252 0.339417 0.340427 0.342776 0.367116 0.298232 0.304551 0.296307 0.280266 0.309148 0.340775 0.359357 0.34455 0.347111 0.336952 0.371113 0.367013 0.371266 0.385898 1 0.329813 0.320253 0.321755 0.323716 0.323965 0.137721 0.12889 0.371256 0.368574 0.298791 0.203194 0.225978 0.232646 0.218015 0.237168 0.188503 0.190392 0.381998 0.38185 0.340031 0.374263 0.315652 0.323662 0.321123 0.324308 0.355241 0.297437 0.34662 0.394008 0.380049 0.393996 0.384885 0.393118 0.311916 0.22785 0.342209 0.318347 0.236623 0.363677 0.300555 0.302904 0.297867 0.298231 0.30081 0.333995 0.348144 0.335757 0.338028 0.312851 0.377251 0.366561 0.37263 0.367013 0.370382 0.360889 0.367805 0.368908 0.374018 0.361334 0.371151 0.377183 0.375723 0.371265 0.375368 0.284581
0.228082 0.214503 0.230285 0.315677 0.213036 0.2274 0.217128 0.224631 0.218462 0.216265 0.327942 0.312211 0.311858 0.310058 0.188362 0.246159 0.247224 0.291663 0.295382 0.305902 0.304262 0.304262 0.318111 0.31992 0.316486 0.318277 0.313373 0.312755 0.320018 0.313157 0.314076 0.316495 0.314169 0.31481 0.31641 0.316778 0.315887 0.207645 0.172517 0.207361 0.141839 0.14582 0.270332 0.2072 0.271456 0.210531 0.261398 0.303584 0.268988 0.30763 0.310793 0.296373 0.290834 0.293032 0.313244 0.273827 0.282951 0.283649 0.286526 0.321486 0.317864 0.317972 0.321963 0.317763 0.292955 0.295459 0.303318 0.303037 0.296279 0.310692 0.288906 0.276846 0.284069 0.25879 0.282091 0.307401 0.307836 0.312015 0.308394 0.310083 0.282244 0.278146 0.291046 0.2781 0.289332 1 0.446914 0.481783 0.435395 0.444874 0.0915519 0.0999441 0.31337 0.310048 0.280456 0.18682 0.19796 0.207645 0.172517 0.207361 0.141839 0.14582 0.3323 0.316112 0.284307 0.315677 0.275567 0.291508 0.281819 0.292255 0.309205 0.277439 0.291153 0.326579 0.322071 0.321465 0.323247 0.323977 0.278759 0.189004 0.288147 0.266976 0.195546 0.308871 0.275276 0.272522 0.273353 0.267457 0.269266 0.290807 0.298939 0.294178 0.293041 0.297763 0.314333 0.312626 0.314621 0.316396 0.309363 0.310803 0.316317 0.315519 0.314582 0.313878 0.304683 0.306513 0.307376 0.305106 0.304953 0.266504
0.226941 0.214433 0.2289 0.306893 0.219107 0.230997 0.219509 0.226498 0.221651 0.22068 0.323102 0.313975 0.321847 0.306519 0.182578 0.243384 0.24241 0.278372 0.276082 0.295047 0.283604 0.283604 0.30921 0.311857 0.309508 0.30569 0.307898 0.301816 0.303105 0.302388 0.30621 0.304363 0.300517 0.29968 0.302842 0.302017 0.300412 0.198037 0.166734 0.195977 0.138385 0.140422 0.26182 0.203999 0.26417 0.206683 0.253101 0.312366 0.268266 0.304868 0.314106 0.293375 0.28911 0.286603 0.313895 0.263272 0.28511 0.285787 0.290661 0.308725 0.307688 0.306511 0.305579 0.307553 0.286695 0.290771 0.300643 0.290309 0.298217 0.300389 0.277264 0.281796 0.282501 0.255045 0.28856 0.308091 0.306425 0.312516 0.312219 0.299064 0.284578 0.286598 0.285935 0.281365 0.284166 0.444709 1 0.439758 0.438355 0.458345 0.092467 0.0974282 0.303784 0.305114 0.281267 0.179156 0.191198 0.198037 0.166734 0.195977 0.138385 0.140422 0.320156 0.306762 0.267659 0.306893 0.278803 0.284595 0.276656 0.284511 0.310555 0.269902 0.292667 0.3247 0.325987 0.312854 0.317573 0.318005 0.280427 0.193298 0.283798 0.262565 0.206374 0.294416 0.272268 0.268423 0.267057 0.2683 0.266806 0.289082 0.297936 0.293406 0.286612 0.276366 0.307833 0.303255 0.304986 0.305723 0.304787 0.304163 0.31457 0.30946 0.318642 0.309145 0.299276 0.300169 0.302179 0.297467 0.301236 0.274199
0.231207 0.222979 0.228832 0.307987 0.214898 0.234739 0.222133 0.22741 0.222411 0.222193 0.322671 0.311633 0.313429 0.301559 0.184427 0.250087 0.242555 0.286593 0.281111 0.299817 0.295948 0.295948 0.312374 0.309563 0.310044 0.307161 0.311121 0.31031 0.313687 0.308671 0.30961 0.313625 0.309242 0.308336 0.309743 0.313251 0.311523 0.198808 0.170516 0.20744 0.13679 0.145245 0.260578 0.208577 0.265334 0.214348 0.262181 0.305475 0.265169 0.302333 0.314458 0.294721 0.287929 0.286247 0.30892 0.272443 0.288649 0.288107 0.290172 0.304066 0.307032 0.30748 0.30542 0.305355 0.289863 0.287577 0.291657 0.295575 0.296517 0.297367 0.282947 0.276533 0.283944 0.261181 0.282921 0.30287 0.302468 0.314643 0.317039 0.301308 0.289209 0.278711 0.292265 0.287451 0.286017 0.488741 0.445185 1 0.445679 0.440382 0.0921869 0.0959435 0.302837 0.307914 0.286586 0.180745 0.192592 0.198808 0.170516 0.20744 0.13679 0.145245 0.320699 0.309843 0.277969 0.307987 0.279452 0.286051 0.274893 0.287163 0.315225 0.281599 0.293222 0.317633 0.320555 0.313251 0.313988 0.313785 0.278269 0.188254 0.290869 0.260232 0.194579 0.308599 0.266357 0.269277 0.265212 0.264504 0.267762 0.287901 0.293767 0.292589 0.286238 0.291448 0.313717 0.308118 0.310688 0.304814 0.309803 0.31017 0.314788 0.31316 0.313699 0.308761 0.302721 0.305447 0.306506 0.30235 0.309829 0.276888
0.225728 0.222022 0.232469 0.312999 0.220215 0.234001 0.218601 0.227466 0.223209 0.218379 0.323856 0.31211 0.316585 0.308035 0.181377 0.241911 0.238906 0.288216 0.278841 0.294057 0.28208 0.28208 0.312208 0.313063 0.315122 0.314024 0.314334 0.317482 0.321972 0.316091 0.319706 0.31343 0.308856 0.309206 0.308151 0.311398 0.309072 0.196349 0.174402 0.20255 0.146271 0.149379 0.257626 0.207678 0.256219 0.207369 0.253293 0.305212 0.275381 0.297837 0.316543 0.294627 0.285486 0.294718 0.307903 0.260786 0.280787 0.287269 0.282846 0.325161 0.322932 0.322638 0.321726 0.323132 0.288217 0.290151 0.292703 0.299122 0.289227 0.306576 0.281936 0.275734 0.284141 0.266128 0.287016 0.304226 0.300712 0.313254 0.31362 0.313028 0.28724 0.283065 0.290956 0.281406 0.290765 0.43935 0.443864 0.441185 1 0.442693 0.0928298 0.0993584 0.311111 0.311064 0.284594 0.180887 0.195643 0.196349 0.174402 0.20255 0.146271 0.149379 0.311505 0.310628 0.276593 0.312999 0.276031 0.287933 0.276337 0.285734 0.309472 0.276548 0.294898 0.323397 0.327023 0.319934 0.317207 0.314766 0.279423 0.192759 0.289424 0.266114 0.201935 0.30727 0.275197 0.272956 0.274544 0.273165 0.268472 0.285459 0.300924 0.298964 0.294727 0.286742 0.325017 0.315462 0.318185 0.32032 0.315304 0.315087 0.323691 0.318643 0.315391 0.317405 0.317174 0.315979 0.317866 0.314581 0.316274 0.27523
