C1902TS003_1 C1902TS003_2 C1902TS003_3 C1902TS044_1 C1902TS066_1 C1902TS067_1 C1902TS067_2 C1902TS067_3 C1902TS067_4 C1902TS067_5 C1902TS087_1 C1902TS087_2 C1902TS087_4 C1902TS087_5 C1902TS102_1 C1902TS103_1 C1902TS103_2 C1902TS123_1 C1902TS123_2 C1902TS123_3 C1902TS123_4 C1902TS123_5 C1902TS131_1 C1902TS131_2 C1902TS131_3 C1902TS131_4 C1902TS131_5 C1902TS152_1 C1902TS152_2 C1902TS152_3 C1902TS152_4 C1902TS152_5 C1902TS156_1 C1902TS156_2 C1902TS156_3 C1902TS156_4 C1902TS156_5 C1902TS158_1 C1902TS158_2 C1902TS158_3 C1902TS158_4 C1902TS158_5 C1902TS182_1 C1902TS182_2 C1902TS182_3 C1902TS182_4 C1902TS182_5 C1902TS196_1 C1902TS200_1 C1902TS210_1 C1902TS210_2 C1902TS210_3 C1902TS210_4 C1902TS210_5 C1902TS211_1 C1902TS211_2 C1902TS211_3 C1902TS211_4 C1902TS211_5 C1902TS213_1 C1902TS213_2 C1902TS213_3 C1902TS213_4 C1902TS213_5 C1902TS215_1 C1902TS215_2 C1902TS215_3 C1902TS215_4 C1902TS215_5 C1902TS228_1 C1902TS230_1 C1902TS230_2 C1902TS230_3 C1902TS230_4 C1902TS230_5 C1902TS240_1 C1902TS240_2 C1902TS240_3 C1902TS240_4 C1902TS240_5 C1902TS247_1 C1902TS247_2 C1902TS247_3 C1902TS247_4 C1902TS247_5 C1902TS258_1 C1902TS258_2 C1902TS258_3 C1902TS258_4 C1902TS258_5 C1902TS270_1 C1902TS270_2 C1902TS273_1 C1902TS273_2 C1902TS273_3 C1902TS273_4 C1902TS273_5 C1902TS278_1 C1902TS278_2 C1902TS278_3 C1902TS278_4 C1902TS278_5 C1902TS299_1 C1902TS299_2 C1902TS299_3 C1902TS301_1 C1902TS309_1 C1902TS309_2 C1902TS309_3 C1902TS309_4 C1902TS309_5 C1902TS347_1 C1902TS359_1 C1902TS369_1 C1902TS369_2 C1902TS369_3 C1902TS369_4 C1902TS369_5 C1902TS389_1 C1902TS389_2 C1902TS389_3 C1902TS389_4 C1902TS389_5 C1902TS401_1 C1902TS404_1 C1902TS404_2 C1902TS404_3 C1902TS404_4 C1902TS404_5 C1902TS405_1 C1902TS405_2 C1902TS405_3 C1902TS405_4 C1902TS405_5 C1902TS413_1 C1902TS413_2 C1902TS413_3 C1902TS413_4 C1902TS413_5 C1902TS414_1 C1902TS414_2 C1902TS414_3 C1902TS414_4 C1902TS414_5 C1902TS438_1 C1902TS438_2 C1902TS438_3 C1902TS438_4 C1902TS438_5 C1902TS490_1
0.28238 0.261341 0.265972 0.445903 0.267071 0.307606 0.268934 0.305313 0.267878 0.26995 0.444756 0.396451 0.422296 0.417356 0.206446 0.341752 0.325209 0.329341 0.338766 0.327666 0.312556 0.312556 0.520002 0.517818 0.523341 0.51726 0.515521 0.557781 0.558884 0.531135 0.532005 0.548552 0.852893 0.855425 0.869596 0.867276 1 0.226394 0.257042 0.232476 0.220093 0.229067 0.33434 0.245852 0.328562 0.245878 0.311187 0.407304 0.393733 0.395916 0.42807 0.408731 0.378717 0.400959 0.465491 0.330245 0.333549 0.324986 0.33065 0.543385 0.537163 0.53864 0.538416 0.538666 0.396065 0.405289 0.400412 0.407928 0.404375 0.436733 0.322557 0.329098 0.319247 0.305622 0.320963 0.417484 0.435808 0.434451 0.417245 0.401124 0.378114 0.376422 0.380001 0.376628 0.379414 0.358607 0.345366 0.363111 0.348795 0.350122 0.144802 0.152287 0.438453 0.526061 0.323873 0.208725 0.233092 0.226394 0.257042 0.232476 0.220093 0.229067 0.421574 0.434447 0.361119 0.445903 0.359804 0.38931 0.376942 0.39595 0.399009 0.318364 0.385548 0.478609 0.465871 0.473793 0.456796 0.469362 0.408853 0.283834 0.441499 0.388279 0.304775 0.738747 0.382549 0.379087 0.373681 0.371998 0.373529 0.378686 0.426804 0.396203 0.400969 0.365835 0.543783 0.548038 0.535257 0.537694 0.53798 0.45927 0.456926 0.45128 0.482059 0.459869 0.537896 0.55454 0.546493 0.540448 0.544368 0.317347
0.40704 0.385415 0.392746 0.405915 0.355825 0.369321 0.356445 0.36822 0.359019 0.360104 0.416217 0.403007 0.400513 0.425869 0.297461 0.386655 0.382268 0.401216 0.404281 0.407578 0.425114 0.425114 0.407548 0.40429 0.404028 0.403331 0.405554 0.40911 0.413781 0.40253 0.410052 0.405789 0.398084 0.400464 0.398238 0.398447 0.401299 1 0.434148 0.565975 0.403223 0.425772 0.396517 0.341967 0.393058 0.344983 0.388534 0.389152 0.397417 0.38052 0.388894 0.36645 0.383685 0.395765 0.43439 0.397666 0.377719 0.374868 0.376021 0.418913 0.41776 0.424019 0.417627 0.413865 0.381163 0.381088 0.381552 0.391353 0.384879 0.389182 0.386593 0.391295 0.373679 0.377034 0.384877 0.393591 0.402956 0.40835 0.406314 0.410083 0.388533 0.387395 0.38867 0.392678 0.400328 0.405288 0.393791 0.397104 0.392089 0.393174 0.192941 0.188527 0.409816 0.403986 0.378357 0.297277 0.360172 1 0.434148 0.565975 0.403223 0.425772 0.409634 0.404426 0.423086 0.405915 0.392835 0.400458 0.367675 0.394307 0.395734 0.38141 0.383923 0.443129 0.416994 0.43388 0.41474 0.426347 0.424094 0.339336 0.441612 0.431969 0.368215 0.39988 0.412378 0.414899 0.41183 0.419815 0.418608 0.383648 0.403386 0.373464 0.395753 0.372204 0.411169 0.410248 0.40061 0.413414 0.4066 0.422057 0.428567 0.42343 0.415027 0.42392 0.410925 0.412897 0.412535 0.408942 0.408296 0.384308
0.485161 0.456307 0.456106 0.457067 0.421337 0.50572 0.448742 0.500394 0.451226 0.449772 0.457468 0.4495 0.457854 0.481203 0.307975 0.50475 0.472319 0.498055 0.507625 0.46324 0.478079 0.478079 0.526676 0.530057 0.525879 0.525443 0.5274 0.50477 0.513406 0.501964 0.493149 0.519572 0.533953 0.536506 0.535436 0.52749 0.530061 0.514661 1 0.547764 0.628413 0.660263 0.453114 0.412465 0.451723 0.411812 0.436498 0.443892 0.517573 0.439123 0.455118 0.42392 0.446847 0.465378 0.489172 0.435678 0.404443 0.403817 0.410148 0.508668 0.509392 0.510326 0.510939 0.504465 0.445218 0.436623 0.445834 0.436982 0.435511 0.445841 0.427687 0.438163 0.425464 0.410282 0.433471 0.433269 0.445406 0.44586 0.455793 0.462276 0.435353 0.459496 0.444317 0.448869 0.462525 0.441634 0.424602 0.435831 0.435992 0.433268 0.209751 0.205209 0.46722 0.509135 0.411652 0.380584 0.426376 0.514661 1 0.547764 0.628413 0.660263 0.44886 0.447429 0.471801 0.457067 0.459434 0.480217 0.431689 0.476285 0.45863 0.412873 0.442919 0.477395 0.475141 0.476033 0.4546 0.456623 0.544364 0.557897 0.570102 0.567845 0.541496 0.51093 0.556393 0.555632 0.566264 0.555731 0.56008 0.446807 0.473533 0.448436 0.465365 0.435034 0.514238 0.513084 0.506677 0.508466 0.51225 0.479812 0.47878 0.483701 0.475174 0.483399 0.514395 0.526705 0.516158 0.520445 0.51336 0.443103
0.413485 0.403398 0.407337 0.424921 0.36223 0.387896 0.370556 0.386469 0.372177 0.371007 0.424133 0.417172 0.410782 0.439187 0.310323 0.387145 0.386337 0.410507 0.419568 0.421061 0.433282 0.433282 0.42283 0.417824 0.418901 0.416844 0.420329 0.422279 0.424692 0.417881 0.423121 0.423258 0.420088 0.426847 0.422863 0.417687 0.423462 0.569773 0.469658 1 0.431819 0.44915 0.403328 0.363143 0.402704 0.360931 0.390641 0.40337 0.408015 0.402688 0.404174 0.385156 0.398715 0.417541 0.446524 0.40164 0.388086 0.391908 0.397359 0.430154 0.42749 0.429417 0.428156 0.42956 0.407565 0.407731 0.405229 0.400364 0.401482 0.408129 0.397141 0.39668 0.382428 0.400385 0.411176 0.406302 0.416465 0.411559 0.426502 0.415429 0.402966 0.398532 0.410483 0.405258 0.417541 0.4118 0.396249 0.408886 0.396458 0.390258 0.196778 0.189854 0.430316 0.419783 0.400125 0.31636 0.375637 0.569773 0.469658 1 0.431819 0.44915 0.407262 0.414179 0.436938 0.424921 0.405354 0.412925 0.37411 0.407306 0.419908 0.386857 0.398401 0.450531 0.430725 0.445544 0.422622 0.437984 0.442455 0.363888 0.462546 0.446667 0.377566 0.420254 0.431071 0.425997 0.432437 0.430276 0.42791 0.398679 0.42217 0.392158 0.417529 0.396023 0.434094 0.429627 0.423976 0.427736 0.424512 0.4342 0.439416 0.440729 0.428198 0.439411 0.423721 0.434535 0.431072 0.423581 0.424058 0.416685
0.51042 0.475358 0.480388 0.439438 0.427109 0.537617 0.467904 0.532427 0.461698 0.4689 0.438191 0.426955 0.440814 0.474139 0.317367 0.489034 0.478508 0.492612 0.499519 0.447878 0.465375 0.465375 0.507715 0.501483 0.50355 0.505029 0.511283 0.48787 0.49801 0.491154 0.488241 0.501018 0.514539 0.517366 0.513981 0.511184 0.512829 0.522335 0.685662 0.553659 1 0.750256 0.465095 0.429726 0.46529 0.429572 0.448222 0.42288 0.505836 0.418088 0.435269 0.415724 0.44574 0.453124 0.469819 0.449805 0.400399 0.398427 0.402684 0.502089 0.500371 0.500864 0.49874 0.497401 0.431993 0.430902 0.435997 0.426476 0.423515 0.421868 0.423669 0.430757 0.414658 0.423444 0.43249 0.433168 0.440169 0.430693 0.437343 0.447593 0.434295 0.450905 0.437086 0.447403 0.454222 0.420824 0.40941 0.407738 0.416834 0.404636 0.221565 0.211937 0.446254 0.496115 0.404589 0.403169 0.455312 0.522335 0.685662 0.553659 1 0.750256 0.439082 0.437822 0.472738 0.439438 0.452611 0.472865 0.425313 0.474051 0.447461 0.40542 0.427682 0.464047 0.452332 0.461192 0.443017 0.44031 0.528204 0.628801 0.564096 0.563591 0.568518 0.498133 0.55408 0.554151 0.559857 0.555629 0.565435 0.445699 0.468194 0.43608 0.45311 0.419619 0.508812 0.501023 0.496213 0.501246 0.497746 0.457422 0.469472 0.468258 0.462611 0.476676 0.506113 0.515302 0.508964 0.510264 0.510094 0.433204
0.498161 0.475145 0.468829 0.436068 0.422288 0.545169 0.481666 0.540378 0.475459 0.478014 0.430212 0.423732 0.437311 0.464733 0.314593 0.487626 0.4826 0.488486 0.495033 0.443178 0.468753 0.468753 0.513295 0.510103 0.5094 0.508124 0.511614 0.486986 0.498699 0.487228 0.481903 0.493437 0.50812 0.512565 0.507707 0.505436 0.508068 0.525919 0.683503 0.552255 0.722606 1 0.45852 0.43118 0.459239 0.421131 0.439035 0.42726 0.504122 0.415156 0.431335 0.412767 0.438262 0.448647 0.460535 0.437861 0.387331 0.391763 0.390724 0.499357 0.494767 0.49581 0.491667 0.489803 0.4356 0.428984 0.4291 0.425347 0.415327 0.414918 0.419042 0.425643 0.415847 0.420071 0.432597 0.42824 0.434261 0.431813 0.437304 0.442505 0.436473 0.445739 0.437297 0.440613 0.440887 0.413314 0.403965 0.409152 0.412147 0.406978 0.219935 0.207165 0.441344 0.491918 0.398423 0.39865 0.451998 0.525919 0.683503 0.552255 0.722606 1 0.438806 0.431747 0.468755 0.436068 0.449536 0.47254 0.422879 0.467507 0.44359 0.405611 0.427994 0.462369 0.449628 0.464391 0.441519 0.443253 0.530773 0.622847 0.569096 0.557274 0.564299 0.48851 0.547057 0.542111 0.550273 0.552799 0.559879 0.438222 0.455448 0.433368 0.448634 0.420287 0.502149 0.497796 0.490127 0.495557 0.494918 0.458059 0.466821 0.469012 0.459556 0.471292 0.50332 0.504508 0.502734 0.501313 0.503917 0.42217
0.278473 0.252835 0.269266 0.335752 0.242868 0.270705 0.252758 0.265616 0.253102 0.254419 0.335008 0.321712 0.338766 0.334158 0.1981 0.284708 0.277692 0.293062 0.294629 0.291555 0.28564 0.28564 0.335659 0.337834 0.341026 0.335707 0.337128 0.342578 0.346868 0.338965 0.34281 0.336673 0.344166 0.346866 0.345509 0.346116 0.350136 0.23647 0.22868 0.245653 0.205623 0.216431 1 0.246549 0.790811 0.242979 0.650963 0.321433 0.311055 0.31605 0.322038 0.315132 0.310091 0.316102 0.352284 0.29132 0.290125 0.290226 0.294528 0.346243 0.343591 0.342914 0.346033 0.349559 0.311103 0.325474 0.315495 0.329201 0.317596 0.328105 0.289409 0.297606 0.277435 0.288876 0.294187 0.309378 0.325211 0.331886 0.318363 0.312787 0.305495 0.304538 0.306486 0.308128 0.302833 0.316716 0.311755 0.308578 0.304241 0.299324 0.119195 0.123192 0.331618 0.341476 0.292429 0.205985 0.225229 0.23647 0.22868 0.245653 0.205623 0.216431 0.335238 0.337336 0.310244 0.335752 0.309664 0.30821 0.29652 0.325017 0.328767 0.286232 0.304331 0.347247 0.336033 0.336989 0.337492 0.340749 0.323298 0.246356 0.332135 0.316557 0.250415 0.340539 0.323016 0.314684 0.313304 0.319898 0.317722 0.310063 0.332966 0.3123 0.316111 0.309271 0.344901 0.339011 0.345317 0.34509 0.333247 0.334911 0.335989 0.338021 0.33591 0.338256 0.335135 0.33916 0.335756 0.336218 0.333695 0.294415
0.247889 0.229244 0.234847 0.27093 0.227621 0.241354 0.233494 0.240463 0.232427 0.230632 0.27306 0.255681 0.267286 0.265534 0.171746 0.236567 0.231758 0.245377 0.24417 0.2493 0.25307 0.25307 0.262987 0.262542 0.264804 0.263086 0.260039 0.259282 0.271095 0.260543 0.260746 0.262258 0.269511 0.26965 0.269665 0.2675 0.26927 0.206362 0.207526 0.217775 0.19625 0.210755 0.254569 1 0.255086 0.46877 0.245815 0.255253 0.242575 0.250325 0.267656 0.246385 0.241857 0.256707 0.25857 0.254934 0.245392 0.239525 0.244298 0.264733 0.259465 0.258487 0.262945 0.263528 0.268034 0.26041 0.259417 0.268889 0.264125 0.262794 0.240099 0.245454 0.240628 0.239233 0.255455 0.250921 0.247764 0.253802 0.245595 0.259239 0.257853 0.264446 0.261053 0.240964 0.256392 0.260132 0.250796 0.254718 0.251306 0.250143 0.0984866 0.102006 0.268243 0.263008 0.237797 0.193229 0.217013 0.206362 0.207526 0.217775 0.19625 0.210755 0.258303 0.259988 0.25552 0.27093 0.241261 0.250453 0.244142 0.249379 0.259412 0.249614 0.252826 0.262591 0.264043 0.258566 0.260077 0.261925 0.247924 0.226645 0.249343 0.246127 0.233372 0.262095 0.246325 0.248309 0.243525 0.245933 0.247063 0.241827 0.253665 0.245738 0.256697 0.248276 0.273757 0.26252 0.262448 0.261276 0.263763 0.258501 0.260045 0.258632 0.263656 0.266603 0.26403 0.270612 0.266244 0.265872 0.267383 0.236811
0.287662 0.259475 0.270462 0.339074 0.240154 0.271445 0.25364 0.266137 0.254606 0.255908 0.339252 0.32429 0.34014 0.336755 0.202738 0.282819 0.27858 0.294556 0.295728 0.298876 0.294883 0.294883 0.333691 0.331888 0.340064 0.332776 0.33558 0.339194 0.344792 0.333133 0.33777 0.33615 0.342272 0.343577 0.342934 0.343061 0.345237 0.234545 0.224235 0.24488 0.204425 0.215329 0.795332 0.245249 1 0.246933 0.625233 0.322502 0.307244 0.321318 0.321044 0.314764 0.316629 0.312667 0.351436 0.292729 0.294727 0.298043 0.296221 0.341671 0.338159 0.340126 0.341962 0.342356 0.318507 0.327646 0.317463 0.329922 0.319345 0.33047 0.293728 0.30309 0.282501 0.291721 0.300634 0.317626 0.329925 0.332077 0.32458 0.314056 0.311162 0.31179 0.312347 0.311446 0.305566 0.321983 0.316461 0.318519 0.301669 0.306081 0.121526 0.121766 0.335737 0.335006 0.298815 0.211075 0.229917 0.234545 0.224235 0.24488 0.204425 0.215329 0.336325 0.338223 0.315428 0.339074 0.312312 0.308406 0.30167 0.324971 0.326982 0.289056 0.30549 0.344619 0.337832 0.337034 0.343437 0.339856 0.322898 0.243545 0.334551 0.316327 0.249225 0.336266 0.319562 0.312644 0.313899 0.317467 0.316743 0.3166 0.336317 0.315146 0.312677 0.308515 0.343092 0.336499 0.336181 0.34067 0.330993 0.333974 0.339201 0.343892 0.343383 0.345204 0.33538 0.338844 0.334424 0.336521 0.337207 0.297871
0.239297 0.22576 0.227789 0.264647 0.220927 0.23418 0.225359 0.234742 0.227605 0.224942 0.267869 0.252366 0.262048 0.260329 0.16679 0.228678 0.223976 0.250881 0.243396 0.250483 0.241458 0.241458 0.257078 0.259008 0.263237 0.255944 0.25518 0.268841 0.267276 0.263619 0.265442 0.266949 0.266623 0.261535 0.264946 0.263036 0.265085 0.210403 0.206739 0.221206 0.193097 0.202346 0.249549 0.46065 0.252095 1 0.244275 0.253013 0.235851 0.243293 0.264583 0.244682 0.242951 0.247861 0.26383 0.260148 0.241963 0.241102 0.240827 0.263924 0.260641 0.259084 0.261324 0.263925 0.25844 0.262958 0.257471 0.263068 0.259249 0.259277 0.241863 0.235905 0.240143 0.233579 0.250421 0.253826 0.250405 0.262203 0.25103 0.254288 0.25325 0.255711 0.252767 0.247679 0.252866 0.258187 0.247631 0.255192 0.247653 0.251288 0.0958746 0.0992952 0.265982 0.260633 0.245584 0.189097 0.210641 0.210403 0.206739 0.221206 0.193097 0.202346 0.252026 0.258294 0.254166 0.264647 0.235244 0.251154 0.241778 0.249641 0.261947 0.252009 0.257464 0.256412 0.262341 0.252964 0.256567 0.26037 0.249467 0.222577 0.246879 0.248036 0.233929 0.256667 0.236924 0.23907 0.23619 0.245392 0.239622 0.242921 0.256559 0.246227 0.247851 0.243493 0.26895 0.266688 0.263559 0.263863 0.26622 0.252652 0.255213 0.255222 0.264215 0.261935 0.264783 0.26762 0.267196 0.26575 0.268243 0.236759
0.274163 0.256352 0.270945 0.328429 0.246289 0.269468 0.253466 0.270421 0.252418 0.256533 0.329681 0.317292 0.329251 0.323861 0.197837 0.281261 0.273694 0.291444 0.289227 0.285766 0.28895 0.28895 0.329158 0.328094 0.332886 0.323815 0.32878 0.336498 0.33784 0.336443 0.335778 0.335346 0.328988 0.329696 0.328323 0.332907 0.333254 0.237592 0.226614 0.238661 0.204985 0.213303 0.664263 0.243124 0.638346 0.241921 1 0.314638 0.305234 0.311101 0.317949 0.301931 0.309434 0.309704 0.339086 0.284233 0.286127 0.291586 0.286161 0.33318 0.330566 0.331153 0.334594 0.336024 0.308546 0.305621 0.308863 0.315625 0.309094 0.319201 0.288519 0.287835 0.272795 0.28742 0.282123 0.311482 0.320811 0.326238 0.319702 0.31159 0.301836 0.298515 0.308091 0.303797 0.30281 0.315727 0.306913 0.315954 0.301729 0.298103 0.122221 0.121028 0.329084 0.339311 0.290855 0.212893 0.224229 0.237592 0.226614 0.238661 0.204985 0.213303 0.332343 0.33077 0.308653 0.328429 0.305021 0.312413 0.288747 0.312969 0.326309 0.283677 0.300656 0.337373 0.330242 0.338199 0.33087 0.334876 0.30684 0.234801 0.334535 0.318585 0.250205 0.330264 0.312377 0.30205 0.304443 0.302826 0.306414 0.309404 0.323143 0.301777 0.309713 0.295549 0.341133 0.337022 0.339733 0.33331 0.33069 0.326156 0.330799 0.327608 0.335387 0.336982 0.332932 0.336284 0.332012 0.331541 0.332752 0.287959
0.269134 0.246473 0.251242 0.386075 0.250526 0.253687 0.24142 0.250638 0.243426 0.242167 0.421397 0.367055 0.396927 0.406938 0.203257 0.273932 0.270985 0.282602 0.277414 0.302974 0.287856 0.287856 0.411398 0.406419 0.417678 0.40195 0.4076 0.408612 0.409563 0.400324 0.395001 0.403212 0.390888 0.391018 0.3928 0.393281 0.388983 0.219296 0.204334 0.230219 0.168763 0.181674 0.302826 0.231519 0.299472 0.2394 0.28785 1 0.319567 0.372249 0.413065 0.355391 0.350836 0.35006 0.389744 0.307175 0.316665 0.313785 0.319823 0.403971 0.396898 0.401204 0.397275 0.399106 0.351077 0.362579 0.356824 0.358022 0.359163 0.374168 0.304592 0.307584 0.308267 0.285363 0.31235 0.366301 0.372013 0.374447 0.369505 0.370792 0.36285 0.367722 0.368245 0.362553 0.36353 0.337946 0.347 0.342266 0.336055 0.342872 0.120387 0.119071 0.380892 0.403123 0.311886 0.194495 0.211594 0.219296 0.204334 0.230219 0.168763 0.181674 0.401615 0.396704 0.333888 0.386075 0.343842 0.349996 0.333812 0.350633 0.38917 0.298598 0.393712 0.403263 0.43039 0.403348 0.409208 0.42025 0.330363 0.216561 0.350179 0.318425 0.231744 0.384099 0.312488 0.304534 0.310692 0.313332 0.316559 0.350866 0.374866 0.342792 0.35007 0.329659 0.412072 0.402802 0.40721 0.398556 0.397287 0.399498 0.40287 0.407055 0.404422 0.398115 0.395365 0.395524 0.395853 0.401294 0.399901 0.306469
0.252858 0.247147 0.253951 0.330798 0.252692 0.291205 0.264469 0.28887 0.262541 0.261727 0.339682 0.321576 0.340654 0.334303 0.189312 0.315863 0.301781 0.30599 0.303014 0.283826 0.277949 0.277949 0.374443 0.378616 0.372086 0.375419 0.376562 0.379236 0.380707 0.380351 0.374781 0.382065 0.385498 0.384001 0.385732 0.381409 0.384095 0.227882 0.26467 0.231888 0.231717 0.24635 0.293697 0.226946 0.289306 0.225 0.286201 0.32537 1 0.322273 0.344302 0.316278 0.323706 0.317965 0.35941 0.278424 0.283964 0.285512 0.289148 0.385341 0.384896 0.38023 0.378309 0.378982 0.324338 0.31669 0.326844 0.323965 0.323023 0.328929 0.284465 0.290984 0.27829 0.279489 0.284775 0.307331 0.324905 0.322582 0.320675 0.323224 0.317032 0.314804 0.326368 0.315732 0.327079 0.303222 0.307801 0.302078 0.304523 0.301911 0.119918 0.124805 0.330275 0.379808 0.287888 0.189513 0.214826 0.227882 0.26467 0.231888 0.231717 0.24635 0.326822 0.328193 0.298275 0.330798 0.322128 0.322043 0.321404 0.342905 0.349036 0.279792 0.320941 0.353507 0.346049 0.345943 0.336017 0.333307 0.350245 0.273583 0.37244 0.337912 0.286966 0.368984 0.334887 0.333284 0.333553 0.332976 0.328562 0.323677 0.332456 0.316024 0.317955 0.311206 0.377477 0.373701 0.378027 0.382064 0.374276 0.358217 0.346802 0.353446 0.354617 0.359471 0.374827 0.375184 0.377949 0.374578 0.374912 0.286742
0.225962 0.217171 0.220849 0.310525 0.22092 0.228249 0.215741 0.224229 0.214007 0.214744 0.342877 0.31116 0.325579 0.317876 0.179562 0.243714 0.243866 0.248047 0.249757 0.264985 0.250185 0.250185 0.33411 0.332181 0.332804 0.330345 0.323939 0.340132 0.341329 0.33698 0.334895 0.335938 0.340719 0.34133 0.338625 0.33815 0.339104 0.187816 0.169663 0.196746 0.139521 0.146287 0.25953 0.204063 0.258193 0.200483 0.252823 0.329425 0.282651 1 0.348344 0.346115 0.323331 0.296398 0.332142 0.26877 0.287933 0.291454 0.286439 0.333077 0.330175 0.329078 0.330522 0.330193 0.298357 0.29964 0.300522 0.299781 0.304495 0.302755 0.261642 0.269089 0.269266 0.243823 0.271003 0.323577 0.318767 0.326817 0.314415 0.311572 0.299739 0.299708 0.301421 0.294474 0.302385 0.298621 0.295754 0.299692 0.2884 0.292928 0.106899 0.115451 0.304839 0.329618 0.290717 0.170177 0.191411 0.187816 0.169663 0.196746 0.139521 0.146287 0.328335 0.32867 0.291311 0.310525 0.284916 0.288625 0.276987 0.288906 0.317968 0.265409 0.308471 0.336661 0.34102 0.331676 0.341045 0.33927 0.280024 0.197923 0.287992 0.276078 0.207916 0.324248 0.266439 0.260554 0.260442 0.263938 0.260265 0.323303 0.312679 0.318182 0.296407 0.313991 0.341104 0.334944 0.332954 0.330946 0.331929 0.32878 0.338843 0.325295 0.331289 0.333633 0.327305 0.328723 0.327911 0.330272 0.33279 0.254
0.250981 0.237408 0.235436 0.370129 0.235466 0.23447 0.229498 0.232355 0.226573 0.22711 0.400279 0.341415 0.392481 0.385866 0.195086 0.26776 0.259511 0.272459 0.264963 0.283079 0.269591 0.269591 0.383161 0.376149 0.384521 0.380844 0.378551 0.379829 0.40148 0.385618 0.388199 0.38872 0.382902 0.378018 0.381008 0.378812 0.379373 0.202934 0.18779 0.206789 0.15426 0.162295 0.277448 0.223562 0.275028 0.223875 0.2708 0.385994 0.314963 0.368761 1 0.374929 0.332973 0.336881 0.377765 0.290064 0.304896 0.301512 0.305057 0.393184 0.393504 0.391863 0.393954 0.393241 0.335906 0.339393 0.337926 0.348682 0.346516 0.358045 0.282949 0.287933 0.284369 0.273017 0.288434 0.374097 0.365482 0.363925 0.360808 0.347127 0.35035 0.36638 0.357034 0.344432 0.345832 0.316668 0.320784 0.32327 0.318581 0.318064 0.118147 0.118172 0.364373 0.385304 0.300672 0.185611 0.206479 0.202934 0.18779 0.206789 0.15426 0.162295 0.390246 0.388524 0.326036 0.370129 0.322126 0.331868 0.325121 0.333135 0.354585 0.282016 0.362565 0.415452 0.416814 0.407832 0.431565 0.40961 0.309019 0.204589 0.334135 0.30249 0.226436 0.369815 0.286559 0.284692 0.279184 0.278345 0.280756 0.332945 0.344322 0.318125 0.33689 0.305991 0.408205 0.376471 0.388379 0.391613 0.387879 0.375449 0.390296 0.394011 0.399083 0.404206 0.385234 0.388018 0.384187 0.388357 0.38147 0.287206
0.229644 0.225822 0.225482 0.344579 0.238185 0.229918 0.218695 0.227728 0.215528 0.215844 0.356354 0.321451 0.348827 0.341634 0.178465 0.255687 0.245864 0.257517 0.260014 0.279649 0.256013 0.256013 0.352709 0.354234 0.355629 0.353356 0.353926 0.359676 0.366007 0.359308 0.352741 0.358075 0.365771 0.365118 0.363792 0.365144 0.36423 0.185006 0.173871 0.192154 0.142521 0.152661 0.267106 0.204772 0.262664 0.203965 0.252005 0.329927 0.289803 0.360299 0.368109 1 0.324838 0.301777 0.343703 0.266629 0.292363 0.293992 0.287116 0.359921 0.359834 0.358048 0.358116 0.357486 0.316047 0.321449 0.316917 0.320158 0.322737 0.340395 0.2823 0.287005 0.270755 0.255686 0.29239 0.326437 0.329559 0.337872 0.334287 0.323844 0.312382 0.312095 0.316591 0.30819 0.309703 0.305424 0.297778 0.303094 0.298123 0.300423 0.108655 0.113723 0.33722 0.350719 0.293607 0.183729 0.195262 0.185006 0.173871 0.192154 0.142521 0.152661 0.343851 0.351022 0.290439 0.344579 0.292318 0.30275 0.294716 0.305016 0.325633 0.270562 0.321324 0.362113 0.3756 0.358323 0.352743 0.353091 0.289923 0.202607 0.312646 0.271643 0.217929 0.343031 0.273386 0.274742 0.274095 0.271237 0.269917 0.324809 0.314511 0.328191 0.301768 0.316017 0.356531 0.34969 0.354111 0.352923 0.353247 0.366454 0.365521 0.361871 0.367532 0.370566 0.348007 0.346306 0.343455 0.349585 0.348858 0.276289
