C1903x2TS003_1 C1903x2TS044_1 C1903x2TS049_1 C1903x2TS049_2 C1903x2TS049_3 C1903x2TS049_4 C1903x2TS049_5 C1903x2TS067_1 C1903x2TS067_2 C1903x2TS067_3 C1903x2TS067_4 C1903x2TS067_5 C1903x2TS073_1 C1903x2TS073_2 C1903x2TS073_3 C1903x2TS073_4 C1903x2TS073_5 C1903x2TS103_1 C1903x2TS121_1 C1903x2TS121_2 C1903x2TS123_1 C1903x2TS123_2 C1903x2TS123_3 C1903x2TS123_4 C1903x2TS123_5 C1903x2TS131_1 C1903x2TS131_2 C1903x2TS131_3 C1903x2TS131_4 C1903x2TS131_5 C1903x2TS215_1 C1903x2TS215_2 C1903x2TS215_3 C1903x2TS215_4 C1903x2TS215_5 C1903x2TS228_1 C1903x2TS228_2 C1903x2TS228_3 C1903x2TS228_4 C1903x2TS228_5 C1903x2TS301_1 C1903x2TS389_1 C1903x2TS389_2 C1903x2TS389_3 C1903x2TS389_4 C1903x2TS389_5
0.198326 0.401559 0.113087 0.0881457 0.0972621 0.0857506 0.0753614 0.301125 0.301125 0.301125 0.263115 0.263115 0.317258 0.312455 0.310147 0.297456 0.30499 0.32985 0.274162 0.279932 0.348232 0.336479 0.347528 0.305005 0.305005 1 0.660821 0.662383 0.666311 0.634715 0.368449 0.342946 0.363597 0.376451 0.366393 0.425563 0.409647 0.438807 0.404528 0.417663 0.401559 0.427101 0.42256 0.416707 0.423712 0.422045
0.19032 0.396414 0.1171 0.0908794 0.103872 0.0895792 0.0776155 0.293747 0.293747 0.293747 0.260009 0.260009 0.308216 0.301234 0.294562 0.28915 0.294801 0.321858 0.269764 0.272786 0.335366 0.323438 0.344032 0.304209 0.304209 0.653779 1 0.624549 0.618185 0.685515 0.359429 0.335936 0.353645 0.371607 0.36624 0.397945 0.390904 0.43121 0.389856 0.392426 0.396414 0.425613 0.423016 0.404528 0.423629 0.40601
0.18882 0.398693 0.116099 0.0842883 0.0976291 0.0838902 0.0722147 0.294397 0.294397 0.294397 0.257253 0.257253 0.31031 0.310329 0.298656 0.289609 0.293203 0.337543 0.286875 0.285796 0.343869 0.325799 0.337992 0.305475 0.305475 0.648419 0.61852 1 0.700096 0.61003 0.366419 0.340778 0.355412 0.375411 0.365654 0.41598 0.404956 0.435431 0.396275 0.405014 0.398693 0.416623 0.417167 0.40296 0.419632 0.411138
0.187989 0.391665 0.113226 0.080856 0.0945598 0.0833994 0.0687244 0.302174 0.302174 0.302174 0.269494 0.269494 0.313006 0.306907 0.304643 0.293964 0.292182 0.333916 0.279585 0.281072 0.338422 0.33608 0.34935 0.306258 0.306258 0.65574 0.619505 0.704357 1 0.623043 0.370567 0.338595 0.355935 0.375316 0.365743 0.407434 0.398583 0.431479 0.389472 0.404712 0.391665 0.418135 0.412151 0.41133 0.422163 0.419348
0.197468 0.395381 0.114135 0.087648 0.103094 0.0908175 0.0795994 0.293631 0.293631 0.293631 0.259988 0.259988 0.330467 0.317446 0.313044 0.307461 0.298745 0.334806 0.278765 0.277244 0.339896 0.329 0.339266 0.299774 0.299774 0.643151 0.695985 0.625715 0.635637 1 0.355806 0.345138 0.362645 0.366734 0.361494 0.416137 0.403308 0.427495 0.395142 0.411739 0.395381 0.431347 0.434833 0.403157 0.431682 0.40585
0.195687 0.333221 0.114914 0.0925214 0.0954257 0.0920515 0.0769962 0.259945 0.259945 0.259945 0.239796 0.239796 0.280669 0.265949 0.267783 0.271709 0.267293 0.275781 0.254005 0.2481 0.306008 0.301164 0.309526 0.279349 0.279349 0.345058 0.336826 0.346729 0.34397 0.333216 1 0.320817 0.324688 0.344163 0.346412 0.311732 0.319107 0.337185 0.312441 0.320346 0.333221 0.340081 0.339837 0.34575 0.344271 0.342334
0.183491 0.311912 0.114715 0.0988865 0.0912208 0.0903832 0.0796688 0.254507 0.254507 0.254507 0.226492 0.226492 0.297142 0.263348 0.270037 0.280609 0.256452 0.280399 0.25746 0.252628 0.300424 0.294089 0.298525 0.273085 0.273085 0.318502 0.317345 0.32206 0.323062 0.319342 0.317178 1 0.340619 0.320822 0.337549 0.316479 0.313713 0.324792 0.315841 0.304934 0.311912 0.347421 0.343853 0.328027 0.35646 0.329368
0.175971 0.302606 0.100814 0.0906864 0.0901363 0.0859287 0.0728004 0.260841 0.260841 0.260841 0.229368 0.229368 0.290348 0.260654 0.25794 0.252237 0.26623 0.275272 0.256583 0.256233 0.302894 0.290943 0.293231 0.269306 0.269306 0.336129 0.334273 0.332065 0.33183 0.327931 0.321978 0.332491 1 0.33409 0.335572 0.322508 0.31665 0.323511 0.316423 0.31236 0.302606 0.333022 0.332332 0.324472 0.329323 0.323265
0.191503 0.339098 0.122774 0.0972211 0.0999156 0.0968192 0.0834107 0.27928 0.27928 0.27928 0.24126 0.24126 0.298742 0.278334 0.279269 0.284261 0.290223 0.289703 0.254659 0.256878 0.31 0.29941 0.316775 0.292932 0.292932 0.357466 0.354814 0.362713 0.361352 0.343353 0.342544 0.323536 0.338646 1 0.36155 0.328785 0.33095 0.340706 0.333281 0.330408 0.339098 0.35472 0.356854 0.363515 0.361503 0.369725
0.192432 0.340024 0.111529 0.095837 0.0992212 0.0944295 0.0855551 0.269249 0.269249 0.269249 0.257439 0.257439 0.296465 0.275982 0.286915 0.279239 0.279884 0.288672 0.271841 0.267204 0.320243 0.296622 0.321398 0.291577 0.291577 0.348682 0.34976 0.353769 0.347706 0.341575 0.355313 0.335716 0.345123 0.367286 1 0.338024 0.331421 0.351291 0.330481 0.33156 0.340024 0.353101 0.360946 0.358748 0.351836 0.3637
0.197977 0.404998 0.126618 0.105481 0.106442 0.0942758 0.0835989 0.298456 0.298456 0.298456 0.265083 0.265083 0.312589 0.333693 0.311414 0.29888 0.318404 0.330385 0.287074 0.283196 0.351969 0.344642 0.352616 0.307659 0.307659 0.451305 0.425398 0.445297 0.433362 0.432662 0.35645 0.359049 0.364402 0.365894 0.379705 1 0.625966 0.546156 0.662284 0.510772 0.404998 0.456415 0.448495 0.452973 0.459676 0.465613
0.211484 0.400568 0.126986 0.114418 0.114479 0.105983 0.0949307 0.308 0.308 0.308 0.26905 0.26905 0.340398 0.316371 0.319377 0.315161 0.313908 0.322278 0.299623 0.299124 0.353122 0.357108 0.375881 0.313322 0.313322 0.440596 0.425454 0.444034 0.433238 0.425711 0.361654 0.360588 0.365465 0.373122 0.373276 0.62731 1 0.540355 0.600905 0.508262 0.400568 0.461684 0.460432 0.459295 0.463698 0.462111
0.201177 0.420432 0.131895 0.0996537 0.103233 0.0939162 0.0796178 0.309614 0.309614 0.309614 0.270125 0.270125 0.330632 0.320836 0.318039 0.302165 0.316769 0.332972 0.293362 0.298346 0.363509 0.356898 0.371222 0.314353 0.314353 0.456466 0.454681 0.459787 0.449326 0.434794 0.385608 0.369352 0.366183 0.381413 0.392463 0.536015 0.528667 1 0.525787 0.513868 0.420432 0.464026 0.458661 0.464026 0.462026 0.463971
0.213912 0.397288 0.130162 0.120596 0.116318 0.108478 0.0931668 0.309427 0.309427 0.309427 0.284422 0.284422 0.342044 0.342687 0.332641 0.319543 0.340828 0.339767 0.304683 0.311707 0.376252 0.350925 0.360953 0.322677 0.322677 0.449803 0.431485 0.445424 0.433195 0.428047 0.365325 0.366069 0.374293 0.384207 0.383134 0.677017 0.60692 0.548181 1 0.523021 0.397288 0.470206 0.467268 0.46368 0.471513 0.473595
0.198021 0.393589 0.121886 0.10199 0.109337 0.0910489 0.085284 0.300227 0.300227 0.300227 0.262739 0.262739 0.338732 0.322898 0.314524 0.309355 0.318655 0.342844 0.28881 0.290356 0.361224 0.34425 0.365958 0.306613 0.306613 0.440355 0.421432 0.436493 0.42822 0.430486 0.370088 0.346453 0.357566 0.370519 0.370768 0.51004 0.504026 0.524081 0.509761 1 0.393589 0.451348 0.430387 0.438779 0.452468 0.433436
0.217605 1 0.123652 0.104083 0.0989098 0.100454 0.0875716 0.319592 0.319592 0.319592 0.276304 0.276304 0.340829 0.334827 0.337852 0.316499 0.325121 0.334068 0.308972 0.311731 0.366939 0.358877 0.378233 0.322733 0.322733 0.444046 0.44054 0.453277 0.43578 0.431999 0.401281 0.366619 0.373806 0.394833 0.387465 0.421416 0.416772 0.446221 0.399466 0.41041 1 0.435858 0.449414 0.437037 0.435909 0.44801
0.200168 0.411428 0.127208 0.0977651 0.103063 0.0982297 0.0859113 0.300452 0.300452 0.300452 0.26713 0.26713 0.350975 0.339254 0.337037 0.329575 0.326355 0.329347 0.291924 0.291628 0.356494 0.361009 0.377013 0.328103 0.328103 0.445293 0.44818 0.446952 0.436804 0.444611 0.381797 0.381222 0.369849 0.397695 0.391238 0.455159 0.452708 0.469639 0.455925 0.445787 0.411428 1 0.562342 0.550428 0.858437 0.559015
0.210646 0.428073 0.120107 0.097873 0.105465 0.0994616 0.0875372 0.305351 0.305351 0.305351 0.272811 0.272811 0.352688 0.328666 0.332663 0.328208 0.33156 0.333938 0.295651 0.301578 0.386178 0.356968 0.369837 0.332813 0.332813 0.437441 0.438157 0.442974 0.430771 0.443434 0.381766 0.381361 0.37779 0.400011 0.397332 0.448174 0.442664 0.458833 0.445957 0.42403 0.428073 0.558198 1 0.53622 0.561379 0.55594
0.217216 0.42961 0.127354 0.0986208 0.107421 0.100074 0.0891712 0.307577 0.307577 0.307577 0.275293 0.275293 0.351167 0.343928 0.338433 0.333818 0.327532 0.329829 0.307273 0.310309 0.361482 0.361877 0.37108 0.33695 0.33695 0.4463 0.441527 0.44916 0.44737 0.431462 0.390821 0.370463 0.366837 0.409971 0.40469 0.45489 0.461138 0.473716 0.452086 0.439066 0.42961 0.553302 0.547967 1 0.547503 0.826244
0.20424 0.406259 0.123158 0.100332 0.102175 0.0976222 0.0843071 0.297655 0.297655 0.297655 0.268824 0.268824 0.343801 0.335945 0.331063 0.33072 0.33414 0.328466 0.289605 0.288006 0.358876 0.362421 0.379957 0.32666 0.32666 0.442307 0.44523 0.447099 0.442363 0.444349 0.382136 0.389385 0.366306 0.398229 0.391714 0.456745 0.453304 0.468281 0.457404 0.444972 0.406259 0.857456 0.567334 0.543992 1 0.557094
0.208624 0.422586 0.118487 0.090673 0.10433 0.0894327 0.0835614 0.309852 0.309852 0.309852 0.274634 0.274634 0.343719 0.33359 0.338204 0.328614 0.319862 0.330562 0.299841 0.301603 0.366606 0.35427 0.365918 0.327391 0.327391 0.437609 0.427607 0.439548 0.441439 0.418004 0.374347 0.368044 0.364693 0.40745 0.401849 0.45698 0.447736 0.467407 0.452751 0.423333 0.422586 0.556378 0.555547 0.8129 0.555128 1
